"File: DDELog(Excel:M16	1	1)::C:\Users\user\Desktop\clemens\20_07_22_DRG_AOP\M16_DRG_20_7\M16.LOG"
"Date: Wed Jul 20 2022 14:26:16.938"
0.0000, "Wavelength Names:	340	385	GFP	Wavelength 4	555"
"Time (sec)"
36.6980
83.7060
0.0000, "Clock reset to 0.0"
"Region 1: [Location: (322, 168), Size: (34, 28), Area: 732]"
"Region 2: [Location: (396, 250), Size: (40, 42), Area: 1300]"
"Region 3: [Location: (452, 415), Size: (21, 21), Area: 305]"
"Region 4: [Location: (399, 416), Size: (32, 33), Area: 812]"
"Region 5: [Location: (351, 252), Size: (21, 21), Area: 305]"
"Region 6: [Location: (321, 257), Size: (25, 47), Area: 913]"
"Region 7: [Location: (293, 359), Size: (21, 21), Area: 305]"
"Region 8: [Location: (275, 356), Size: (21, 22), Area: 358]"
"Region 9: [Location: (268, 342), Size: (21, 21), Area: 305]"
"Region 10: [Location: (170, 182), Size: (37, 33), Area: 933]"
"Region 11: [Location: (1, 41), Size: (21, 21), Area: 305]"
"Region 12: [Location: (73, 121), Size: (27, 28), Area: 584]"
"Region 13: [Location: (24, 250), Size: (29, 31), Area: 695]"
"Time (sec)", "R1 W1 Avg", "R1 W2 Avg", "R2 W1 Avg", "R2 W2 Avg", "R3 W1 Avg", "R3 W2 Avg", "R4 W1 Avg", "R4 W2 Avg", "R5 W1 Avg", "R5 W2 Avg", "R6 W1 Avg", "R6 W2 Avg", "R7 W1 Avg", "R7 W2 Avg", "R8 W1 Avg", "R8 W2 Avg", "R9 W1 Avg", "R9 W2 Avg", "R10 W1 Avg", "R10 W2 Avg", "R11 W1 Avg", "R11 W2 Avg", "R12 W1 Avg", "R12 W2 Avg", "R13 W1 Avg", "R13 W2 Avg"
41.0090, 1670.4331, 3227.3169, 1652.4431, 3125.6492, 1638.2230, 2466.8525, 1641.5579, 2978.3461, 1640.2098, 2801.8590, 1623.4359, 2478.1303, 1643.1705, 3063.5344, 1647.2318, 3076.8073, 1648.3410, 2796.2951, 1635.0139, 2594.6120, 1657.0393, 3415.5639, 1596.8236, 1623.9863, 1593.1468, 1609.2273
42.0090, 1670.3497, 3231.1899, 1650.4215, 3123.8977, 1636.7639, 2470.5508, 1640.9631, 2973.9076, 1639.3180, 2797.7803, 1624.3012, 2478.1391, 1642.8590, 3064.8623, 1645.6955, 3076.0168, 1646.7213, 2793.6689, 1635.5616, 2594.4298, 1655.7836, 3406.6689, 1596.2688, 1623.3116, 1592.0849, 1608.6719
43.0090, 1670.0150, 3234.5765, 1650.8269, 3131.0931, 1634.6820, 2471.3967, 1640.4002, 2977.5579, 1639.1082, 2799.5279, 1622.5049, 2480.4907, 1644.1541, 3066.6885, 1647.7989, 3080.8911, 1648.7443, 2801.7541, 1634.3591, 2592.4673, 1659.5967, 3409.5934, 1595.8955, 1623.1079, 1592.5194, 1610.7453
44.0090, 1669.3005, 3235.0164, 1652.0785, 3125.0715, 1637.7148, 2469.0361, 1641.5837, 2977.1268, 1640.2918, 2795.0721, 1623.9792, 2481.4732, 1642.6590, 3065.1770, 1646.6453, 3072.2570, 1649.0098, 2800.5180, 1634.2712, 2593.2122, 1657.7803, 3408.8230, 1598.8476, 1623.4024, 1595.0561, 1609.8043
45.0090, 1671.9153, 3237.0205, 1651.6777, 3123.5762, 1638.1705, 2466.8033, 1641.7820, 2979.7882, 1640.0918, 2796.0951, 1623.7777, 2481.3220, 1642.7639, 3068.7639, 1649.2263, 3076.3939, 1647.6000, 2802.0098, 1633.9946, 2593.2433, 1659.9246, 3411.3902, 1595.6284, 1622.3699, 1594.0906, 1609.3367
46.0090, 1669.9850, 3239.7910, 1651.8977, 3116.9754, 1636.9049, 2468.4000, 1641.0764, 2977.9433, 1639.6295, 2801.1180, 1623.6134, 2480.6594, 1642.6492, 3057.7180, 1647.1369, 3075.7402, 1646.6459, 2802.8590, 1635.7428, 2595.3976, 1655.9180, 3413.9934, 1596.3014, 1621.9503, 1592.8201, 1607.7871
47.0090, 1672.3962, 3244.4276, 1651.5208, 3115.3169, 1638.4492, 2471.0984, 1641.6810, 2972.5246, 1640.0230, 2794.8656, 1624.7930, 2476.4228, 1642.9016, 3066.5705, 1648.1313, 3072.5391, 1647.1148, 2797.8557, 1635.4877, 2593.5059, 1660.2525, 3409.8557, 1596.8442, 1624.2243, 1594.6993, 1608.3971
48.0090, 1669.7719, 3248.5369, 1651.7069, 3116.3877, 1636.9016, 2468.0984, 1640.4938, 2974.7956, 1638.9869, 2791.8885, 1624.4228, 2479.5882, 1642.6689, 3058.5934, 1645.3408, 3072.7123, 1645.7803, 2800.2525, 1635.9989, 2590.9057, 1658.9115, 3409.4787, 1597.0154, 1621.9658, 1593.4590, 1610.9525
49.0090, 1670.3005, 3250.2964, 1652.3877, 3115.2892, 1636.0590, 2469.2361, 1641.2081, 2974.9877, 1637.2492, 2794.5902, 1624.4666, 2479.0427, 1643.2984, 3058.0361, 1646.9078, 3079.0419, 1647.3934, 2799.3639, 1635.1254, 2589.4041, 1656.9049, 3412.0262, 1596.9812, 1621.6045, 1593.7899, 1608.6029
50.0090, 1669.9918, 3249.4536, 1652.7523, 3116.5415, 1637.1213, 2469.3344, 1641.0049, 2974.6466, 1640.1148, 2789.9705, 1623.8368, 2478.8105, 1641.5639, 3060.9541, 1648.4246, 3077.7570, 1648.2689, 2803.5672, 1635.1811, 2594.0429, 1659.0557, 3409.6098, 1597.0497, 1620.8168, 1594.2561, 1609.8777
51.0090, 1670.8702, 3252.8470, 1651.2569, 3113.2354, 1636.7541, 2466.1148, 1641.1379, 2974.1453, 1640.2984, 2789.6984, 1623.0416, 2478.9573, 1641.2328, 3063.4197, 1645.4860, 3074.6983, 1648.4164, 2796.5377, 1636.3398, 2588.6570, 1656.7967, 3408.1770, 1596.7620, 1620.9726, 1593.8518, 1609.4043
52.0090, 1668.1503, 3253.1981, 1651.4423, 3114.4231, 1634.4393, 2470.8262, 1639.0677, 2973.1010, 1639.1115, 2795.8623, 1623.6123, 2477.9365, 1641.9803, 3059.4721, 1645.4358, 3069.8464, 1646.4393, 2800.0066, 1635.3065, 2590.5563, 1656.7475, 3406.0230, 1595.7449, 1623.1558, 1594.4101, 1608.7353
53.0090, 1670.1038, 3258.3128, 1650.8354, 3115.0100, 1637.1246, 2470.8787, 1639.9988, 2972.2143, 1639.4525, 2783.1180, 1621.8237, 2481.2475, 1643.3049, 3053.3475, 1647.9330, 3072.6480, 1645.3082, 2794.4262, 1634.7738, 2592.3880, 1658.0787, 3416.2918, 1596.4229, 1622.4829, 1593.2230, 1608.7036
54.0090, 1670.0505, 3262.4372, 1651.4608, 3122.1369, 1634.4098, 2468.6787, 1638.8633, 2967.2734, 1637.7934, 2786.2754, 1623.5027, 2478.2716, 1642.1311, 3054.9279, 1645.4888, 3074.4916, 1646.2262, 2799.7049, 1635.3173, 2593.6570, 1656.9934, 3405.0492, 1597.0514, 1622.9486, 1593.3482, 1607.3453
55.0090, 1669.1571, 3258.3238, 1651.2146, 3120.3900, 1636.1967, 2467.7148, 1640.4335, 2965.7155, 1640.4393, 2793.3443, 1623.2081, 2480.1238, 1642.7311, 3059.2230, 1646.3212, 3074.9469, 1646.2656, 2797.1672, 1634.2883, 2595.7053, 1655.5934, 3401.4361, 1596.3767, 1621.7637, 1593.7108, 1608.7540
