"File: DDELog(Excel:M6_DRG	1	1)::C:\Users\user\Desktop\clemens\19_07_22_ DRG_AOP\M6_DRG_19_7\M6.LOG"
"Date: Tue Jul 19 2022 14:28:39.328"
0.0000, "Wavelength Names:	340	385	GFP	Wavelength 4	555"
"Time (sec)"
57.3710
96.5950
0.0000, "Clock reset to 0.0"
"Region 1: [Location: (288, 70), Size: (33, 40), Area: 1022]"
"Region 2: [Location: (279, 242), Size: (27, 37), Area: 763]"
"Region 3: [Location: (288, 392), Size: (35, 38), Area: 1026]"
"Region 4: [Location: (448, 472), Size: (21, 21), Area: 305]"
"Region 5: [Location: (151, 104), Size: (42, 31), Area: 1002]"
"Region 6: [Location: (95, 183), Size: (52, 45), Area: 1816]"
"Region 7: [Location: (104, 286), Size: (69, 59), Area: 3137]"
"Time (sec)", "R1 W1 Avg", "R1 W2 Avg", "R2 W1 Avg", "R2 W2 Avg", "R3 W1 Avg", "R3 W2 Avg", "R4 W1 Avg", "R4 W2 Avg", "R5 W1 Avg", "R5 W2 Avg", "R6 W1 Avg", "R6 W2 Avg", "R7 W1 Avg", "R7 W2 Avg"
253.0560, 1678.9286, 3682.3327, 1728.7602, 4342.0157, 1663.3548, 3775.0029, 1605.0787, 2161.0262, 1643.0659, 3134.0948, 1596.3238, 1627.5061, 1593.8779, 1625.2461
254.0560, 1679.2202, 3691.5489, 1729.4010, 4340.3237, 1663.4240, 3779.1452, 1606.4426, 2158.8984, 1644.1727, 3139.7106, 1596.3899, 1628.4708, 1593.4721, 1624.3188
255.0560, 1678.9677, 3698.2299, 1728.5164, 4350.1258, 1663.0955, 3780.6979, 1607.6525, 2160.6328, 1644.1008, 3138.5000, 1596.4741, 1626.9873, 1594.2158, 1624.8387
256.0560, 1679.1898, 3711.6037, 1728.7117, 4354.2307, 1663.2154, 3790.3226, 1608.6164, 2158.2262, 1642.7794, 3140.3902, 1596.2302, 1627.6228, 1594.0934, 1624.8355
257.0560, 1681.1292, 3709.4041, 1728.7274, 4358.8296, 1664.1559, 3789.5263, 1606.7738, 2159.1082, 1641.8683, 3139.4311, 1595.5209, 1627.7230, 1592.9598, 1624.2812
258.0560, 1679.7084, 3713.7221, 1729.5125, 4373.6212, 1663.8236, 3793.8869, 1608.5082, 2154.6098, 1642.1287, 3139.4820, 1595.6889, 1627.4218, 1594.0858, 1624.0666
259.0560, 1679.0245, 3713.3796, 1728.1835, 4380.0262, 1663.6335, 3795.3109, 1604.3770, 2159.7770, 1641.2126, 3143.2156, 1595.9686, 1627.5253, 1593.7099, 1625.0752
260.0560, 1678.0029, 3720.7691, 1729.9161, 4377.9987, 1663.6296, 3793.6121, 1607.5016, 2160.4525, 1644.5818, 3141.4481, 1595.9994, 1627.8150, 1593.8065, 1624.6940
261.0560, 1680.3151, 3722.9413, 1727.6841, 4384.1612, 1664.2934, 3793.1569, 1606.9377, 2155.8557, 1642.9022, 3138.9950, 1597.1228, 1626.8612, 1593.9522, 1624.8773
262.0560, 1680.0744, 3726.5636, 1728.0721, 4332.9489, 1664.5702, 3793.0526, 1605.5213, 2160.2656, 1642.7036, 3142.1796, 1596.0259, 1626.1823, 1593.6567, 1625.0673
263.0560, 1679.2622, 3723.7652, 1728.8178, 4343.9371, 1662.8489, 3793.8255, 1604.8295, 2157.6557, 1642.6487, 3139.8114, 1595.7489, 1626.7401, 1593.8597, 1624.9770
264.0560, 1679.5577, 3717.9804, 1728.0878, 4344.3447, 1663.9415, 3790.4094, 1604.1475, 2162.1279, 1641.6916, 3138.8573, 1595.6949, 1627.6327, 1593.2891, 1626.0905
265.0560, 1678.8278, 3719.4344, 1730.4482, 4345.6920, 1664.5409, 3795.6969, 1606.4295, 2156.3279, 1643.6238, 3140.1936, 1596.8998, 1627.7919, 1594.5649, 1625.2050
266.0560, 1678.7750, 3722.4922, 1729.1271, 4353.7366, 1663.0585, 3793.4357, 1605.6361, 2159.0164, 1644.2665, 3141.6916, 1596.5947, 1627.8414, 1593.5783, 1624.5674
267.0560, 1680.0802, 3722.4286, 1728.9751, 4362.1599, 1665.0585, 3796.9698, 1605.9377, 2156.6656, 1642.9072, 3140.1028, 1595.1289, 1626.7649, 1593.5014, 1624.1049
268.0560, 1679.3170, 3724.3072, 1728.4836, 4358.1402, 1665.3489, 3796.0517, 1605.9082, 2153.7508, 1642.2954, 3145.4561, 1596.3062, 1627.5121, 1594.9946, 1625.4629
269.0560, 1679.9227, 3728.4462, 1728.8860, 4369.3958, 1665.9347, 3793.1715, 1604.2197, 2158.8951, 1643.9361, 3139.0639, 1596.1294, 1628.4807, 1593.3940, 1625.0647
270.0560, 1678.0744, 3727.6037, 1728.5085, 4376.7720, 1664.3733, 3796.4240, 1606.6656, 2154.6754, 1643.6497, 3139.5080, 1595.4306, 1628.0083, 1594.2187, 1624.8489
271.0560, 1678.6106, 3733.0440, 1730.3788, 4275.8322, 1663.3821, 3798.9347, 1605.7475, 2151.9902, 1643.8124, 3141.3393, 1595.7021, 1626.9378, 1593.9213, 1624.0032
272.0560, 1679.8386, 3736.3454, 1730.5950, 4289.4692, 1665.1101, 3803.4756, 1606.3475, 2155.8787, 1642.3643, 3142.7745, 1596.6261, 1627.3497, 1593.6089, 1626.0711
273.0560, 1681.1292, 3730.8102, 1732.5675, 4297.9436, 1664.5185, 3801.2856, 1606.5115, 2154.5049, 1643.5749, 3141.0319, 1597.0688, 1627.6355, 1593.3609, 1624.5375
274.0560, 1679.4247, 3734.9491, 1729.8585, 4303.4509, 1664.2193, 3805.0507, 1607.8164, 2155.3475, 1643.7665, 3137.8234, 1596.0039, 1628.1702, 1593.1463, 1624.6143
275.0560, 1678.3601, 3729.9873, 1730.3539, 4308.9436, 1663.8294, 3807.4444, 1605.9377, 2151.8393, 1643.7355, 3141.0838, 1596.1079, 1626.7109, 1593.7902, 1624.6774
276.0560, 1678.3033, 3736.8209, 1730.0878, 4316.9725, 1663.9961, 3801.9766, 1605.7213, 2153.3180, 1642.0589, 3138.1946, 1596.1311, 1627.3243, 1594.6841, 1625.0239
277.0560, 1678.7789, 3737.0930, 1729.8794, 4315.5963, 1663.8031, 3799.4708, 1606.2525, 2144.8656, 1642.4731, 3140.6228, 1596.6465, 1628.5776, 1593.6653, 1623.9095
278.0560, 1679.3689, 3731.9061, 1730.8204, 4319.7366, 1662.7251, 3801.3099, 1604.8426, 2150.9934, 1642.7824, 3140.0309, 1595.9268, 1625.3943, 1593.6640, 1624.5862
279.0560, 1679.2417, 3731.6771, 1731.1048, 4325.3001, 1665.2115, 3801.3460, 1605.6852, 2151.0459, 1642.7904, 3141.6806, 1595.3111, 1625.9345, 1593.9139, 1624.8515
280.0560, 1678.6233, 3732.4491, 1729.4784, 4330.3342, 1663.2573, 3800.9474, 1607.0459, 2153.0918, 1642.8782, 3140.3124, 1596.0870, 1627.5677, 1592.3631, 1623.9624
281.0560, 1678.0812, 3729.6321, 1729.8165, 4335.7457, 1664.8421, 3801.9298, 1606.1082, 2150.6033, 1642.5240, 3142.7455, 1596.9730, 1628.3656, 1593.7963, 1624.1925
282.0560, 1679.4022, 3727.2211, 1728.2031, 4340.2477, 1663.7476, 3798.7924, 1605.8754, 2148.2164, 1641.4701, 3140.1008, 1596.3464, 1626.9295, 1593.7813, 1623.9002
283.0560, 1678.8777, 3731.5568, 1726.8493, 4342.9384, 1663.2173, 3798.5156, 1606.7836, 2152.0066, 1642.8333, 3142.0419, 1596.4130, 1627.4378, 1592.5196, 1624.9018
284.0560, 1678.7789, 3728.4687, 1728.6645, 4353.6448, 1663.1433, 3790.8421, 1605.6393, 2153.2295, 1643.2156, 3142.4890, 1596.0815, 1627.7461, 1593.8722, 1624.7938
285.0560, 1678.2671, 3729.5890, 1729.8401, 4358.2490, 1663.3021, 3795.3811, 1606.3049, 2150.4590, 1643.3074, 3137.6537, 1596.3414, 1627.7021, 1592.3408, 1624.4195
286.0560, 1679.9912, 3725.4883, 1729.2647, 4362.8440, 1663.8762, 3791.4776, 1606.7279, 2149.7607, 1644.0100, 3141.3982, 1596.7803, 1625.6046, 1593.3634, 1624.5250
287.0560, 1676.6859, 3729.0264, 1727.9135, 4365.8847, 1663.9756, 3793.8850, 1604.3180, 2148.0623, 1641.8653, 3140.3164, 1595.2533, 1626.7285, 1593.4157, 1624.0255
288.0560, 1678.5793, 3729.8190, 1727.7156, 4367.2647, 1664.5487, 3790.0643, 1605.7803, 2147.0262, 1641.7735, 3142.4790, 1596.3348, 1628.8392, 1593.1591, 1624.5996
289.0560, 1677.4217, 3735.5978, 1727.2779, 4364.1311, 1664.2817, 3786.9610, 1606.1377, 2147.6689, 1643.1886, 3140.0978, 1595.0545, 1626.8458, 1594.0819, 1624.4686
290.0560, 1676.4472, 3736.2593, 1726.9725, 4372.8702, 1663.2164, 3786.8090, 1606.4951, 2146.1967, 1642.8403, 3141.4890, 1596.6382, 1626.7770, 1594.2282, 1625.8585
291.0560, 1678.8239, 3737.8816, 1728.9987, 4374.7431, 1663.4893, 3786.6862, 1607.6066, 2149.6754, 1641.9950, 3141.0878, 1595.5771, 1626.2285, 1594.3975, 1624.6458
292.0560, 1678.0597, 3739.9002, 1728.3355, 4371.5740, 1663.4181, 3779.1511, 1608.1148, 2145.8590, 1641.9261, 3140.7495, 1595.4091, 1626.6718, 1593.8792, 1624.3201
293.0560, 1677.9344, 3739.2485, 1728.1048, 4379.7877, 1663.9327, 3784.6316, 1605.7344, 2149.6393, 1642.4750, 3142.4371, 1594.8276, 1626.6553, 1595.2053, 1625.3347
294.0560, 1678.0342, 3730.7544, 1728.2202, 4386.6370, 1664.0292, 3778.5058, 1606.6492, 2151.3836, 1641.9960, 3139.8633, 1595.6156, 1626.5991, 1593.3602, 1623.9806
295.0560, 1679.4501, 3694.7104, 1726.5478, 4386.4771, 1663.4357, 3776.9971, 1603.0689, 2146.5410, 1641.6078, 3139.7435, 1595.2863, 1628.8315, 1593.9493, 1623.9248
296.0560, 1680.8102, 3698.9432, 1727.5020, 4391.1717, 1663.0614, 3779.8782, 1606.6656, 2145.6492, 1642.5818, 3140.7315, 1595.9053, 1626.4449, 1593.5027, 1624.5505
297.0560, 1677.7613, 3704.6536, 1727.4246, 4392.7117, 1662.6257, 3776.2885, 1606.9180, 2146.9344, 1641.0838, 3142.5719, 1595.9372, 1626.9543, 1593.3009, 1623.7201
298.0560, 1678.6458, 3708.0391, 1728.8480, 4393.1219, 1663.5127, 3776.8012, 1607.6066, 2147.4262, 1642.2814, 3141.8832, 1595.6129, 1628.2373, 1594.5199, 1624.9914
299.0560, 1679.3973, 3717.2339, 1728.2490, 4396.6448, 1665.8519, 3776.3577, 1606.3770, 2149.5443, 1643.3054, 3141.5838, 1596.9356, 1627.1938, 1593.2576, 1625.1256
300.0560, 1679.3004, 3706.4090, 1726.5937, 4402.1284, 1663.6462, 3778.2807, 1606.4590, 2147.1311, 1643.2405, 3141.1367, 1596.0573, 1627.4152, 1593.5751, 1624.6490
301.0560, 1677.7818, 3714.6742, 1727.6671, 4398.6920, 1663.7827, 3779.3012, 1605.2885, 2146.6984, 1642.5788, 3145.1946, 1595.6096, 1627.0314, 1593.5218, 1625.8476
302.0560, 1678.0998, 3710.6536, 1729.0393, 4402.5308, 1663.3236, 3775.3275, 1606.8033, 2143.0852, 1641.9321, 3143.6387, 1596.1619, 1626.7522, 1595.0102, 1625.0762
303.0560, 1678.0568, 3714.6076, 1728.6422, 4408.3054, 1664.8324, 3781.4503, 1604.8328, 2147.2787, 1642.2625, 3143.8094, 1595.5292, 1626.4648, 1594.5945, 1624.9480
304.0560, 1679.4961, 3717.5333, 1729.1180, 4410.0472, 1662.1501, 3773.6920, 1605.1082, 2144.0197, 1642.8234, 3147.0160, 1596.5116, 1627.1421, 1594.2534, 1624.6360
305.0560, 1677.7094, 3719.5998, 1726.0262, 4407.9083, 1664.7573, 3770.9561, 1609.0295, 2149.5443, 1641.8074, 3143.1128, 1595.0143, 1627.1063, 1594.0797, 1624.7625
306.0560, 1678.1008, 3721.2084, 1728.5845, 4409.2058, 1663.3635, 3772.2154, 1608.5770, 2144.7672, 1642.1038, 3142.6467, 1596.6966, 1626.8398, 1594.5987, 1625.2496
307.0560, 1679.2691, 3720.0303, 1727.2779, 4403.9423, 1663.8694, 3767.3986, 1608.0918, 2145.3410, 1642.0749, 3140.6018, 1596.2720, 1627.3458, 1594.1654, 1624.9936
308.0560, 1678.6301, 3729.7407, 1726.6239, 4412.0039, 1664.1940, 3764.6033, 1605.5574, 2143.0787, 1641.1487, 3147.7804, 1597.0132, 1626.8744, 1594.5142, 1625.4727
309.0560, 1679.5841, 3727.0489, 1727.1560, 4363.6461, 1664.3402, 3763.6745, 1605.7770, 2141.2328, 1643.0659, 3145.2934, 1595.8062, 1626.5182, 1593.8916, 1623.3554
310.0560, 1678.0196, 3732.5020, 1727.6946, 4315.1848, 1664.5292, 3758.7407, 1607.3672, 2140.9869, 1640.6697, 3143.6896, 1595.0314, 1627.0920, 1594.4026, 1624.7051
311.0560, 1677.6047, 3731.4481, 1730.4640, 4276.1953, 1664.3051, 3761.7895, 1606.1082, 2142.4885, 1641.1158, 3146.3174, 1595.7963, 1627.2302, 1594.2400, 1624.1329
312.0560, 1678.9090, 3736.3806, 1728.3827, 4293.6501, 1662.9045, 3755.5507, 1607.0984, 2139.1344, 1640.7715, 3146.5080, 1596.0083, 1627.3992, 1594.0230, 1624.7345
313.0560, 1678.7886, 3738.4472, 1727.8453, 4299.8702, 1662.3957, 3753.3587, 1607.2918, 2140.7049, 1642.8852, 3145.0569, 1596.3535, 1625.7500, 1593.4399, 1624.3143
314.0560, 1678.3787, 3732.9687, 1727.8702, 4243.3801, 1659.8119, 3687.2378, 1605.3475, 2136.5672, 1643.6657, 3141.4301, 1596.2026, 1626.5721, 1593.4367, 1624.8891
315.0560, 1676.2319, 3723.9423, 1724.6435, 4238.7274, 1661.4795, 3658.7846, 1605.4262, 2135.9738, 1643.1238, 3140.0958, 1595.7170, 1626.9604, 1594.8355, 1625.3765
316.0560, 1676.4755, 3720.8346, 1725.9201, 4230.6081, 1660.4113, 3646.5117, 1605.1213, 2137.3016, 1641.5190, 3139.2076, 1596.0964, 1628.6415, 1594.1674, 1624.6847
317.0560, 1674.6458, 3724.1076, 1724.3578, 4227.7090, 1658.9084, 3634.2836, 1607.0000, 2139.7705, 1640.5120, 3141.9401, 1595.8987, 1626.1123, 1593.2289, 1623.9665
318.0560, 1676.0196, 3725.5881, 1722.1782, 4228.9764, 1659.6647, 3623.7281, 1604.4197, 2135.6951, 1641.8004, 3138.8972, 1596.4791, 1626.1366, 1594.2098, 1624.3688
319.0560, 1676.5078, 3720.7299, 1721.1573, 4224.5177, 1659.3860, 3620.9016, 1606.4984, 2137.5180, 1640.3633, 3138.1737, 1596.1195, 1626.2037, 1593.8897, 1625.0689
320.0560, 1674.1810, 3721.8963, 1723.0223, 4222.1193, 1661.0302, 3615.4376, 1604.4197, 2133.1639, 1640.3253, 3134.0040, 1594.6580, 1625.5622, 1593.4166, 1623.8269
321.0560, 1675.1096, 3723.1614, 1721.4469, 4226.5583, 1658.1345, 3605.9269, 1606.0066, 2132.4197, 1640.1717, 3135.5938, 1595.7511, 1627.0573, 1593.9388, 1625.0398
322.0560, 1675.2808, 3718.0235, 1721.0301, 4223.5125, 1658.6023, 3595.5682, 1606.3607, 2132.5902, 1640.4741, 3134.8293, 1594.6228, 1626.6812, 1592.6666, 1624.4370
323.0560, 1676.2495, 3712.8483, 1717.3237, 4219.0695, 1658.0127, 3591.3246, 1604.6033, 2134.6787, 1641.5629, 3133.5369, 1596.6580, 1626.0644, 1593.6666, 1624.2056
324.0560, 1676.4746, 3713.6047, 1721.5911, 4176.2674, 1658.6501, 3584.5604, 1606.4197, 2135.0623, 1641.4381, 3134.4980, 1595.8287, 1626.6118, 1593.6066, 1624.4068
325.0560, 1676.0039, 3708.0010, 1719.8034, 4173.2307, 1655.9035, 3577.8187, 1606.7115, 2134.1607, 1641.5928, 3132.9431, 1594.0661, 1626.9994, 1593.4820, 1624.3864
326.0560, 1675.0078, 3705.5675, 1720.0917, 4170.6291, 1656.6725, 3573.4503, 1604.7705, 2132.0852, 1642.0679, 3129.9850, 1595.7148, 1626.3706, 1594.6503, 1624.4941
327.0560, 1676.2133, 3704.3542, 1719.3657, 4170.1887, 1656.4162, 3566.3021, 1605.6000, 2134.4328, 1640.4182, 3135.4830, 1596.8453, 1626.6002, 1593.1568, 1625.2512
328.0560, 1676.0978, 3705.1928, 1719.5688, 4167.7667, 1656.6647, 3566.0478, 1607.1934, 2132.9246, 1641.3333, 3130.0170, 1594.8568, 1625.2874, 1594.0449, 1624.7823
329.0560, 1674.8249, 3709.6869, 1719.3106, 4165.2765, 1658.5731, 3565.1023, 1606.0459, 2131.4885, 1641.4671, 3133.7934, 1596.3144, 1627.0286, 1593.9037, 1623.3143
330.0560, 1676.3777, 3705.9932, 1720.2739, 4169.0813, 1657.4571, 3556.7641, 1604.9082, 2133.9672, 1639.7874, 3126.2834, 1595.9268, 1625.5044, 1593.7727, 1625.1074
331.0560, 1675.2446, 3711.8894, 1720.6147, 4163.2398, 1656.0263, 3549.7378, 1605.6459, 2138.5443, 1642.1856, 3127.0200, 1595.2032, 1625.1828, 1593.8897, 1624.5222
332.0560, 1675.2231, 3714.3102, 1717.9450, 4160.1114, 1657.5322, 3545.2807, 1605.9508, 2131.1639, 1640.8922, 3127.2076, 1595.1079, 1626.4741, 1593.8495, 1625.0201
333.0560, 1675.6830, 3719.3072, 1718.3001, 4180.6435, 1655.5019, 3544.0117, 1607.1016, 2133.7311, 1641.2445, 3129.9271, 1595.8155, 1626.4152, 1594.8674, 1623.6570
334.0560, 1675.5734, 3717.1399, 1718.1664, 4183.4194, 1656.5224, 3534.2242, 1605.7672, 2133.2525, 1642.1477, 3130.0619, 1596.2313, 1626.9983, 1593.1294, 1624.9522
335.0560, 1676.0734, 3720.2505, 1718.3552, 4190.6461, 1653.6686, 3533.0809, 1603.2885, 2130.0361, 1642.6297, 3126.2435, 1595.1641, 1627.1107, 1593.7048, 1623.9662
336.0560, 1674.9550, 3721.2750, 1715.7379, 4193.2241, 1656.2057, 3524.3519, 1606.8295, 2127.5311, 1641.1287, 3130.2934, 1597.3998, 1627.3117, 1593.2066, 1624.4998
337.0560, 1676.6654, 3724.6448, 1718.7300, 4191.6881, 1654.7963, 3516.6667, 1604.2033, 2130.1180, 1643.0170, 3127.5589, 1596.3111, 1626.9328, 1593.8004, 1624.8492
338.0560, 1675.1184, 3728.3151, 1716.4548, 4192.1533, 1655.5926, 3518.3947, 1606.4131, 2131.2033, 1641.0539, 3128.0349, 1595.5837, 1627.1261, 1593.6611, 1623.5394
339.0560, 1674.3268, 3730.5587, 1717.4391, 4199.9004, 1655.9698, 3506.9123, 1603.8525, 2128.6590, 1639.3034, 3128.1926, 1595.7478, 1625.5308, 1593.5241, 1624.1639
340.0560, 1675.5470, 3731.3601, 1716.2045, 4201.1180, 1655.6189, 3500.1345, 1605.4000, 2125.4197, 1639.7984, 3127.3154, 1595.7357, 1625.2599, 1593.4029, 1624.3111
341.0560, 1674.4530, 3723.7632, 1717.7392, 4202.4797, 1654.4357, 3500.0010, 1605.8820, 2130.8033, 1639.7555, 3124.2006, 1595.2263, 1624.6872, 1593.9155, 1623.6790
342.0560, 1673.6115, 3730.6595, 1717.4653, 4162.7969, 1655.9298, 3492.5741, 1604.3967, 2130.8754, 1642.5489, 3130.4910, 1596.0022, 1625.9631, 1593.6168, 1624.6924
343.0560, 1675.3894, 3730.7153, 1717.5675, 4170.9633, 1655.9035, 3492.4698, 1606.3213, 2131.8984, 1640.7395, 3127.3084, 1596.6514, 1626.6735, 1594.7310, 1624.8827
344.0560, 1673.4139, 3731.6605, 1716.7549, 4177.7064, 1656.5994, 3487.1930, 1604.3508, 2126.2787, 1641.7295, 3129.4531, 1595.2577, 1626.6823, 1593.4380, 1623.8878
345.0560, 1673.9579, 3726.1458, 1715.8637, 4178.8834, 1653.9230, 3480.8246, 1604.6820, 2122.7475, 1640.8962, 3129.4012, 1595.7346, 1626.3293, 1592.5738, 1624.7115
346.0560, 1675.8141, 3722.5920, 1718.5531, 4183.8283, 1654.3918, 3480.1618, 1607.2656, 2132.0328, 1640.6816, 3128.3164, 1596.0363, 1626.3343, 1593.2407, 1623.9095
347.0560, 1675.3317, 3721.8973, 1715.9790, 4189.7706, 1654.1969, 3475.8723, 1606.3410, 2129.6951, 1640.3723, 3126.0868, 1596.6591, 1626.6366, 1592.7491, 1623.9675
348.0560, 1676.1419, 3722.1849, 1716.3997, 4179.4364, 1654.0400, 3473.6433, 1604.3115, 2126.9541, 1641.3194, 3127.8932, 1596.1030, 1627.8194, 1593.7947, 1623.5011
349.0560, 1674.4648, 3721.0871, 1716.2569, 4136.3617, 1654.8392, 3467.2807, 1606.7902, 2126.4557, 1640.7735, 3126.6986, 1596.1228, 1626.0121, 1593.7271, 1624.4303
350.0560, 1675.0812, 3720.5450, 1716.4718, 4143.5059, 1652.4756, 3463.9834, 1606.0131, 2133.8557, 1640.0549, 3128.5509, 1596.0655, 1626.9268, 1593.3016, 1623.9535
351.0560, 1673.6204, 3718.7769, 1717.8336, 4151.2045, 1654.2690, 3462.6462, 1608.6754, 2123.6033, 1641.1487, 3129.3044, 1596.4824, 1626.3662, 1593.6325, 1624.4310
352.0560, 1674.0753, 3708.8943, 1717.1560, 4152.6815, 1654.5058, 3459.0214, 1605.1049, 2127.5934, 1641.0489, 3131.7206, 1597.2533, 1625.6426, 1593.7848, 1624.7820
353.0560, 1674.9061, 3701.8268, 1717.3526, 4158.3159, 1653.5682, 3456.5322, 1606.4426, 2125.4984, 1640.5729, 3132.0559, 1595.5446, 1627.3315, 1593.3522, 1623.3028
354.0560, 1676.2172, 3665.0215, 1717.0367, 4155.7654, 1654.0390, 3450.5819, 1604.3574, 2127.3508, 1640.5838, 3126.0788, 1596.1459, 1626.7858, 1594.3762, 1623.9350
355.0560, 1675.6605, 3656.5832, 1716.6042, 4158.1140, 1653.6404, 3448.3996, 1604.9607, 2127.2098, 1641.8533, 3132.4112, 1595.9157, 1625.9240, 1592.8846, 1623.7785
356.0560, 1676.2427, 3659.2965, 1718.2647, 4158.0813, 1652.5692, 3442.6014, 1605.5770, 2126.1607, 1640.1238, 3131.6507, 1596.2236, 1626.2296, 1592.8001, 1623.4017
357.0560, 1676.2123, 3623.6937, 1717.0760, 4160.2241, 1654.3762, 3442.7788, 1605.7770, 2126.2656, 1641.7665, 3130.8174, 1596.4615, 1626.3392, 1594.1109, 1624.3220
358.0560, 1675.3562, 3619.3219, 1715.1337, 4156.8231, 1654.4074, 3438.5965, 1605.2262, 2125.6066, 1641.2605, 3128.5749, 1596.5380, 1626.9791, 1594.2212, 1624.3526
359.0560, 1677.2828, 3587.4932, 1714.8938, 4160.1874, 1653.2622, 3432.6930, 1605.6656, 2126.0820, 1639.7545, 3131.5998, 1595.9515, 1626.2126, 1593.4893, 1623.7931
360.0560, 1676.2427, 3582.3444, 1715.7824, 4163.6815, 1651.7943, 3426.2992, 1604.0230, 2123.0033, 1639.4012, 3132.3353, 1595.4416, 1625.5677, 1593.8865, 1625.0708
361.0560, 1676.5587, 3537.8043, 1714.6802, 4167.9830, 1652.6306, 3426.1657, 1607.1016, 2127.3607, 1640.7665, 3131.1038, 1595.5330, 1625.5463, 1593.8148, 1623.7172
362.0560, 1677.2290, 3547.9902, 1715.2910, 4167.4744, 1653.3080, 3422.1959, 1606.2000, 2127.2656, 1641.1956, 3132.3144, 1596.1927, 1625.4747, 1593.8652, 1625.2547
363.0560, 1676.9168, 3550.0900, 1715.2962, 4172.7837, 1653.9191, 3418.4084, 1605.9869, 2124.4098, 1641.1487, 3130.1687, 1596.5083, 1627.4829, 1594.3054, 1624.1827
364.0560, 1677.9022, 3545.5117, 1716.1442, 4173.2359, 1654.1969, 3414.6472, 1607.5475, 2122.1607, 1641.0429, 3132.2804, 1595.4884, 1626.7852, 1593.3379, 1623.3430
365.0560, 1678.8601, 3518.5685, 1713.6356, 4191.8978, 1653.9552, 3425.8411, 1606.1279, 2127.2230, 1640.6148, 3131.6477, 1595.9290, 1626.5363, 1593.4029, 1624.4543
366.0560, 1677.8239, 3528.4325, 1717.7497, 4215.8218, 1654.0156, 3440.3324, 1606.9213, 2126.6393, 1640.2954, 3134.3343, 1595.7649, 1625.1872, 1594.8138, 1624.4128
367.0560, 1679.3053, 3531.1233, 1713.1468, 4212.4889, 1655.0341, 3448.3109, 1606.3115, 2123.9443, 1640.4631, 3132.7335, 1594.9323, 1625.2340, 1594.1109, 1623.9241
368.0560, 1679.1712, 3535.8855, 1718.6042, 4222.0970, 1655.3324, 3453.6559, 1607.2492, 2129.2098, 1640.2106, 3137.8353, 1596.5204, 1626.0920, 1593.7109, 1624.0979
369.0560, 1679.3170, 3549.0597, 1717.0092, 4233.0275, 1654.0010, 3460.3460, 1607.2590, 2124.5115, 1640.3503, 3140.3303, 1595.5419, 1626.6729, 1594.6082, 1624.6691
370.0560, 1678.8571, 3561.7769, 1715.3145, 4234.7392, 1654.0507, 3460.2018, 1605.1869, 2130.3574, 1641.2475, 3143.9072, 1595.6123, 1626.5193, 1594.5945, 1622.9506
371.0560, 1675.8816, 3568.4198, 1715.8113, 4251.4758, 1653.4571, 3456.4191, 1603.7311, 2128.6230, 1639.5279, 3143.0798, 1595.8838, 1626.7533, 1593.4992, 1625.2187
372.0560, 1679.0411, 3571.0783, 1715.1730, 4252.6160, 1655.3548, 3458.5536, 1604.9443, 2129.0787, 1639.3463, 3142.0749, 1594.3177, 1627.1349, 1592.5033, 1624.7284
373.0560, 1678.5969, 3582.9188, 1714.3447, 4261.4705, 1654.6647, 3464.2388, 1607.4689, 2126.9639, 1641.8483, 3141.2505, 1595.9499, 1625.4890, 1593.8511, 1623.5237
374.0560, 1679.5088, 3552.5205, 1716.6697, 4267.8847, 1656.0692, 3462.8879, 1605.2525, 2127.4623, 1641.3343, 3148.4311, 1596.1057, 1626.3045, 1595.0287, 1624.9315
375.0560, 1679.1859, 3557.3630, 1718.2372, 4270.5426, 1657.1891, 3465.0263, 1606.3410, 2124.7836, 1640.6527, 3150.5419, 1596.9416, 1626.8144, 1594.6784, 1624.2212
376.0560, 1679.5137, 3563.5920, 1716.3028, 4276.1612, 1654.8353, 3469.3450, 1607.2459, 2124.7377, 1641.2794, 3152.9301, 1595.8656, 1627.6999, 1593.7625, 1624.2726
377.0560, 1679.6654, 3574.7065, 1716.6029, 4283.1219, 1654.5673, 3467.5897, 1606.2393, 2127.3574, 1641.6327, 3148.3762, 1595.7467, 1627.0573, 1594.2942, 1624.3985
378.0560, 1678.6301, 3578.0959, 1715.9384, 4288.6972, 1656.9074, 3468.3626, 1605.0164, 2125.9574, 1642.1657, 3151.8743, 1596.7285, 1627.0975, 1594.6242, 1625.0877
379.0560, 1679.8562, 3589.4873, 1718.0826, 4294.4509, 1654.9337, 3469.0741, 1609.1738, 2123.7869, 1641.0868, 3151.7545, 1595.5975, 1626.7852, 1593.9216, 1623.4460
380.0560, 1677.5362, 3584.6575, 1716.8427, 4293.1848, 1655.4513, 3467.9678, 1604.6590, 2129.1279, 1640.4800, 3152.6457, 1596.3326, 1626.2583, 1593.2681, 1624.1941
381.0560, 1677.5284, 3595.2632, 1717.5885, 4271.6042, 1654.7661, 3469.4474, 1606.9279, 2126.1967, 1640.7884, 3151.2036, 1594.8767, 1625.8915, 1594.4157, 1624.6793
382.0560, 1678.4207, 3596.5196, 1718.4456, 4270.8965, 1655.4376, 3472.0195, 1606.0098, 2124.6230, 1640.3473, 3154.8832, 1595.4301, 1626.5110, 1594.0800, 1623.9296
