"File: DDELog(Excel:M6_DRG	1	1)::C:\Users\user\Desktop\clemens\19_07_22_ DRG_AOP\M6_DRG_19_7\M6.LOG"
"Date: Tue Jul 19 2022 14:28:39.328"
0.0000, "Wavelength Names:	340	385	GFP	Wavelength 4	555"
"Time (sec)"
57.3710
96.5950
0.0000, "Clock reset to 0.0"
"Region 1: [Location: (288, 70), Size: (33, 40), Area: 1022]"
"Region 2: [Location: (279, 242), Size: (27, 37), Area: 763]"
"Region 3: [Location: (288, 392), Size: (35, 38), Area: 1026]"
"Region 4: [Location: (448, 472), Size: (21, 21), Area: 305]"
"Region 5: [Location: (151, 104), Size: (42, 31), Area: 1002]"
"Region 6: [Location: (95, 183), Size: (52, 45), Area: 1816]"
"Region 7: [Location: (104, 286), Size: (69, 59), Area: 3137]"
"Time (sec)", "R1 W1 Avg", "R1 W2 Avg", "R2 W1 Avg", "R2 W2 Avg", "R3 W1 Avg", "R3 W2 Avg", "R4 W1 Avg", "R4 W2 Avg", "R5 W1 Avg", "R5 W2 Avg", "R6 W1 Avg", "R6 W2 Avg", "R7 W1 Avg", "R7 W2 Avg"
513.0560, 1685.7916, 3107.5538, 1712.8401, 2195.3145, 1642.1160, 3000.8587, 1600.3541, 1731.5246, 1642.7385, 3019.3713, 1596.0479, 1625.0765, 1594.5400, 1624.4058
514.0560, 1685.7299, 3120.6693, 1714.0052, 2186.9633, 1641.4883, 2997.5263, 1601.1377, 1726.7016, 1640.5130, 3019.0559, 1596.8282, 1625.1311, 1594.5046, 1622.7759
515.0560, 1686.2642, 3128.8229, 1715.1782, 2180.2477, 1640.8363, 2997.0750, 1600.7869, 1726.6721, 1642.7146, 3016.6936, 1596.7770, 1624.9185, 1594.1884, 1622.5767
516.0560, 1685.7994, 3141.6634, 1715.0393, 2185.2988, 1642.1618, 2997.9142, 1601.3574, 1725.8295, 1642.7006, 3017.2844, 1597.0143, 1624.9708, 1593.7284, 1621.8457
517.0560, 1685.5362, 3148.7476, 1715.2254, 2176.4089, 1641.2407, 2999.8655, 1602.2295, 1725.2164, 1642.1148, 3013.6367, 1595.5721, 1624.9862, 1594.2416, 1622.7571
518.0560, 1685.1184, 3156.3679, 1713.1756, 2178.2346, 1642.3733, 2991.9113, 1601.6623, 1726.5246, 1640.4760, 3009.8433, 1596.4604, 1625.1949, 1594.6870, 1623.1132
519.0560, 1684.4824, 3161.0352, 1712.1507, 2173.1638, 1640.9006, 2989.3869, 1602.9180, 1725.0885, 1640.5948, 3008.5589, 1597.3992, 1624.9686, 1593.3401, 1622.5037
520.0560, 1686.2358, 3152.6067, 1714.9227, 2176.0577, 1642.8606, 2986.5370, 1600.7607, 1724.0197, 1641.3034, 3007.7365, 1596.3067, 1625.5644, 1593.8221, 1623.1285
521.0560, 1685.2906, 3162.6223, 1712.2163, 2166.0891, 1642.3090, 2983.7476, 1600.8033, 1724.3869, 1642.8343, 3008.8313, 1597.0843, 1625.6300, 1594.1310, 1622.6694
522.0560, 1685.2622, 3165.5010, 1711.6461, 2166.8270, 1641.2982, 2987.8187, 1600.5639, 1723.6295, 1642.7056, 3008.8812, 1596.7896, 1625.7544, 1593.2289, 1622.4511
523.0560, 1684.3366, 3170.6057, 1712.1206, 2180.1337, 1641.4912, 2983.8216, 1601.2721, 1723.3541, 1642.4162, 3002.9012, 1596.3629, 1625.9994, 1594.0899, 1622.2273
524.0560, 1683.5401, 3173.7025, 1710.7536, 2185.6448, 1640.9269, 2979.8938, 1598.4492, 1725.5836, 1640.8513, 3004.8074, 1596.5132, 1625.2643, 1594.3921, 1622.9088
525.0560, 1682.7750, 3181.2016, 1711.8060, 2192.0734, 1640.8947, 2981.0507, 1600.8754, 1721.5279, 1642.5279, 2999.9261, 1596.2830, 1625.6256, 1594.3188, 1621.2748
526.0560, 1683.2789, 3184.5734, 1711.1691, 2190.3932, 1641.0780, 2976.0429, 1600.0590, 1721.9279, 1642.5279, 2995.4601, 1595.9515, 1624.3728, 1593.6159, 1622.6309
527.0560, 1683.7652, 3194.9658, 1712.0406, 2194.2569, 1640.3723, 2974.1511, 1599.5869, 1720.8098, 1643.6896, 2996.8892, 1595.7087, 1625.0975, 1593.7995, 1621.9675
528.0560, 1684.3689, 3203.8562, 1710.9803, 2197.3106, 1639.4669, 2975.4396, 1601.1443, 1718.2459, 1641.3693, 2994.4770, 1595.7990, 1625.6790, 1594.3535, 1622.2675
529.0560, 1684.0421, 3210.3777, 1711.1206, 2199.8073, 1640.5419, 2972.5166, 1601.2754, 1719.1639, 1641.4441, 2994.0729, 1595.4609, 1624.7087, 1594.3401, 1622.6911
530.0560, 1683.6859, 3219.9168, 1710.9685, 2200.4797, 1639.7144, 2974.1209, 1601.9115, 1718.3311, 1643.2944, 2992.1078, 1595.6790, 1624.7357, 1594.6838, 1622.8798
531.0560, 1684.0431, 3229.7779, 1708.7077, 2201.9069, 1640.3811, 2968.1803, 1600.2525, 1715.2164, 1642.1098, 2990.9960, 1595.2070, 1624.4620, 1594.5014, 1622.5904
532.0560, 1684.6429, 3234.1507, 1709.0393, 2205.1468, 1641.5926, 2969.9844, 1599.1902, 1717.5082, 1643.3493, 2989.6637, 1597.3585, 1625.8987, 1594.3070, 1622.9107
533.0560, 1683.6272, 3230.5861, 1710.6540, 2204.0236, 1641.2963, 2964.9873, 1598.9180, 1716.2426, 1641.0120, 2986.2924, 1597.0876, 1625.6641, 1594.7810, 1622.9694
534.0560, 1683.5068, 3233.6389, 1709.5439, 2204.8781, 1641.7037, 2962.6433, 1600.7672, 1714.8557, 1641.8263, 2974.1178, 1595.8645, 1625.5330, 1594.9455, 1623.0019
535.0560, 1681.7143, 3237.9873, 1710.5072, 2198.1298, 1639.7593, 2963.6842, 1599.7770, 1715.3902, 1643.1547, 2972.0978, 1596.3287, 1625.0589, 1595.0363, 1623.4138
536.0560, 1682.6292, 3235.8787, 1709.8702, 2196.9830, 1641.4581, 2958.4912, 1599.7738, 1714.5639, 1643.0689, 2960.1427, 1596.2015, 1625.3882, 1594.6165, 1622.7979
537.0560, 1685.0078, 3252.9237, 1709.0839, 2202.3080, 1640.6257, 2967.4883, 1598.9377, 1715.2918, 1642.7465, 2965.6896, 1596.0644, 1625.7285, 1593.1313, 1622.5244
538.0560, 1685.6458, 3263.9305, 1709.5505, 2207.5491, 1640.0175, 2968.5341, 1602.0033, 1716.2721, 1642.9501, 2965.3194, 1596.6503, 1625.8073, 1594.8830, 1622.7976
539.0560, 1685.6096, 3232.3924, 1711.4142, 2201.6540, 1640.4386, 2970.2856, 1599.7705, 1715.3180, 1642.4910, 2962.1507, 1596.9246, 1625.7032, 1594.6089, 1623.3006
540.0560, 1683.2495, 3222.3748, 1710.2058, 2202.2831, 1640.8986, 2966.4162, 1599.8852, 1716.4721, 1644.0259, 2953.9291, 1595.8888, 1626.2577, 1594.5426, 1623.0650
541.0560, 1685.8307, 3206.2916, 1713.4128, 2202.3106, 1639.1043, 2967.4435, 1601.1311, 1714.6656, 1643.9531, 2948.1667, 1595.8789, 1625.6096, 1594.2923, 1623.5094
542.0560, 1687.3757, 3176.9452, 1710.3827, 2200.4233, 1640.8002, 2967.7388, 1601.3705, 1712.7115, 1643.6058, 2942.5908, 1595.8331, 1625.3684, 1594.8687, 1623.2655
543.0560, 1686.6233, 3153.2994, 1711.3132, 2197.7379, 1641.4425, 2964.4737, 1599.2656, 1714.1115, 1643.8842, 2939.5928, 1596.5017, 1626.0534, 1594.4342, 1623.1683
544.0560, 1686.8249, 3161.3200, 1709.8362, 2195.1088, 1640.0234, 2962.2086, 1600.2885, 1710.2951, 1644.1208, 2937.2894, 1595.3491, 1624.2054, 1594.2620, 1622.3624
545.0560, 1685.6458, 3171.7564, 1710.4784, 2202.4286, 1639.7417, 2960.6384, 1601.6590, 1713.7410, 1643.5619, 2929.1667, 1595.8502, 1625.7990, 1593.6481, 1623.2094
546.0560, 1692.5998, 2850.5000, 1708.9908, 2156.3932, 1645.7690, 2535.1852, 1600.2328, 1709.4328, 1644.5629, 2924.3553, 1596.3965, 1625.5099, 1594.1929, 1624.2407
547.0560, 1707.7329, 2303.4276, 1704.1075, 2114.7077, 1653.2680, 2030.8255, 1599.9443, 1711.1803, 1643.8992, 2927.1956, 1595.3254, 1624.9978, 1593.0271, 1621.8151
548.0560, 1708.9883, 2212.1673, 1703.2031, 2110.6147, 1655.6462, 1991.2758, 1601.1541, 1710.4787, 1644.0459, 2928.7425, 1596.3524, 1624.8436, 1594.9468, 1623.3185
549.0560, 1709.1556, 2193.9540, 1702.1507, 2111.7772, 1652.7037, 1987.3353, 1601.5082, 1711.2262, 1644.9251, 2929.1138, 1596.2170, 1624.9427, 1594.4068, 1622.8282
550.0560, 1709.5127, 2188.0773, 1702.2280, 2113.4469, 1653.4113, 1990.5000, 1598.9180, 1708.7934, 1645.7485, 2931.2435, 1596.7285, 1625.5815, 1594.1600, 1623.6076
551.0560, 1708.3513, 2202.3816, 1701.1468, 2121.5793, 1652.9259, 2008.2320, 1599.2754, 1709.2492, 1646.8952, 2934.3633, 1597.3232, 1623.5727, 1594.0427, 1622.0249
552.0560, 1706.0108, 2239.1067, 1703.6081, 2151.1022, 1652.9366, 2049.8460, 1600.7377, 1708.2951, 1646.1707, 2927.3214, 1595.7164, 1624.5352, 1593.1517, 1622.6009
553.0560, 1704.8973, 2271.3474, 1706.3932, 2172.0354, 1652.5156, 2073.4552, 1600.3410, 1708.3377, 1645.7685, 2920.2904, 1596.3921, 1624.0545, 1594.9821, 1622.3771
554.0560, 1702.2975, 2295.9051, 1707.4771, 2181.3132, 1653.1462, 2087.4805, 1600.3508, 1708.5902, 1645.1876, 2916.3303, 1596.1300, 1624.1382, 1594.4077, 1622.3207
555.0560, 1702.0969, 2323.2622, 1707.9332, 2190.8165, 1653.6696, 2098.2505, 1601.2066, 1707.6525, 1643.3743, 2910.4780, 1595.6977, 1624.7472, 1595.4128, 1623.3363
556.0560, 1700.2632, 2338.1389, 1707.0904, 2197.6147, 1651.4708, 2106.6598, 1600.0885, 1707.4426, 1646.4411, 2905.0010, 1595.5661, 1625.0253, 1595.0669, 1622.3870
557.0560, 1700.8209, 2353.0489, 1708.1402, 2201.2464, 1653.1277, 2110.4376, 1598.3705, 1705.1934, 1645.2715, 2898.4701, 1596.1294, 1623.9692, 1594.5426, 1622.2585
558.0560, 1702.2593, 2372.3131, 1705.1062, 2205.4679, 1652.9581, 2117.4669, 1601.6754, 1705.6492, 1645.0160, 2890.7236, 1595.3822, 1623.9983, 1594.0787, 1621.5821
559.0560, 1700.6888, 2386.3209, 1705.5374, 2205.9751, 1652.8421, 2122.1316, 1599.7508, 1706.9377, 1645.4900, 2885.3283, 1596.9934, 1624.3337, 1594.2372, 1622.5789
560.0560, 1702.0117, 2403.9706, 1706.3591, 2209.8008, 1653.3480, 2125.1442, 1598.5279, 1707.6951, 1645.8523, 2882.4022, 1596.0688, 1623.9345, 1594.6812, 1623.1533
561.0560, 1699.1389, 2420.7681, 1707.2713, 2202.3827, 1653.4503, 2131.2865, 1599.2754, 1709.7639, 1645.9261, 2874.2814, 1595.7368, 1624.3943, 1593.4861, 1623.1371
562.0560, 1700.9501, 2433.1517, 1706.8755, 2182.6173, 1652.7173, 2137.2368, 1599.4721, 1705.6721, 1646.3952, 2872.6597, 1596.1680, 1623.6096, 1594.4415, 1622.7523
563.0560, 1698.9853, 2444.5978, 1708.2805, 2158.3801, 1652.9016, 2144.5760, 1600.5115, 1706.9279, 1644.8283, 2865.5469, 1597.3343, 1624.6134, 1594.9732, 1622.9525
564.0560, 1700.8346, 2458.0372, 1707.5976, 2149.7326, 1654.1511, 2153.1901, 1599.8754, 1704.7869, 1646.1617, 2861.6168, 1596.8331, 1623.9780, 1593.8929, 1621.6640
565.0560, 1699.4530, 2479.1086, 1707.2451, 2151.0917, 1652.0955, 2159.3411, 1600.0820, 1702.7902, 1644.5259, 2863.0539, 1594.7638, 1624.4218, 1593.6688, 1622.4750
566.0560, 1697.9237, 2489.6771, 1706.3434, 2148.3303, 1651.0400, 2168.9912, 1598.8262, 1705.3180, 1643.5659, 2854.7705, 1595.4813, 1624.7759, 1594.1600, 1622.7552
567.0560, 1698.8757, 2492.7427, 1706.2267, 2150.1953, 1651.9825, 2176.7037, 1597.5311, 1703.0852, 1645.7784, 2850.6916, 1595.3855, 1624.7302, 1593.5907, 1622.9235
568.0560, 1697.5734, 2516.2290, 1705.8860, 2146.8047, 1652.4220, 2189.1131, 1597.9115, 1704.5115, 1645.0150, 2849.9900, 1597.0121, 1624.0463, 1594.4903, 1623.0689
569.0560, 1699.5616, 2538.5059, 1706.9161, 2149.8899, 1652.5945, 2194.5351, 1598.1115, 1703.1344, 1645.1547, 2845.0898, 1596.1580, 1623.7307, 1593.9002, 1621.9624
570.0560, 1697.1849, 2556.9569, 1705.2398, 2150.8270, 1651.9513, 2207.3363, 1599.8721, 1703.2066, 1644.3333, 2842.0080, 1595.6988, 1623.2390, 1595.4530, 1623.6184
571.0560, 1696.9002, 2580.2965, 1706.0236, 2154.2621, 1651.3577, 2216.3577, 1598.8951, 1704.2721, 1645.6118, 2839.2136, 1596.1514, 1624.5463, 1594.6822, 1623.4326
572.0560, 1696.7387, 2605.6507, 1707.3526, 2154.2700, 1651.5224, 2225.2914, 1600.2066, 1700.1738, 1645.0988, 2836.1048, 1595.5088, 1625.0997, 1594.4536, 1621.9257
573.0560, 1697.2025, 2625.5802, 1706.9214, 2154.9948, 1651.1579, 2233.8567, 1599.8787, 1701.7410, 1646.6208, 2830.5070, 1596.6762, 1624.2070, 1595.2853, 1622.4718
574.0560, 1695.1556, 2645.5313, 1706.4784, 2159.2896, 1651.4971, 2246.9025, 1599.8459, 1701.4033, 1645.8273, 2830.4501, 1595.3739, 1624.2351, 1594.1135, 1622.5990
575.0560, 1695.5284, 2669.3229, 1704.1376, 2159.9423, 1649.2924, 2259.6092, 1601.0000, 1702.9803, 1644.9641, 2825.8413, 1596.0639, 1623.9405, 1595.1186, 1622.0912
576.0560, 1695.9599, 2694.2211, 1703.3670, 2163.5649, 1649.2641, 2269.3811, 1599.6885, 1698.4656, 1647.3214, 2822.0689, 1596.1294, 1623.8943, 1594.7721, 1622.3997
577.0560, 1695.9070, 2694.1840, 1704.8991, 2165.7759, 1649.1296, 2282.4259, 1598.1410, 1703.2066, 1645.3413, 2819.8802, 1596.0540, 1621.8442, 1593.8929, 1622.4345
578.0560, 1694.3151, 2718.2192, 1703.1468, 2162.6317, 1649.0214, 2294.3694, 1599.4033, 1702.4033, 1647.2206, 2818.6188, 1595.2715, 1624.7170, 1593.3022, 1621.5371
579.0560, 1696.2984, 2720.6184, 1705.4875, 2163.8650, 1649.7544, 2305.6579, 1600.4525, 1699.9279, 1645.2515, 2815.4850, 1595.2814, 1625.9301, 1594.2802, 1622.8100
580.0560, 1694.3845, 2722.9677, 1704.3906, 2167.1311, 1648.0731, 2315.5624, 1596.8098, 1699.8754, 1646.4401, 2812.6218, 1596.1762, 1623.5991, 1594.2573, 1620.9605
581.0560, 1694.8679, 2680.5724, 1705.2503, 2171.7641, 1648.4756, 2323.7554, 1597.9803, 1699.3475, 1646.3772, 2813.9531, 1596.2605, 1624.1977, 1593.7112, 1621.8387
582.0560, 1696.7779, 2622.0714, 1704.5125, 2167.2543, 1648.3879, 2336.8674, 1599.9672, 1700.5836, 1646.7295, 2808.7635, 1595.9174, 1622.9080, 1594.2955, 1620.4992
583.0560, 1696.3708, 2620.2162, 1705.9817, 2166.8047, 1647.1832, 2347.8392, 1598.4852, 1698.0230, 1647.2545, 2806.5379, 1595.7313, 1624.8976, 1595.4291, 1622.7985
584.0560, 1696.5489, 2616.7984, 1704.3866, 2168.4535, 1648.3333, 2359.4834, 1598.5607, 1697.3377, 1647.5319, 2803.4012, 1595.9152, 1624.1894, 1594.9490, 1623.2907
585.0560, 1697.2515, 2612.0930, 1704.8545, 2173.1481, 1646.6540, 2368.5897, 1599.7016, 1696.5344, 1646.6926, 2802.6667, 1595.3535, 1624.0749, 1593.9863, 1622.5843
586.0560, 1696.2084, 2590.3650, 1703.6370, 2173.0773, 1645.1218, 2379.3928, 1597.8984, 1696.3672, 1646.1078, 2799.5519, 1596.8409, 1624.0253, 1594.4192, 1622.5215
587.0560, 1696.0489, 2586.6223, 1701.9830, 2170.6986, 1646.8314, 2390.9357, 1597.8984, 1697.6098, 1646.0230, 2798.1088, 1597.0358, 1624.8899, 1593.8412, 1622.6140
588.0560, 1696.7446, 2571.8170, 1702.7864, 2170.2818, 1645.7359, 2402.1384, 1597.2885, 1696.6426, 1646.9860, 2795.2715, 1596.4229, 1623.0507, 1594.3956, 1622.9337
589.0560, 1698.5587, 2566.2055, 1705.0485, 2170.9817, 1645.4318, 2411.5994, 1598.9049, 1696.7016, 1647.2505, 2793.0339, 1595.2489, 1624.7076, 1593.9672, 1622.7026
590.0560, 1697.1429, 2563.4824, 1705.3028, 2172.0249, 1645.3762, 2423.0478, 1599.4820, 1696.5115, 1645.7994, 2796.9561, 1595.5859, 1624.0540, 1593.6414, 1622.7816
591.0560, 1696.6996, 2589.4755, 1704.3329, 2173.8427, 1644.3060, 2433.2865, 1598.8656, 1696.1639, 1646.9242, 2794.6447, 1595.3023, 1624.3667, 1594.1473, 1623.6650
592.0560, 1697.1928, 2620.0313, 1702.2398, 2172.8244, 1644.6170, 2445.6209, 1600.7967, 1694.8131, 1647.0459, 2791.1218, 1596.4653, 1623.4912, 1593.9538, 1622.1460
593.0560, 1695.4325, 2637.2446, 1702.8873, 2173.9423, 1644.4600, 2453.6618, 1595.8000, 1696.4098, 1645.2695, 2791.5070, 1595.7957, 1625.2406, 1593.8696, 1622.9267
594.0560, 1696.2632, 2632.6957, 1701.6383, 2177.7641, 1643.1189, 2460.6676, 1600.7049, 1695.8066, 1645.4810, 2788.8363, 1596.4906, 1623.3287, 1594.5910, 1622.4938
595.0560, 1695.5773, 2630.7759, 1701.3001, 2176.5505, 1643.7105, 2473.0858, 1599.7443, 1695.1705, 1646.6597, 2786.5749, 1595.3601, 1624.6878, 1594.0909, 1622.3542
596.0560, 1696.2789, 2618.7192, 1703.7523, 2178.2870, 1642.7485, 2483.4464, 1599.2951, 1694.4787, 1646.5998, 2784.1637, 1595.0870, 1624.4268, 1594.4221, 1622.8942
597.0560, 1695.8131, 2652.8376, 1702.8742, 2177.9987, 1644.1589, 2493.0906, 1597.5148, 1694.1738, 1646.1577, 2784.1517, 1594.7863, 1624.7126, 1592.2384, 1621.6764
598.0560, 1694.3102, 2634.5068, 1701.6094, 2175.7772, 1642.3587, 2499.4425, 1597.9705, 1694.7246, 1646.1996, 2781.3703, 1594.9934, 1623.2786, 1594.1470, 1621.5805
599.0560, 1696.7133, 2598.4726, 1701.6278, 2174.8702, 1644.2671, 2507.7446, 1595.8951, 1693.7213, 1645.5768, 2781.3483, 1595.4213, 1623.7037, 1593.6595, 1622.2843
600.0560, 1698.3464, 2563.1321, 1703.4522, 2173.0655, 1642.8840, 2513.3314, 1598.1574, 1693.7738, 1645.3872, 2778.5918, 1595.5997, 1623.1134, 1594.7969, 1622.1524
601.0560, 1700.4765, 2521.1272, 1702.8060, 2173.8965, 1642.4766, 2522.3967, 1598.9246, 1692.6721, 1646.9242, 2777.4092, 1596.1757, 1623.8497, 1593.1167, 1622.2853
602.0560, 1698.2378, 2472.9051, 1702.1664, 2176.8401, 1642.9942, 2528.9747, 1597.6066, 1691.3311, 1646.6487, 2775.9202, 1596.8711, 1625.6619, 1595.1623, 1621.3172
603.0560, 1698.7867, 2470.9237, 1703.1062, 2176.8440, 1641.2671, 2536.6491, 1596.4557, 1694.3508, 1647.3054, 2778.2834, 1596.4686, 1623.8111, 1592.7631, 1622.1291
604.0560, 1698.8004, 2475.1164, 1702.8100, 2174.5754, 1641.0127, 2542.7417, 1598.4590, 1692.6098, 1647.4581, 2772.3533, 1597.3287, 1625.4323, 1593.7794, 1622.0567
605.0560, 1698.5333, 2434.6282, 1701.9227, 2170.8375, 1641.9552, 2547.2963, 1599.1705, 1692.2197, 1647.4251, 2770.0749, 1595.8987, 1625.2880, 1594.0462, 1621.5582
