"File: DDELog(Excel:M8	1	1)::C:\Users\user\Desktop\clemens\19_07_22_ DRG_AOP\M8_DRG_19_7\M8.LOG"
"Date: Tue Jul 19 2022 15:1:2.985"
59.4590, "Wavelength Names:	340	385	GFP	Wavelength 4	555"
0.0000, "Clock reset to 0.0"
"Region 1: [Location: (254, 95), Size: (50, 38), Area: 1464]"
"Region 2: [Location: (305, 222), Size: (32, 37), Area: 908]"
"Region 3: [Location: (326, 391), Size: (33, 39), Area: 995]"
"Region 4: [Location: (125, 410), Size: (29, 34), Area: 758]"
"Region 5: [Location: (156, 244), Size: (25, 22), Area: 430]"
"Region 6: [Location: (106, 118), Size: (21, 21), Area: 305]"
"Region 7: [Location: (125, 126), Size: (21, 21), Area: 305]"
"Region 8: [Location: (134, 144), Size: (21, 21), Area: 305]"
"Region 9: [Location: (93, 155), Size: (21, 21), Area: 305]"
"Region 10: [Location: (159, 37), Size: (35, 40), Area: 1086]"
"Region 11: [Location: (200, 106), Size: (29, 45), Area: 1009]"
"Time (sec)", "R1 W1 Avg", "R1 W2 Avg", "R2 W1 Avg", "R2 W2 Avg", "R3 W1 Avg", "R3 W2 Avg", "R4 W1 Avg", "R4 W2 Avg", "R5 W1 Avg", "R5 W2 Avg", "R6 W1 Avg", "R6 W2 Avg", "R7 W1 Avg", "R7 W2 Avg", "R8 W1 Avg", "R8 W2 Avg", "R9 W1 Avg", "R9 W2 Avg", "R10 W1 Avg", "R10 W2 Avg", "R11 W1 Avg", "R11 W2 Avg"
158.3440, 1723.4850, 4615.1981, 1692.4581, 3500.1905, 1673.9457, 2738.7528, 1727.4723, 3935.6412, 1646.6047, 2517.0000, 1704.1443, 4063.2951, 1709.1672, 3958.7148, 1675.0852, 3407.1246, 1682.8393, 3286.1705, 1603.6694, 1627.3674, 1605.6422, 1636.5937
159.3440, 1722.0656, 4612.7070, 1692.8271, 3502.5231, 1674.3417, 2736.4623, 1729.4802, 3940.4011, 1646.4116, 2515.4349, 1701.7770, 4066.3869, 1708.4787, 3957.0066, 1673.9377, 3411.8689, 1679.6656, 3291.1279, 1603.2044, 1626.8020, 1604.5312, 1637.6908
160.3440, 1721.8702, 4615.0219, 1690.1927, 3498.2533, 1675.3357, 2738.9688, 1727.6332, 3941.4960, 1646.9558, 2508.4651, 1702.4754, 4061.3148, 1709.7607, 3954.2033, 1674.4492, 3405.0984, 1682.2754, 3287.2852, 1604.6483, 1626.1492, 1605.2389, 1637.5401
161.3440, 1722.5943, 4618.9583, 1691.4152, 3494.5319, 1674.8302, 2738.8241, 1726.6583, 3939.9960, 1649.6186, 2508.3442, 1702.1803, 4071.1902, 1710.9246, 3962.9049, 1673.8820, 3407.1082, 1682.6426, 3289.6197, 1603.4788, 1626.4567, 1605.3667, 1637.0733
162.3440, 1722.3777, 4604.6305, 1692.6123, 3500.4372, 1672.9779, 2741.7025, 1726.3747, 3948.4538, 1646.4070, 2507.8628, 1699.9246, 4074.3967, 1707.8197, 3960.5311, 1674.9311, 3408.9541, 1681.6885, 3283.2492, 1604.2928, 1626.5847, 1603.3756, 1637.1952
163.3440, 1724.4542, 4535.5096, 1692.6090, 3494.4967, 1674.3859, 2744.0482, 1728.3272, 3951.0369, 1646.4767, 2497.8209, 1703.1377, 4059.2459, 1708.3180, 3967.9311, 1673.9738, 3406.1148, 1682.0230, 3286.1541, 1604.7053, 1626.2495, 1605.5322, 1636.9227
164.3440, 1726.5389, 4422.5970, 1692.6101, 3490.2137, 1674.0432, 2739.7910, 1725.4881, 3956.1306, 1646.4628, 2494.5628, 1699.6721, 4068.5049, 1708.7082, 3971.2164, 1675.6623, 3403.1705, 1684.2557, 3289.5049, 1604.2836, 1627.0037, 1604.8999, 1636.7473
165.3440, 1725.4658, 4434.3286, 1691.2104, 3495.0000, 1673.7035, 2739.1648, 1725.3773, 3953.7704, 1645.5953, 2476.7814, 1701.4492, 4071.0525, 1708.4787, 3972.0328, 1675.8328, 3401.4033, 1681.1016, 3286.5902, 1603.6436, 1626.4208, 1605.2735, 1635.7284
166.3440, 1726.1612, 4440.2104, 1692.5782, 3487.7687, 1673.9849, 2741.2583, 1726.1359, 3952.7269, 1648.5279, 2415.0023, 1700.8656, 4074.9770, 1710.0361, 3965.6033, 1675.0656, 3407.1508, 1682.0852, 3281.9443, 1603.9309, 1626.9641, 1605.4579, 1636.6640
167.3440, 1724.9665, 4455.1742, 1693.4119, 3481.8370, 1674.7688, 2736.2623, 1726.3813, 3958.7441, 1648.3814, 2450.4000, 1700.8361, 4079.0393, 1708.8295, 3971.7738, 1676.2066, 3412.7213, 1681.1344, 3290.7213, 1603.0838, 1627.3729, 1605.2279, 1637.4965
168.3440, 1725.4201, 4464.7042, 1694.5319, 3476.6300, 1673.4482, 2737.0080, 1728.0026, 3963.5910, 1647.7837, 2463.8395, 1701.8787, 4077.4328, 1708.0721, 3976.1115, 1676.0295, 3410.4525, 1681.3869, 3286.0721, 1603.1943, 1627.5424, 1603.9703, 1637.4945
169.3440, 1724.9556, 4470.6134, 1692.6267, 3473.6839, 1672.9960, 2745.6271, 1726.1544, 3960.9657, 1649.1977, 2474.3419, 1701.0623, 4081.0000, 1708.8131, 3976.0459, 1676.9377, 3412.4098, 1680.9869, 3291.8656, 1604.6169, 1625.2431, 1605.3954, 1636.1764
170.3440, 1724.8470, 4481.2063, 1691.0496, 3472.9273, 1673.4814, 2744.3487, 1725.6794, 3960.2665, 1646.4186, 2475.5163, 1699.8295, 4078.5410, 1709.1541, 3969.6852, 1675.4689, 3405.0820, 1681.2197, 3286.6689, 1603.8665, 1626.2339, 1605.2260, 1636.0000
171.3440, 1724.2992, 4491.5813, 1692.6597, 3471.8073, 1673.5889, 2743.5829, 1725.5106, 3964.2942, 1647.1581, 2470.5744, 1704.6525, 4070.5377, 1706.7410, 3974.5377, 1674.7738, 3407.0525, 1682.3180, 3295.4918, 1604.5838, 1627.7615, 1605.6888, 1636.9990
172.3440, 1723.7698, 4496.8367, 1691.4736, 3470.5242, 1672.7688, 2744.1146, 1725.5884, 3954.6530, 1650.3605, 2365.6116, 1702.0721, 4076.1967, 1708.1148, 3962.4492, 1670.1705, 3396.5443, 1681.4328, 3296.5246, 1604.3729, 1626.3711, 1605.9376, 1636.4034
173.3440, 1723.5574, 4503.6598, 1691.6200, 3463.7214, 1673.4533, 2736.2884, 1724.7757, 3946.5106, 1648.9465, 2352.5581, 1704.3869, 4080.5672, 1711.8131, 3969.2984, 1672.4656, 3402.9836, 1684.8033, 3293.6131, 1605.4125, 1625.9098, 1605.3905, 1636.7641
174.3440, 1722.5410, 4512.8661, 1690.3634, 3463.9119, 1672.0302, 2737.2693, 1724.4103, 3953.9301, 1649.5302, 2338.8163, 1703.0492, 4078.8098, 1710.5803, 3969.0230, 1676.2852, 3401.0557, 1681.5672, 3287.4131, 1604.3978, 1626.1179, 1606.0099, 1636.9931
175.3440, 1722.1311, 4515.2780, 1690.7070, 3459.4989, 1674.6271, 2732.2121, 1725.5237, 3953.4631, 1649.4047, 2347.3140, 1699.3574, 4066.8984, 1707.4393, 3971.0852, 1672.3377, 3407.5049, 1681.1049, 3284.0066, 1602.5681, 1626.1584, 1604.1348, 1636.3181
176.3440, 1722.0253, 4516.6967, 1693.3348, 3461.8249, 1673.7427, 2730.9186, 1725.1715, 3954.3113, 1649.3628, 2336.3186, 1699.9311, 4082.1475, 1707.0295, 3964.4426, 1673.0525, 3403.0033, 1681.2951, 3284.6197, 1605.2145, 1628.6602, 1604.4480, 1636.5114
177.3440, 1722.1721, 4518.1277, 1691.7170, 3462.4758, 1671.8874, 2724.2050, 1725.6293, 3959.0673, 1648.8744, 2376.8163, 1699.8066, 4076.1639, 1706.1869, 3967.9541, 1673.6820, 3404.2066, 1680.5967, 3285.6361, 1604.6703, 1627.7228, 1604.2894, 1635.7879
178.3440, 1722.3327, 4520.8429, 1691.1949, 3467.5154, 1672.9136, 2724.7136, 1725.9261, 3953.4393, 1647.5302, 2391.8814, 1700.1279, 4084.1803, 1709.9049, 3958.6426, 1675.0689, 3406.2623, 1681.6033, 3285.7410, 1604.7247, 1628.0939, 1605.2874, 1637.8543
179.3440, 1722.4645, 4529.8545, 1693.0011, 3466.5639, 1673.2603, 2732.0251, 1723.9129, 3952.2612, 1649.8907, 2371.4326, 1703.0754, 4084.1279, 1710.7967, 3959.4918, 1674.6459, 3406.5016, 1683.1836, 3284.9443, 1604.0912, 1627.5359, 1605.3201, 1637.7334
180.3440, 1721.1708, 4529.7596, 1690.3469, 3465.0275, 1673.1025, 2729.8442, 1725.4433, 3942.3602, 1646.4000, 2401.6116, 1700.3705, 4083.0852, 1709.1311, 3955.4131, 1674.6393, 3392.8131, 1680.4098, 3286.4557, 1603.3029, 1626.9991, 1604.0496, 1637.7275
181.3440, 1721.7227, 4533.0881, 1691.2478, 3467.6178, 1672.4141, 2733.4111, 1724.9288, 3934.1768, 1648.1070, 2425.2884, 1701.5180, 4086.4131, 1707.5016, 3967.7148, 1675.6000, 3408.6262, 1680.4689, 3286.5672, 1604.2597, 1626.9567, 1606.2745, 1636.5877
182.3440, 1720.3436, 4492.6960, 1690.4218, 3435.7313, 1672.2030, 2715.2754, 1725.2032, 3890.9499, 1648.6093, 2439.2372, 1700.0787, 4016.0098, 1704.7541, 3896.2689, 1668.0656, 3253.1279, 1680.3377, 3286.7738, 1604.4171, 1629.7615, 1606.4599, 1640.0515
183.3440, 1718.8600, 4470.9911, 1691.5275, 3387.0132, 1672.6462, 2676.3106, 1726.1662, 3713.6306, 1646.0093, 2431.0837, 1702.5508, 4001.5967, 1704.3869, 3879.4262, 1668.5279, 3245.4557, 1685.5344, 3272.4098, 1602.9622, 1628.1446, 1605.6293, 1638.2755
184.3440, 1719.6790, 4448.4529, 1692.3315, 3280.9604, 1673.0161, 2631.7015, 1728.8404, 3590.3575, 1645.2767, 2436.5140, 1701.9377, 4004.6328, 1703.9410, 3865.7836, 1667.7770, 3230.8623, 1684.9148, 3263.6361, 1603.7569, 1627.4227, 1605.8712, 1638.8543
185.3440, 1717.8183, 4438.6264, 1694.0033, 3216.7621, 1673.1729, 2614.3276, 1729.4538, 3502.4446, 1646.7977, 2445.1465, 1700.6689, 3988.6361, 1704.9672, 3854.0918, 1666.9541, 3226.0295, 1685.2984, 3266.8918, 1605.1243, 1628.7827, 1604.7195, 1637.7592
186.3440, 1719.1796, 4427.4255, 1694.6134, 3195.4989, 1674.6864, 2612.5709, 1728.1464, 3510.8628, 1646.5721, 2448.5070, 1698.5607, 3979.4328, 1707.6787, 3847.4984, 1667.2754, 3221.7574, 1682.9508, 3263.3836, 1604.6529, 1627.2505, 1605.9098, 1639.5421
187.3440, 1717.8852, 4421.7316, 1693.8866, 3182.3458, 1673.8905, 2601.8714, 1730.1135, 3442.5383, 1648.3233, 2438.5907, 1700.0623, 3983.9574, 1702.9869, 3841.8066, 1666.1672, 3213.3705, 1684.2951, 3258.3410, 1603.6160, 1628.8941, 1604.5867, 1637.7602
188.3440, 1718.3654, 4406.2329, 1693.3513, 3165.2544, 1674.8874, 2576.6000, 1729.5607, 3456.7361, 1647.0581, 2392.6930, 1701.0852, 3976.2852, 1702.5115, 3838.5279, 1667.9803, 3206.6098, 1682.7869, 3260.0000, 1604.2698, 1627.5055, 1605.6739, 1637.2210
189.3440, 1717.4276, 4388.6031, 1693.0110, 3137.1575, 1674.6613, 2582.7960, 1729.8641, 3470.1332, 1646.2093, 2355.1884, 1702.5082, 3968.3705, 1704.4459, 3837.5836, 1666.1246, 3208.7607, 1683.1672, 3258.6295, 1603.9457, 1627.2394, 1605.0535, 1638.6452
190.3440, 1718.9296, 4380.5437, 1693.0077, 3112.6751, 1674.2000, 2574.1980, 1728.1069, 3484.6807, 1647.3884, 2389.6000, 1701.7672, 3970.1377, 1706.7279, 3836.6361, 1668.0951, 3207.0689, 1682.0066, 3254.1705, 1604.1022, 1628.3913, 1605.2240, 1639.2815
191.3440, 1718.0410, 4368.3497, 1695.5143, 3096.5628, 1673.3377, 2564.8724, 1728.8219, 3479.4763, 1646.1372, 2406.5837, 1699.5869, 3958.7213, 1706.1803, 3826.8754, 1666.9705, 3200.0852, 1682.7738, 3259.3934, 1605.1354, 1628.5645, 1606.1130, 1638.1516
192.3440, 1718.0656, 4356.5342, 1692.5253, 3095.8612, 1673.1347, 2555.0020, 1729.6662, 3451.8166, 1646.3349, 2419.2628, 1700.5049, 3965.1738, 1702.3770, 3827.4033, 1666.7475, 3191.0787, 1683.8689, 3263.2459, 1604.5506, 1628.9134, 1605.0872, 1638.4916
193.3440, 1717.6462, 4352.9747, 1694.3260, 3068.6322, 1674.4060, 2538.5337, 1726.6689, 3459.0686, 1645.8349, 2431.7163, 1700.1770, 3951.9705, 1703.9410, 3818.7246, 1667.0721, 3187.6098, 1681.8754, 3246.8525, 1604.7560, 1629.1418, 1605.9217, 1637.8067
194.3440, 1718.0403, 4347.7821, 1695.4989, 3067.5485, 1674.9588, 2536.5176, 1728.5778, 3481.9947, 1649.3163, 2436.8279, 1702.5705, 3952.6787, 1702.9508, 3818.4098, 1667.5803, 3185.3705, 1680.4721, 3254.1508, 1605.2799, 1627.2284, 1605.9564, 1638.9326
195.3440, 1715.3545, 4340.0055, 1694.4659, 3069.5606, 1674.3447, 2537.1106, 1726.8470, 3484.5013, 1646.9465, 2436.7605, 1700.0131, 3944.8066, 1703.9246, 3803.1148, 1664.5607, 3180.9934, 1686.2689, 3247.4656, 1603.7265, 1629.0884, 1605.6234, 1638.8464
196.3440, 1719.0881, 4331.1093, 1693.7621, 3051.8800, 1673.9206, 2538.5548, 1727.4657, 3465.8602, 1646.6233, 2440.5442, 1702.0262, 3941.1049, 1703.7148, 3802.8984, 1667.5902, 3184.6689, 1682.4492, 3248.5770, 1604.6059, 1627.5737, 1606.5917, 1639.2250
197.3440, 1717.6940, 4325.1592, 1695.6564, 3034.2919, 1673.3910, 2537.4834, 1728.5040, 3447.0383, 1645.9488, 2442.3302, 1702.5311, 3935.4230, 1703.7279, 3796.1902, 1667.8328, 3184.1443, 1686.1115, 3244.6721, 1605.1851, 1629.3462, 1605.1516, 1639.3211
198.3440, 1717.7268, 4321.8859, 1692.7907, 3013.0011, 1674.0452, 2543.7910, 1727.3628, 3453.5594, 1647.6767, 2443.7070, 1700.5770, 3939.1836, 1701.8590, 3793.7508, 1666.2131, 3174.8656, 1681.9869, 3246.4951, 1604.1750, 1627.4604, 1605.1586, 1639.3964
199.3440, 1715.9679, 4324.9372, 1694.7368, 2996.0595, 1673.3769, 2541.1226, 1729.0264, 3433.1979, 1645.4093, 2441.7047, 1700.1902, 3932.4721, 1704.1115, 3789.1148, 1668.7115, 3172.6066, 1682.2525, 3241.2721, 1604.3591, 1629.4834, 1605.3677, 1639.2438
200.3440, 1715.9617, 4321.1523, 1695.6784, 2980.2577, 1672.6131, 2547.0774, 1727.9551, 3429.4142, 1646.8744, 2442.1512, 1700.5902, 3935.0262, 1703.5443, 3786.3607, 1665.5115, 3172.8689, 1682.7475, 3245.3672, 1603.2164, 1628.4825, 1604.9732, 1638.9455
201.3440, 1717.1585, 4321.0034, 1695.7588, 2966.3656, 1672.1347, 2548.5437, 1726.3602, 3433.9433, 1644.9419, 2440.0349, 1698.6721, 3935.2656, 1705.9869, 3785.1016, 1666.6721, 3169.8131, 1685.0230, 3247.2525, 1605.8711, 1629.3536, 1605.7611, 1638.6174
202.3440, 1716.2555, 4314.6482, 1694.6740, 2947.7731, 1674.4533, 2549.9739, 1728.4591, 3406.9116, 1646.6186, 2440.2233, 1700.1934, 3916.1148, 1701.9770, 3773.8197, 1667.1869, 3165.2754, 1684.5344, 3245.3082, 1603.8656, 1627.6805, 1605.4420, 1638.0406
203.3440, 1715.4857, 4305.3873, 1696.7930, 2941.9813, 1674.6874, 2552.7578, 1727.5040, 3377.5976, 1645.5860, 2447.2860, 1698.3410, 3923.0525, 1703.4361, 3774.2623, 1667.9049, 3163.7508, 1683.4525, 3239.1475, 1604.9190, 1627.9015, 1604.9832, 1637.8880
204.3440, 1714.9891, 4299.9153, 1695.8579, 2932.1872, 1671.6151, 2556.3085, 1728.2533, 3366.6214, 1645.9814, 2440.2651, 1701.9377, 3917.5410, 1703.5934, 3769.9443, 1666.8525, 3168.5738, 1684.4426, 3240.4000, 1603.6814, 1628.6611, 1605.8315, 1637.6006
205.3440, 1715.0676, 4303.7787, 1693.9879, 2919.4802, 1672.5518, 2553.9759, 1727.0844, 3339.9710, 1646.0907, 2440.1093, 1698.8262, 3915.4033, 1705.6328, 3763.8361, 1665.0033, 3151.9377, 1681.6131, 3244.0590, 1603.5387, 1628.2090, 1605.9544, 1637.6947
206.3440, 1715.2036, 4292.6728, 1694.7137, 2907.3800, 1672.0764, 2553.6452, 1728.6280, 3354.6847, 1646.4419, 2442.8326, 1700.0164, 3914.2098, 1702.6000, 3761.2852, 1669.0885, 3164.1344, 1682.3738, 3238.4754, 1603.6731, 1627.1989, 1605.7344, 1637.1318
207.3440, 1715.0806, 4289.3101, 1694.8943, 2902.7599, 1672.8673, 2545.4422, 1730.2612, 3357.7718, 1645.1256, 2438.0744, 1699.1770, 3906.9705, 1703.2885, 3759.0262, 1664.0164, 3157.4787, 1683.4787, 3245.1148, 1603.2145, 1629.0617, 1604.7572, 1639.0109
208.3440, 1714.5061, 4281.5697, 1694.6035, 2890.5121, 1674.3176, 2542.8834, 1729.8021, 3319.7863, 1645.3767, 2440.5930, 1701.1836, 3908.2984, 1704.7574, 3750.3279, 1665.7410, 3156.3639, 1681.7672, 3244.1967, 1602.9659, 1627.9770, 1605.9336, 1640.0139
209.3440, 1715.2609, 4278.1694, 1695.3513, 2863.2643, 1672.4372, 2535.6362, 1727.8298, 3328.0290, 1644.3442, 2438.8651, 1700.8164, 3903.6393, 1703.1443, 3747.7607, 1665.9902, 3153.1148, 1682.4098, 3246.6459, 1604.1225, 1626.4586, 1605.1427, 1638.2111
210.3440, 1713.8320, 4273.2958, 1697.1619, 2861.6520, 1673.7487, 2534.7075, 1726.5079, 3348.2164, 1646.8814, 2442.5535, 1701.2721, 3895.4000, 1701.4918, 3746.3934, 1664.6754, 3158.1410, 1681.0787, 3240.3279, 1604.3987, 1628.7357, 1603.4609, 1638.1249
211.3440, 1714.8347, 4268.3361, 1695.3954, 2847.2081, 1672.4663, 2532.0523, 1726.4815, 3353.9802, 1645.0140, 2436.6930, 1700.2197, 3892.6033, 1703.4721, 3740.5049, 1664.7508, 3153.8459, 1682.3541, 3236.7902, 1603.9899, 1627.2477, 1605.3816, 1638.9772
212.3440, 1714.9016, 4264.5929, 1695.5033, 2843.8910, 1672.3085, 2537.6432, 1726.6003, 3336.4960, 1645.4326, 2436.7326, 1701.8885, 3894.9213, 1702.7738, 3743.7738, 1663.5541, 3152.2590, 1684.6984, 3238.2361, 1602.5037, 1627.5350, 1605.6501, 1638.2389
213.3440, 1712.2862, 4256.6714, 1695.7808, 2841.3205, 1673.6573, 2535.3869, 1725.6926, 3352.8615, 1644.7349, 2437.0930, 1701.4623, 3888.8295, 1703.2426, 3732.6000, 1664.9311, 3143.5934, 1681.3738, 3228.5508, 1603.2081, 1627.8471, 1604.7056, 1637.4787
214.3440, 1713.8989, 4247.7152, 1695.5231, 2836.0099, 1672.5186, 2539.1457, 1727.1530, 3346.2876, 1646.1000, 2432.8442, 1699.3639, 3885.5672, 1702.8656, 3730.1770, 1664.8328, 3147.8557, 1682.6525, 3240.1344, 1604.8444, 1627.4079, 1604.6323, 1638.1437
215.3440, 1712.4426, 4240.4993, 1694.8502, 2821.8965, 1671.8442, 2536.9769, 1726.0422, 3337.4921, 1645.2395, 2430.8488, 1699.7115, 3887.0262, 1702.4164, 3727.5410, 1665.7410, 3142.9311, 1682.7213, 3229.2557, 1603.3361, 1628.6215, 1605.5738, 1636.4767
216.3440, 1712.5731, 4233.3422, 1694.9053, 2818.7280, 1672.8432, 2536.5528, 1725.8259, 3346.6715, 1644.5721, 2431.4209, 1700.2393, 3890.1902, 1701.9016, 3733.5967, 1664.9836, 3134.0098, 1683.5967, 3229.2098, 1604.4834, 1629.8637, 1604.5629, 1638.3826
217.3440, 1713.4126, 4228.3286, 1694.9218, 2809.2643, 1671.8824, 2539.3769, 1726.2863, 3364.3470, 1644.5907, 2429.3814, 1700.0459, 3878.7508, 1697.8295, 3727.2262, 1665.0262, 3141.5410, 1680.0492, 3232.2721, 1604.9807, 1627.7551, 1604.7086, 1637.2458
218.3440, 1713.7862, 4221.1018, 1695.7952, 2816.1300, 1671.9668, 2537.8060, 1726.8509, 3371.0066, 1645.1558, 2431.7047, 1700.4721, 3884.3115, 1699.2197, 3734.4262, 1664.6590, 3133.1377, 1683.5475, 3225.5246, 1604.6123, 1627.9926, 1605.2101, 1638.8464
219.3440, 1713.5574, 4225.8340, 1695.3954, 2806.8029, 1671.3538, 2543.6412, 1726.6807, 3379.0092, 1643.4674, 2428.8744, 1701.6098, 3881.1967, 1702.1803, 3726.7246, 1668.5246, 3131.8131, 1684.3541, 3227.1574, 1604.5350, 1628.1584, 1604.7948, 1638.0396
220.3440, 1712.8019, 4219.6400, 1696.0958, 2798.3216, 1673.1417, 2545.6905, 1724.1741, 3374.9697, 1646.9512, 2426.6814, 1701.0426, 3884.6525, 1703.1115, 3717.7672, 1664.6656, 3132.4656, 1682.7311, 3229.3115, 1603.2891, 1626.9420, 1605.6323, 1639.4737
221.3440, 1713.2036, 4213.4324, 1695.8513, 2796.6454, 1670.8231, 2548.5216, 1725.0884, 3388.3813, 1643.9512, 2427.7744, 1701.2459, 3886.1738, 1701.1443, 3722.5607, 1666.1180, 3122.3016, 1685.5770, 3230.0951, 1603.4245, 1627.4190, 1605.5173, 1637.8018
222.3440, 1713.3955, 4208.4317, 1694.8744, 2798.4736, 1671.9206, 2551.6623, 1723.1675, 3406.5132, 1645.4256, 2424.9140, 1698.2754, 3876.0492, 1701.5344, 3720.2885, 1663.3443, 3119.2754, 1683.3574, 3219.4951, 1604.7808, 1628.7413, 1605.1814, 1638.6006
223.3440, 1712.5622, 4207.8012, 1696.5639, 2793.9075, 1671.8181, 2555.5487, 1723.7045, 3411.3720, 1644.5953, 2429.5279, 1699.0426, 3869.5410, 1699.4951, 3719.9574, 1664.6393, 3119.1836, 1682.4164, 3223.5902, 1603.9134, 1628.3646, 1605.6868, 1638.9633
224.3440, 1712.5799, 4208.5929, 1694.9593, 2794.9262, 1671.6281, 2546.3196, 1722.4591, 3399.6689, 1644.9953, 2425.0814, 1699.5508, 3879.6951, 1702.2361, 3716.0984, 1664.3541, 3113.6984, 1683.7279, 3229.1967, 1604.3020, 1628.9006, 1604.9950, 1637.5728
225.3440, 1712.1762, 4201.9631, 1695.3866, 2790.2258, 1671.7367, 2538.0171, 1722.8945, 3361.1069, 1643.8488, 2422.2907, 1698.8230, 3877.8066, 1700.3541, 3719.0459, 1666.4918, 3116.8787, 1682.8885, 3223.8918, 1602.9448, 1626.8554, 1605.0278, 1638.1090
226.3440, 1712.7439, 4194.1660, 1694.2797, 2790.5914, 1670.4804, 2534.5156, 1723.6201, 3333.7995, 1644.0442, 2415.5163, 1698.1902, 3878.1705, 1701.7475, 3703.5180, 1665.6197, 3113.5508, 1683.2164, 3218.6393, 1604.1354, 1626.7385, 1606.2012, 1637.0743
227.3440, 1711.8456, 4193.0225, 1694.2379, 2788.7313, 1670.6975, 2530.4020, 1724.0172, 3330.4050, 1643.3465, 2421.2302, 1699.8656, 3867.2066, 1701.7803, 3707.2262, 1667.5770, 3115.3672, 1680.8000, 3218.4098, 1603.7284, 1628.0672, 1604.5144, 1637.7294
228.3440, 1711.4624, 4188.6899, 1696.0826, 2773.4835, 1670.0915, 2524.6834, 1720.8734, 3322.3285, 1644.7488, 2414.4465, 1698.2852, 3869.1934, 1702.8656, 3701.9705, 1666.8197, 3105.1574, 1682.4426, 3222.9967, 1605.1952, 1627.4079, 1605.0525, 1638.1179
229.3440, 1711.7268, 4181.9932, 1693.9097, 2761.5672, 1672.0804, 2515.9668, 1723.4842, 3314.0554, 1644.6814, 2415.6116, 1700.6623, 3861.5115, 1703.8098, 3700.2590, 1665.1377, 3101.1082, 1684.3115, 3219.5410, 1604.5295, 1628.1041, 1605.5451, 1638.3816
230.3440, 1710.7780, 4172.1154, 1694.2247, 2755.6586, 1671.4935, 2514.4352, 1725.8641, 3299.6359, 1644.5581, 2418.0674, 1701.3344, 3864.2098, 1702.4164, 3697.9902, 1667.1377, 3096.1541, 1683.0590, 3220.3016, 1603.7891, 1627.0460, 1605.5154, 1638.8226
231.3440, 1712.5840, 4168.1571, 1694.2665, 2749.9570, 1672.2874, 2511.0955, 1726.1768, 3283.2533, 1644.5837, 2412.9163, 1701.6689, 3856.0885, 1700.6852, 3702.0787, 1666.0295, 3101.3607, 1684.3115, 3216.1082, 1604.2606, 1627.0239, 1606.6274, 1636.8949
232.3440, 1710.8811, 4161.1571, 1694.0694, 2746.8756, 1670.3367, 2511.1427, 1724.4565, 3228.7982, 1643.7302, 2414.3907, 1701.2426, 3854.3311, 1699.4033, 3691.4721, 1666.4623, 3091.8885, 1683.5377, 3214.3246, 1603.7615, 1630.0488, 1605.7998, 1636.9594
233.3440, 1711.0362, 4156.9945, 1693.9207, 2738.8888, 1669.8844, 2513.5236, 1724.9551, 3213.3100, 1644.2605, 2412.7000, 1699.1869, 3840.4590, 1701.7672, 3682.9705, 1665.7279, 3096.9508, 1679.8131, 3215.2459, 1602.9908, 1628.2799, 1605.6720, 1638.6006
234.3440, 1712.1892, 4153.7992, 1694.5892, 2734.9053, 1671.1618, 2512.2864, 1723.7401, 3182.4894, 1645.0256, 2408.3698, 1701.7934, 3842.7934, 1702.6393, 3690.5180, 1665.8295, 3098.5574, 1683.3836, 3214.0590, 1603.6114, 1626.9079, 1606.3895, 1637.5530
235.3440, 1712.3443, 4147.7261, 1695.3546, 2737.2192, 1671.4452, 2512.0372, 1727.0185, 3186.3193, 1642.5047, 2400.8628, 1701.3344, 3840.4754, 1703.0885, 3685.8197, 1666.6787, 3094.9836, 1682.7377, 3212.0164, 1605.3628, 1629.0985, 1606.6551, 1639.2993
236.3440, 1711.0594, 4136.0881, 1694.5441, 2739.3414, 1671.5327, 2509.2985, 1725.9538, 3181.1966, 1644.8605, 2400.7628, 1702.2951, 3839.7967, 1701.6328, 3690.0328, 1664.0918, 3097.5049, 1683.5574, 3219.2951, 1604.0405, 1628.1492, 1605.4916, 1638.5798
237.3440, 1710.5287, 4130.3880, 1693.0969, 2726.0804, 1670.0613, 2509.0482, 1727.9485, 3164.2322, 1643.2558, 2402.4605, 1698.9672, 3832.9836, 1698.1967, 3673.3180, 1663.7410, 3098.7344, 1684.3639, 3216.7049, 1603.1924, 1628.6501, 1605.4618, 1638.6046
238.3440, 1711.1236, 4123.8764, 1693.9890, 2725.4196, 1669.9377, 2505.4161, 1727.1544, 3157.1398, 1643.3535, 2402.0837, 1701.3705, 3840.5213, 1702.4426, 3675.1574, 1668.7672, 3096.9672, 1685.6066, 3212.9279, 1602.9586, 1627.4088, 1606.0218, 1637.2785
239.3440, 1708.8026, 4123.4973, 1692.4218, 2720.6024, 1670.6161, 2501.4462, 1724.9974, 3151.2032, 1642.7256, 2397.2372, 1702.6721, 3827.0525, 1699.2459, 3682.7902, 1666.0492, 3084.2131, 1683.3016, 3204.7574, 1603.4061, 1627.0221, 1605.7602, 1637.7275
240.3440, 1710.3067, 4121.5840, 1695.2357, 2714.1399, 1669.3317, 2496.9809, 1725.9697, 3122.5356, 1643.2605, 2398.3302, 1699.3180, 3827.9902, 1700.2951, 3679.0820, 1665.7639, 3087.4918, 1681.4131, 3211.1475, 1602.9724, 1627.1169, 1604.7502, 1638.9277
