"File: DDELog(Excel:M8	1	1)::C:\Users\user\Desktop\clemens\19_07_22_ DRG_AOP\M8_DRG_19_7\M8.LOG"
"Date: Tue Jul 19 2022 15:1:2.985"
59.4590, "Wavelength Names:	340	385	GFP	Wavelength 4	555"
0.0000, "Clock reset to 0.0"
"Region 1: [Location: (254, 95), Size: (50, 38), Area: 1464]"
"Region 2: [Location: (305, 222), Size: (32, 37), Area: 908]"
"Region 3: [Location: (326, 391), Size: (33, 39), Area: 995]"
"Region 4: [Location: (125, 410), Size: (29, 34), Area: 758]"
"Region 5: [Location: (156, 244), Size: (25, 22), Area: 430]"
"Region 6: [Location: (106, 118), Size: (21, 21), Area: 305]"
"Region 7: [Location: (125, 126), Size: (21, 21), Area: 305]"
"Region 8: [Location: (134, 144), Size: (21, 21), Area: 305]"
"Region 9: [Location: (93, 155), Size: (21, 21), Area: 305]"
"Region 10: [Location: (159, 37), Size: (35, 40), Area: 1086]"
"Region 11: [Location: (200, 106), Size: (29, 45), Area: 1009]"
"Time (sec)", "R1 W1 Avg", "R1 W2 Avg", "R2 W1 Avg", "R2 W2 Avg", "R3 W1 Avg", "R3 W2 Avg", "R4 W1 Avg", "R4 W2 Avg", "R5 W1 Avg", "R5 W2 Avg", "R6 W1 Avg", "R6 W2 Avg", "R7 W1 Avg", "R7 W2 Avg", "R8 W1 Avg", "R8 W2 Avg", "R9 W1 Avg", "R9 W2 Avg", "R10 W1 Avg", "R10 W2 Avg", "R11 W1 Avg", "R11 W2 Avg"
407.3440, 1700.1810, 4047.0642, 1687.0903, 3281.3568, 1668.4291, 2649.9477, 1716.8496, 3627.7757, 1643.4209, 2412.2767, 1701.3344, 3903.8164, 1700.5246, 3722.5246, 1664.9246, 3046.3443, 1682.1049, 3213.4426, 1605.4392, 1626.7219, 1606.9088, 1639.1041
408.3440, 1699.7042, 4049.7309, 1686.5374, 3281.0826, 1669.6372, 2650.1186, 1719.5989, 3595.6992, 1643.8721, 2417.9674, 1699.9410, 3909.8033, 1701.4328, 3729.3311, 1663.1443, 3046.2787, 1684.5180, 3206.5967, 1606.0838, 1628.0074, 1606.4936, 1638.4410
409.3440, 1698.7172, 4046.5287, 1685.9956, 3274.6509, 1668.2352, 2647.6824, 1717.7203, 3593.6148, 1644.4116, 2414.2791, 1699.7213, 3899.1705, 1700.9574, 3729.0656, 1664.2984, 3042.5344, 1679.8459, 3211.8230, 1605.4917, 1628.0083, 1606.4034, 1637.6036
410.3440, 1699.9365, 4047.4317, 1686.2269, 3276.2280, 1669.0060, 2650.5397, 1717.1913, 3585.1900, 1643.4047, 2406.4698, 1700.2656, 3902.5016, 1702.5180, 3729.7672, 1666.6590, 3047.8295, 1680.3902, 3211.8984, 1604.7781, 1627.2615, 1607.2953, 1638.2141
411.3440, 1699.2193, 4046.4939, 1686.0837, 3281.5363, 1668.7548, 2649.4844, 1717.9855, 3592.2955, 1642.8349, 2411.6791, 1699.7016, 3907.3934, 1700.8230, 3726.2787, 1662.6459, 3047.7410, 1680.7541, 3213.8492, 1605.3766, 1627.3481, 1606.7255, 1638.8276
412.3440, 1698.6298, 4045.1523, 1686.6046, 3282.8568, 1667.4663, 2644.6935, 1717.5673, 3599.6108, 1643.0814, 2408.6953, 1699.2426, 3902.1246, 1698.7967, 3727.9213, 1662.7902, 3050.6787, 1684.3213, 3208.6590, 1604.9945, 1626.9052, 1607.0347, 1637.0505
413.3440, 1699.1626, 4042.2637, 1685.1916, 3283.2588, 1668.2623, 2645.8724, 1716.0119, 3609.0923, 1642.8721, 2410.4070, 1698.2623, 3901.6426, 1700.5377, 3721.7180, 1664.3705, 3050.1934, 1680.5607, 3206.0557, 1603.8214, 1627.3048, 1605.3082, 1638.6571
414.3440, 1698.9529, 4043.3046, 1685.5363, 3279.1200, 1667.0352, 2647.5648, 1716.1095, 3614.1121, 1643.7977, 2409.3326, 1698.7967, 3904.3049, 1701.5607, 3728.8492, 1664.5902, 3047.4885, 1680.9836, 3210.0328, 1606.0451, 1627.1280, 1606.7314, 1637.0902
415.3440, 1698.2896, 4040.4337, 1684.8535, 3271.6311, 1667.7538, 2646.7136, 1715.8654, 3620.4169, 1641.2512, 2408.6558, 1700.4656, 3891.7410, 1698.3443, 3726.3377, 1664.1672, 3049.3574, 1682.5902, 3207.9508, 1605.2643, 1625.7551, 1606.2329, 1637.0813
416.3440, 1698.2070, 4040.1646, 1685.3899, 3268.2500, 1667.6121, 2646.3477, 1715.4789, 3621.9459, 1643.9023, 2407.1140, 1700.5967, 3898.2459, 1697.8656, 3729.1148, 1667.0262, 3052.1049, 1681.6098, 3214.8590, 1604.7007, 1627.2072, 1605.1080, 1638.9832
417.3440, 1698.0246, 4041.2316, 1685.7698, 3267.7610, 1668.0171, 2645.0633, 1717.0026, 3618.8747, 1644.1349, 2402.8791, 1701.0328, 3893.5803, 1701.5311, 3732.9705, 1664.6262, 3051.1738, 1683.1180, 3204.4787, 1604.2173, 1628.3490, 1606.4906, 1637.9217
418.3440, 1699.0164, 4039.5184, 1686.1476, 3256.7588, 1664.8040, 2644.1337, 1716.4208, 3615.0119, 1644.4023, 2400.9023, 1701.2066, 3899.1279, 1697.9475, 3731.0197, 1666.2951, 3057.1607, 1684.4459, 3212.2328, 1605.5976, 1627.6243, 1605.8692, 1637.6283
419.3440, 1697.7657, 4037.9208, 1685.9273, 3257.2037, 1666.9769, 2651.0704, 1715.7916, 3612.6491, 1642.8023, 2408.3395, 1697.6066, 3897.2590, 1700.7148, 3737.7279, 1664.1541, 3055.4721, 1683.2951, 3215.0754, 1605.3094, 1626.7587, 1606.8285, 1637.3944
420.3440, 1697.3306, 4031.8026, 1685.9086, 3257.5419, 1666.8935, 2643.2573, 1715.5462, 3616.8615, 1643.7698, 2398.9395, 1697.4328, 3898.2787, 1697.7049, 3737.2066, 1663.1738, 3054.8492, 1681.6623, 3209.6033, 1605.0580, 1626.1602, 1605.1229, 1638.5768
421.3440, 1698.2281, 4032.9037, 1685.8018, 3253.5385, 1667.0231, 2650.7487, 1714.1623, 3625.4538, 1643.2581, 2402.3419, 1702.0525, 3896.7148, 1698.1377, 3737.6525, 1664.3770, 3058.1049, 1680.6033, 3204.7836, 1605.3932, 1627.8361, 1606.0942, 1637.8285
422.3440, 1695.1373, 3961.2350, 1687.7852, 3072.3855, 1668.3146, 2621.6874, 1714.5607, 3597.7704, 1644.6953, 2330.7953, 1698.0951, 3855.4918, 1695.1410, 3654.2164, 1661.0361, 2941.4590, 1681.6459, 3204.2754, 1604.6041, 1626.5101, 1605.7393, 1638.2725
423.3440, 1693.5000, 3940.1769, 1689.8293, 2879.7137, 1667.0281, 2604.9960, 1715.4723, 3552.3668, 1646.8023, 2269.0977, 1699.3705, 3837.9344, 1694.3803, 3642.4361, 1656.9967, 2923.2164, 1682.7344, 3180.0459, 1604.5497, 1626.7173, 1604.9068, 1637.8404
424.3440, 1695.1216, 3921.3593, 1691.3623, 2836.5892, 1668.0824, 2586.8201, 1715.6425, 3503.8654, 1643.8721, 2313.4233, 1699.6426, 3831.6590, 1697.2295, 3617.6197, 1660.6984, 2915.2721, 1684.3639, 3180.1082, 1604.7864, 1629.0543, 1606.3944, 1638.0030
425.3440, 1694.4583, 3906.7780, 1690.6211, 2814.6465, 1669.1095, 2570.2563, 1715.0303, 3473.0264, 1645.1581, 2292.2977, 1701.4066, 3827.1508, 1697.3770, 3604.6393, 1660.2852, 2907.1443, 1681.7475, 3181.2230, 1604.5258, 1628.0755, 1605.8067, 1637.0882
426.3440, 1693.9378, 3887.5697, 1690.1432, 2790.4471, 1668.3899, 2556.1839, 1715.4934, 3415.1544, 1645.4349, 2319.1186, 1699.9377, 3812.9213, 1697.4393, 3601.7115, 1660.8525, 2895.0164, 1679.7934, 3177.1541, 1605.0193, 1627.7440, 1606.1635, 1637.3499
427.3440, 1694.7821, 3875.0492, 1689.8260, 2764.5088, 1669.1859, 2545.2161, 1715.9261, 3374.6596, 1643.3116, 2300.7977, 1700.4951, 3812.4164, 1693.0000, 3589.4820, 1662.9180, 2884.1049, 1682.6328, 3173.4393, 1604.4991, 1627.4466, 1606.0317, 1637.7066
428.3440, 1694.4904, 3866.0437, 1693.1674, 2748.0782, 1670.3779, 2528.5065, 1716.3839, 3350.1702, 1646.4023, 2322.5395, 1703.1115, 3796.1475, 1698.7279, 3559.4033, 1659.7180, 2874.2230, 1684.1869, 3170.5279, 1604.9042, 1627.0110, 1607.0813, 1638.1477
429.3440, 1693.2671, 3858.1311, 1690.8711, 2736.6751, 1669.0472, 2523.5839, 1719.3641, 3337.0435, 1645.1372, 2304.7442, 1696.4426, 3790.5967, 1694.9443, 3539.7508, 1660.6885, 2860.7016, 1684.5770, 3163.6295, 1606.4448, 1627.6565, 1604.8930, 1637.4024
430.3440, 1694.6933, 3844.5403, 1693.1211, 2723.5606, 1668.7116, 2507.7437, 1718.2427, 3329.0185, 1644.3837, 2321.8558, 1699.1115, 3765.1016, 1696.0295, 3527.8885, 1662.2852, 2854.8885, 1684.2492, 3168.1049, 1605.8140, 1627.8287, 1604.5738, 1637.5302
431.3440, 1695.6844, 3836.3265, 1691.3954, 2706.3414, 1668.1538, 2502.7598, 1717.8707, 3311.5541, 1644.7047, 2299.9674, 1700.4754, 3749.0262, 1697.2361, 3506.1115, 1662.2852, 2840.2033, 1681.8820, 3162.7803, 1605.5331, 1627.2799, 1606.3786, 1636.9950
432.3440, 1693.1489, 3827.8914, 1691.8161, 2693.0507, 1668.5357, 2491.8322, 1719.1570, 3284.0541, 1644.5023, 2320.1186, 1699.4656, 3740.9344, 1698.2131, 3480.0230, 1662.8820, 2830.5607, 1683.6557, 3161.3246, 1605.4015, 1627.2007, 1605.7354, 1636.3489
433.3440, 1694.6373, 3817.8497, 1693.2896, 2671.0870, 1670.1578, 2477.2975, 1718.5515, 3249.7863, 1645.1535, 2301.5116, 1698.9508, 3712.3344, 1697.2820, 3448.4426, 1659.4689, 2813.5049, 1684.4689, 3162.5148, 1605.2514, 1628.2845, 1605.1576, 1636.8999
434.3440, 1693.9447, 3815.5478, 1694.3756, 2651.7181, 1667.8261, 2466.1638, 1717.6768, 3211.9354, 1643.3116, 2319.8442, 1703.3705, 3671.3082, 1699.0557, 3398.7836, 1662.5869, 2808.3738, 1683.9475, 3158.6066, 1605.6473, 1625.5580, 1607.0674, 1636.2825
435.3440, 1694.2302, 3802.6469, 1692.8667, 2633.5286, 1668.2442, 2455.4060, 1720.4974, 3186.7137, 1642.8372, 2325.9674, 1703.7967, 3651.3836, 1701.9639, 3390.2918, 1662.1508, 2800.4852, 1682.5475, 3148.5508, 1604.5884, 1627.5285, 1605.8553, 1636.4054
436.3440, 1692.6633, 3803.3456, 1696.2687, 2619.1244, 1668.5668, 2446.3839, 1719.2889, 3179.3734, 1643.6395, 2302.8698, 1702.9541, 3621.1574, 1697.7115, 3376.9902, 1664.9180, 2787.7508, 1683.2623, 3150.2197, 1605.4429, 1627.0773, 1604.7473, 1635.9663
437.3440, 1694.8811, 3786.8231, 1693.8062, 2617.0716, 1669.5598, 2431.7628, 1719.8918, 3160.1372, 1645.2163, 2316.8884, 1703.6787, 3611.1541, 1700.9049, 3367.3246, 1660.5148, 2780.7148, 1681.8951, 3153.4689, 1605.5654, 1627.1455, 1606.4331, 1636.2121
438.3440, 1693.8579, 3778.9727, 1693.5407, 2609.4736, 1669.9136, 2422.8462, 1718.1979, 3157.0778, 1642.1860, 2326.0791, 1703.0098, 3602.5410, 1699.1377, 3366.9934, 1662.0951, 2773.2656, 1681.5672, 3147.7213, 1603.7514, 1627.2044, 1605.2557, 1637.3310
439.3440, 1695.1796, 3767.3327, 1693.6024, 2607.2555, 1669.2704, 2419.9990, 1719.4855, 3151.7296, 1644.6372, 2330.7605, 1703.7508, 3570.1869, 1699.4525, 3337.4557, 1664.6721, 2759.9377, 1683.2393, 3152.2984, 1603.5930, 1627.0414, 1605.6640, 1636.2656
440.3440, 1695.1325, 3748.6414, 1694.2907, 2598.1090, 1668.6533, 2421.9628, 1720.1821, 3133.0119, 1642.8907, 2334.2349, 1703.2852, 3566.4918, 1702.7082, 3329.4361, 1664.6918, 2758.8623, 1681.1508, 3149.6820, 1605.2790, 1625.2145, 1607.2834, 1637.9832
441.3440, 1695.4665, 3726.5997, 1693.9846, 2595.9659, 1669.1367, 2417.6281, 1720.7309, 3115.0462, 1643.2721, 2338.0698, 1704.4000, 3559.8754, 1700.2295, 3309.2164, 1662.3639, 2746.0492, 1681.4131, 3145.2098, 1602.8039, 1627.0258, 1606.1249, 1637.8920
442.3440, 1694.3477, 3707.2083, 1695.2566, 2577.9725, 1669.6563, 2417.0322, 1722.0158, 3112.8786, 1642.7140, 2333.2302, 1703.9049, 3552.9475, 1698.2066, 3310.1410, 1662.9115, 2740.5115, 1679.8852, 3148.5967, 1603.9401, 1626.4429, 1605.3954, 1637.2626
443.3440, 1696.0669, 3699.0697, 1695.1134, 2577.5870, 1669.2513, 2419.2131, 1718.8628, 3100.8298, 1642.8465, 2343.5744, 1703.9049, 3545.0262, 1699.4590, 3296.7869, 1665.5115, 2735.7705, 1683.8098, 3152.5279, 1604.2127, 1626.0479, 1606.1487, 1636.6234
444.3440, 1696.0847, 3688.5519, 1696.2511, 2563.0562, 1669.4060, 2416.4744, 1722.1227, 3087.7361, 1647.3070, 2340.2000, 1703.9902, 3529.6000, 1700.3902, 3290.2033, 1664.2492, 2733.4000, 1680.4066, 3155.3082, 1604.7136, 1627.3803, 1606.4113, 1637.6928
445.3440, 1695.1735, 3676.8620, 1694.4020, 2553.2170, 1668.5307, 2414.9638, 1720.2256, 3081.4828, 1641.9442, 2341.4605, 1706.9148, 3505.7574, 1701.7672, 3275.7705, 1662.2000, 2717.7836, 1679.9475, 3142.5672, 1604.5608, 1627.4374, 1604.9167, 1636.9643
446.3440, 1696.0581, 3669.1230, 1694.6894, 2544.3491, 1670.1307, 2411.9568, 1721.6570, 3078.1478, 1643.4674, 2339.6093, 1707.5738, 3491.6197, 1702.8885, 3258.8525, 1665.2852, 2707.8131, 1684.3443, 3145.3902, 1604.9991, 1627.9567, 1607.3350, 1637.3756
447.3440, 1696.7869, 3660.6120, 1694.6729, 2539.0969, 1670.0985, 2408.8191, 1721.3509, 3083.2902, 1641.6395, 2341.2465, 1707.4328, 3473.3967, 1702.8361, 3244.8164, 1664.0852, 2688.9672, 1684.1475, 3143.3344, 1605.6409, 1627.3987, 1606.3340, 1636.6402
448.3440, 1695.5123, 3648.9078, 1695.1289, 2523.2544, 1669.7015, 2408.2362, 1719.5356, 3081.8588, 1641.9953, 2340.1535, 1705.7836, 3470.9803, 1699.3049, 3234.4197, 1663.2787, 2681.4393, 1684.3607, 3135.6295, 1604.0810, 1626.2541, 1604.6085, 1635.9722
449.3440, 1696.5471, 3642.6270, 1694.7885, 2528.5661, 1669.6985, 2406.1015, 1719.7480, 3069.2520, 1643.2279, 2341.5233, 1706.3574, 3464.4885, 1703.8754, 3227.5967, 1663.6492, 2670.2623, 1682.3311, 3129.9836, 1605.0322, 1626.0829, 1604.1516, 1636.7047
450.3440, 1695.0464, 3628.5444, 1695.4119, 2525.2599, 1670.0683, 2401.1457, 1720.7361, 3071.2361, 1642.6163, 2339.8047, 1704.4525, 3459.1279, 1700.6787, 3224.0033, 1664.3115, 2671.1410, 1681.0066, 3138.9738, 1605.2210, 1627.0718, 1604.5144, 1636.7522
451.3440, 1695.3067, 3631.4645, 1698.0749, 2523.0969, 1668.9136, 2400.6161, 1721.9393, 3078.6174, 1644.4744, 2337.3698, 1707.6623, 3454.0984, 1703.0361, 3217.7180, 1667.8197, 2669.8787, 1684.1738, 3135.3803, 1604.8849, 1626.4319, 1605.7968, 1635.2993
452.3440, 1696.0150, 3636.7985, 1695.1311, 2524.3106, 1670.0080, 2401.8985, 1721.7137, 3078.7968, 1643.3093, 2341.7814, 1705.9541, 3457.0295, 1700.3443, 3217.6328, 1665.6098, 2661.3836, 1682.4885, 3136.4885, 1603.0322, 1627.0746, 1606.2438, 1636.3608
453.3440, 1695.4064, 3637.6120, 1695.7004, 2514.3084, 1668.6452, 2404.3417, 1720.2744, 3084.9828, 1641.9023, 2333.9256, 1705.4918, 3451.5770, 1702.6951, 3222.4295, 1666.3607, 2664.2459, 1683.4459, 3137.5508, 1604.9015, 1624.9521, 1604.9286, 1636.2002
454.3440, 1694.8067, 3641.4139, 1695.7676, 2507.2974, 1669.9337, 2400.3538, 1719.7599, 3080.6953, 1642.9372, 2342.8465, 1705.7344, 3454.3016, 1700.8426, 3209.9738, 1664.7672, 2666.7443, 1680.5541, 3141.2754, 1604.4724, 1625.4890, 1605.1209, 1636.8781
455.3440, 1697.4980, 3643.2370, 1696.2731, 2497.7885, 1669.5578, 2398.8583, 1720.7309, 3078.7441, 1641.6977, 2341.8279, 1706.7967, 3456.8033, 1703.6393, 3224.3508, 1663.7246, 2669.0328, 1682.5738, 3143.9213, 1604.5672, 1627.0654, 1606.1457, 1637.0357
456.3440, 1694.4686, 3645.0546, 1696.6454, 2488.0253, 1667.3980, 2402.5809, 1718.8839, 3081.9565, 1641.9442, 2340.1674, 1704.8098, 3441.2689, 1702.7344, 3216.4230, 1664.2656, 2661.9705, 1682.2230, 3130.6459, 1604.0552, 1626.4300, 1605.3132, 1636.2973
457.3440, 1694.6311, 3644.4624, 1694.9240, 2479.9449, 1669.9427, 2400.6764, 1720.4116, 3068.6029, 1641.6442, 2341.7744, 1706.0557, 3453.8590, 1701.7770, 3224.2164, 1664.4033, 2661.6787, 1683.4557, 3133.4098, 1604.2587, 1624.9622, 1606.2656, 1636.6075
458.3440, 1695.4549, 3643.0827, 1695.6300, 2474.3326, 1671.0342, 2396.7990, 1721.0818, 3059.9868, 1641.8093, 2341.5791, 1706.3180, 3443.8820, 1702.2098, 3221.4098, 1665.2361, 2667.3148, 1681.9607, 3131.2590, 1604.8462, 1626.2044, 1605.7919, 1636.3974
459.3440, 1694.3607, 3640.6667, 1696.2037, 2466.2786, 1668.6814, 2393.2683, 1720.8734, 3057.6372, 1643.1535, 2341.4302, 1705.4623, 3446.8951, 1700.1475, 3221.7443, 1664.3672, 2668.1180, 1682.3016, 3142.5213, 1604.2827, 1625.8481, 1605.4896, 1636.0268
460.3440, 1694.3921, 3645.1728, 1696.2225, 2457.5914, 1670.9508, 2388.1558, 1720.3879, 3049.0488, 1641.1256, 2338.6209, 1704.3705, 3447.2885, 1701.6852, 3223.6492, 1664.9574, 2664.7115, 1681.9311, 3132.2197, 1604.5101, 1624.4576, 1605.8464, 1637.2061
461.3440, 1695.6776, 3644.8367, 1696.4306, 2449.7566, 1668.4221, 2389.5246, 1720.0277, 3053.8905, 1641.7349, 2339.9767, 1705.1311, 3444.0230, 1701.8033, 3216.2164, 1662.6918, 2671.0066, 1681.1180, 3138.6623, 1603.0018, 1627.1096, 1605.3905, 1636.6462
462.3440, 1694.3033, 3645.4180, 1694.5154, 2443.6949, 1671.4854, 2386.9518, 1721.9499, 3027.0950, 1642.7581, 2342.2977, 1706.0984, 3441.8033, 1702.0164, 3217.4459, 1666.3607, 2672.2885, 1683.4295, 3132.3934, 1606.0230, 1627.1759, 1605.3399, 1636.3865
463.3440, 1695.5232, 3643.3367, 1696.1883, 2437.2963, 1670.3065, 2385.1930, 1722.1425, 3009.9169, 1640.6116, 2336.6860, 1706.0164, 3433.8689, 1700.9410, 3217.6623, 1666.0361, 2674.6787, 1682.4721, 3133.0557, 1603.8637, 1625.2597, 1605.6511, 1636.2626
464.3440, 1692.8204, 3648.9515, 1695.3436, 2435.9141, 1669.6804, 2384.9477, 1720.2863, 2978.7269, 1640.6488, 2340.3023, 1706.2426, 3440.2328, 1699.3902, 3210.9049, 1664.1475, 2665.7344, 1684.0262, 3137.2754, 1605.1326, 1626.2238, 1604.8850, 1637.2587
465.3440, 1693.0956, 3647.5212, 1696.7445, 2432.6289, 1670.1940, 2382.1779, 1722.5383, 2972.6992, 1642.0721, 2333.2907, 1703.4951, 3447.3311, 1702.5672, 3217.5836, 1665.6393, 2673.6328, 1683.3738, 3140.6033, 1604.6814, 1624.9263, 1605.2101, 1636.7820
466.3440, 1695.4597, 3647.0068, 1697.1982, 2429.8183, 1669.2452, 2382.7618, 1723.9274, 2969.1821, 1642.8372, 2335.4233, 1704.7410, 3448.5246, 1701.2197, 3215.0066, 1662.8262, 2670.4033, 1685.3770, 3133.6918, 1604.5783, 1625.7652, 1606.0951, 1636.4212
467.3440, 1694.5594, 3640.3982, 1697.8403, 2428.8733, 1669.9126, 2389.5698, 1722.5264, 2977.1293, 1640.7930, 2332.9907, 1706.6787, 3445.7213, 1700.4295, 3207.0656, 1667.1082, 2674.7377, 1683.6721, 3133.1574, 1605.6013, 1626.4227, 1605.7304, 1636.1833
468.3440, 1694.3388, 3634.4146, 1696.8282, 2433.0914, 1668.9849, 2387.8935, 1719.8417, 2976.6491, 1643.5047, 2330.8209, 1706.8426, 3446.9738, 1701.9148, 3202.9279, 1666.6230, 2675.1705, 1681.9377, 3128.9410, 1602.8186, 1625.2772, 1604.7453, 1635.8612
469.3440, 1695.7357, 3629.5874, 1696.2654, 2425.5231, 1670.6824, 2390.2050, 1722.8219, 2983.2216, 1642.1953, 2332.4837, 1706.6197, 3451.9115, 1703.1967, 3191.5607, 1664.7049, 2673.0689, 1687.0623, 3135.2984, 1605.5359, 1626.8665, 1607.5332, 1637.4381
470.3440, 1694.5458, 3631.3381, 1696.6762, 2427.3645, 1669.2794, 2383.0111, 1722.6016, 2979.5106, 1646.0558, 2333.3767, 1707.2787, 3438.5902, 1701.5377, 3186.2820, 1665.0623, 2670.7279, 1685.9934, 3136.3443, 1606.5184, 1626.3748, 1605.2944, 1636.1051
471.3440, 1694.9850, 3629.6523, 1696.7412, 2420.4053, 1668.8291, 2389.0663, 1721.5989, 2996.9235, 1643.5047, 2334.5953, 1706.2689, 3435.8361, 1699.7639, 3193.9213, 1666.2590, 2665.6984, 1683.1443, 3134.3639, 1604.1114, 1626.0055, 1605.1824, 1636.9029
472.3440, 1694.1967, 3629.3012, 1696.1267, 2419.6707, 1669.3075, 2390.0342, 1721.8892, 3005.7718, 1643.3140, 2331.4605, 1707.0754, 3431.9148, 1701.3541, 3190.4787, 1666.1770, 2651.3770, 1684.7574, 3137.2656, 1604.9171, 1627.4079, 1605.3667, 1636.9623
473.3440, 1692.2404, 3628.6489, 1695.4714, 2411.7004, 1669.1588, 2394.1256, 1719.4670, 3008.6385, 1643.2628, 2326.5279, 1705.9279, 3434.2098, 1701.0557, 3178.4557, 1666.7967, 2650.4984, 1682.7541, 3135.2262, 1604.5764, 1625.7587, 1604.9425, 1637.1348
474.3440, 1693.9911, 3622.9775, 1698.0154, 2410.4064, 1669.4452, 2389.4291, 1721.5251, 3013.5633, 1643.3535, 2325.1674, 1705.8000, 3425.4721, 1701.1541, 3180.6393, 1667.8656, 2636.9639, 1682.8295, 3123.1836, 1605.0994, 1626.5930, 1605.6581, 1635.9286
475.3440, 1694.4870, 3623.7343, 1697.9471, 2406.0914, 1670.1518, 2392.0161, 1719.9195, 3012.2454, 1645.0256, 2324.4721, 1705.5115, 3427.4918, 1703.0689, 3181.6557, 1666.2262, 2632.9508, 1681.4787, 3127.2918, 1604.8969, 1627.1943, 1606.7869, 1635.9693
476.3440, 1693.6462, 3621.6066, 1696.6333, 2400.4427, 1668.9075, 2390.3055, 1720.0567, 3014.0369, 1642.2395, 2328.7744, 1706.1049, 3424.4754, 1699.9738, 3178.5705, 1666.2197, 2619.9738, 1683.9279, 3122.5049, 1604.4438, 1626.2634, 1605.6412, 1636.9366
477.3440, 1693.1387, 3619.2985, 1698.0892, 2401.6112, 1669.4894, 2389.5648, 1720.9274, 3020.6913, 1642.8209, 2328.9674, 1704.2000, 3427.1803, 1700.5213, 3177.6328, 1666.4885, 2619.0066, 1681.2820, 3122.7115, 1604.5884, 1627.3628, 1604.5917, 1636.7691
478.3440, 1693.1626, 3619.0936, 1697.6156, 2399.7137, 1669.3206, 2384.5106, 1719.9710, 3026.4670, 1645.1814, 2328.7581, 1708.0656, 3434.1279, 1700.5115, 3177.7049, 1666.8787, 2611.3311, 1684.9148, 3119.3016, 1605.7836, 1626.9659, 1606.2299, 1637.4846
479.3440, 1694.0396, 3620.4262, 1697.0518, 2397.9174, 1668.5508, 2384.8844, 1720.4551, 3027.8588, 1641.2116, 2322.7000, 1703.2033, 3422.9705, 1702.6492, 3164.0951, 1665.6852, 2609.5213, 1681.5902, 3122.2623, 1604.9862, 1626.2606, 1605.0833, 1636.0783
480.3440, 1693.8504, 3613.9358, 1698.7456, 2394.6663, 1669.3497, 2386.0121, 1720.0963, 3028.3813, 1644.7233, 2324.8953, 1705.2525, 3421.1803, 1703.2328, 3167.1443, 1665.9902, 2600.9738, 1683.7869, 3123.6361, 1604.6842, 1627.6998, 1605.6591, 1634.9049
481.3440, 1693.3463, 3618.5423, 1695.9174, 2390.6982, 1669.6905, 2385.1387, 1720.3588, 3031.0712, 1642.4419, 2326.9419, 1704.7541, 3424.1082, 1702.0164, 3158.9672, 1667.4098, 2600.8820, 1683.4328, 3117.9082, 1604.2983, 1625.7090, 1606.3925, 1636.1774
482.3440, 1695.4898, 3662.2322, 1697.8062, 2396.0452, 1669.6714, 2389.5859, 1721.2018, 3042.9974, 1644.0930, 2331.2767, 1705.1541, 3468.5148, 1706.3869, 3203.7443, 1671.8787, 2668.1475, 1685.5311, 3123.0098, 1605.7569, 1626.0543, 1606.2438, 1637.5441
483.3440, 1695.7794, 3690.7541, 1698.4328, 2410.8987, 1670.7136, 2405.1709, 1721.5963, 3077.0805, 1644.8116, 2336.8442, 1706.9934, 3480.8721, 1705.8525, 3221.5541, 1674.1049, 2698.4098, 1681.6164, 3125.8033, 1606.4383, 1625.2551, 1606.6868, 1635.4589
484.3440, 1696.0437, 3703.4447, 1698.8381, 2429.0363, 1668.6362, 2421.2141, 1719.2757, 3112.8931, 1643.9186, 2346.8047, 1705.3377, 3492.7607, 1706.7246, 3244.6098, 1670.0820, 2708.2328, 1682.2951, 3139.6918, 1605.4751, 1626.5994, 1606.1397, 1635.7681
485.3440, 1694.6708, 3720.1503, 1696.3987, 2447.2357, 1669.5236, 2438.4553, 1719.5290, 3151.3259, 1643.1070, 2350.2163, 1705.5180, 3503.5836, 1707.9967, 3262.2951, 1675.9279, 2736.1574, 1684.0033, 3140.0197, 1605.5534, 1626.0193, 1605.5897, 1636.1308
486.3440, 1695.4665, 3726.0697, 1699.3216, 2398.6090, 1668.1508, 2450.4864, 1718.1596, 3177.1979, 1641.3930, 2348.9953, 1705.4623, 3515.1574, 1708.7934, 3269.0033, 1673.3082, 2741.1967, 1681.0590, 3151.4984, 1604.6206, 1625.3932, 1606.1903, 1634.8256
487.3440, 1695.3811, 3739.9617, 1700.2885, 2378.1189, 1668.7106, 2456.4432, 1717.9947, 3206.5818, 1642.2256, 2353.9419, 1704.3279, 3512.3836, 1705.6098, 3277.3541, 1674.8754, 2750.5639, 1681.4361, 3146.4590, 1605.4355, 1626.3370, 1605.5689, 1637.4014
488.3440, 1697.2363, 3742.8770, 1700.6057, 2365.6806, 1667.3146, 2466.0362, 1718.0937, 3224.8879, 1644.0070, 2353.4395, 1706.2656, 3513.6098, 1707.1213, 3291.2918, 1671.4689, 2762.7410, 1681.5082, 3148.7049, 1605.0672, 1625.0608, 1606.7215, 1637.0714
489.3440, 1694.6578, 3744.0423, 1700.2907, 2367.3822, 1668.1930, 2470.7558, 1717.0106, 3225.2467, 1641.1093, 2356.0047, 1703.2000, 3507.4721, 1707.4787, 3290.3049, 1670.5541, 2763.5639, 1680.5279, 3151.3443, 1604.1390, 1626.4659, 1605.1873, 1635.2151
