"File: DDELog(Excel:M14	1	1)::C:\Users\user\Desktop\clemens\20_07_22_DRG_AOP\M14_DRG_20_7\M14.LOG"
"Date: Wed Jul 20 2022 11:32:39.130"
0.0000, "Wavelength Names:	340	385	GFP	Wavelength 4	555"
"Time (sec)"
49.9070
0.0000, "Clock reset to 0.0"
0.0000, "Clock reset to 0.0"
"Region 1: [Location: (230, 229), Size: (35, 37), Area: 991]"
"Region 2: [Location: (448, 268), Size: (29, 34), Area: 758]"
"Region 3: [Location: (196, 345), Size: (39, 36), Area: 1088]"
"Region 4: [Location: (40, 49), Size: (43, 50), Area: 1660]"
"Region 5: [Location: (51, 144), Size: (51, 91), Area: 3619]"
"Time (sec)", "R1 W1 Avg", "R1 W2 Avg", "R2 W1 Avg", "R2 W2 Avg", "R3 W1 Avg", "R3 W2 Avg", "R4 W1 Avg", "R4 W2 Avg", "R5 W1 Avg", "R5 W2 Avg"
337.3300, 1749.4672, 2880.4874, 1653.4604, 3211.3747, 1710.5037, 2856.7932, 1585.4982, 1608.7675, 1587.0517, 1616.1951
338.3300, 1751.4692, 2880.0858, 1651.8206, 3216.8047, 1711.6893, 2851.6535, 1584.3873, 1608.6018, 1586.5698, 1616.4739
339.3300, 1750.0071, 2880.0666, 1652.5145, 3216.7164, 1711.2987, 2862.8548, 1586.1036, 1608.7048, 1586.1934, 1616.6621
340.3300, 1749.2896, 2886.0656, 1652.8720, 3213.8456, 1711.0285, 2870.6278, 1585.7946, 1608.0922, 1586.5623, 1617.0741
341.3300, 1750.9152, 2881.6559, 1652.3786, 3216.2493, 1711.0533, 2863.0386, 1585.1801, 1607.8578, 1586.5192, 1615.5897
342.3300, 1749.4541, 2882.2765, 1651.6966, 3222.9024, 1709.9200, 2860.3208, 1585.5849, 1608.7542, 1586.4402, 1616.6532
343.3300, 1748.8607, 2885.2422, 1651.6425, 3218.0923, 1709.1792, 2850.1563, 1585.7940, 1608.7175, 1586.7408, 1616.4783
344.3300, 1748.8325, 2887.0706, 1654.5317, 3221.8799, 1708.9035, 2854.0579, 1584.2078, 1607.5247, 1586.0359, 1616.1003
345.3300, 1748.7790, 2881.0111, 1652.7784, 3211.6372, 1711.0919, 2861.0358, 1584.6904, 1608.7042, 1586.1387, 1616.1799
346.3300, 1749.5318, 2886.4268, 1654.2427, 3206.8813, 1711.3704, 2839.0037, 1584.5777, 1609.1217, 1585.5839, 1616.4001
347.3300, 1749.2008, 2887.8234, 1653.4380, 3207.0026, 1710.4476, 2841.3925, 1583.8651, 1608.9458, 1585.9041, 1616.1727
348.3300, 1751.5399, 2883.6317, 1653.1161, 3201.6557, 1710.9145, 2829.7941, 1585.7518, 1608.6006, 1586.6424, 1616.1503
349.3300, 1749.5277, 2886.0434, 1653.5858, 3197.9195, 1711.0836, 2836.3998, 1585.4488, 1608.1187, 1585.8704, 1616.3081
350.3300, 1748.7800, 2887.3946, 1652.3879, 3198.9248, 1709.8952, 2835.5276, 1585.3054, 1608.1693, 1586.2382, 1616.0776
351.3300, 1748.2533, 2884.4057, 1652.8562, 3193.1161, 1710.4053, 2840.5184, 1584.8229, 1607.8633, 1585.5828, 1615.9956
352.3300, 1749.8264, 2887.9980, 1653.8034, 3199.4842, 1709.5395, 2829.3649, 1585.5855, 1608.6108, 1585.9693, 1616.5046
353.3300, 1748.6135, 2885.5580, 1651.0369, 3194.6953, 1710.7206, 2823.6783, 1584.1590, 1608.4114, 1586.3788, 1616.1603
354.3300, 1748.5298, 2892.8840, 1653.0976, 3197.4301, 1710.9706, 2826.7509, 1583.8584, 1609.1096, 1586.2923, 1616.5568
355.3300, 1749.4995, 2892.4390, 1654.2480, 3195.9749, 1709.3382, 2827.8024, 1585.3669, 1608.5741, 1586.5419, 1615.7900
356.3300, 1748.6751, 2888.9798, 1651.9551, 3197.4789, 1709.3392, 2830.4513, 1585.8428, 1608.3078, 1586.9461, 1616.0760
357.3300, 1748.8718, 2890.0908, 1654.2401, 3199.8298, 1709.0533, 2830.1057, 1584.9229, 1608.0831, 1587.4313, 1615.0166
358.3300, 1749.8708, 2892.5570, 1654.0343, 3201.4551, 1708.8732, 2826.6949, 1586.1554, 1608.8855, 1585.3377, 1616.6220
359.3300, 1749.0555, 2894.8012, 1652.3654, 3205.6583, 1709.8676, 2823.4403, 1584.9910, 1608.8181, 1586.6300, 1616.1716
360.3300, 1751.0605, 2892.0293, 1652.2691, 3202.2744, 1710.3097, 2827.7840, 1585.5145, 1609.1729, 1586.1000, 1616.0624
361.3300, 1750.6246, 2894.3290, 1653.3206, 3203.1992, 1709.5873, 2833.6121, 1585.1880, 1608.4434, 1587.0155, 1615.5341
362.3300, 1748.7669, 2893.9717, 1651.0858, 3201.7757, 1711.6930, 2828.9972, 1584.8849, 1608.9867, 1585.7193, 1615.7723
363.3300, 1747.3784, 2897.7629, 1653.0040, 3202.2058, 1709.4761, 2829.5478, 1585.3940, 1607.9958, 1586.0077, 1615.7765
364.3300, 1748.4783, 2894.3754, 1652.0092, 3205.0475, 1709.8511, 2830.1691, 1585.4078, 1608.3928, 1586.3161, 1616.2343
365.3300, 1748.0616, 2899.7790, 1652.9380, 3205.3694, 1709.7702, 2817.4651, 1585.2988, 1609.3687, 1586.0636, 1616.0793
366.3300, 1750.6680, 2896.7972, 1652.1662, 3204.3456, 1710.5230, 2796.3759, 1585.2940, 1608.4590, 1587.1912, 1616.0309
367.3300, 1750.3350, 2895.2028, 1652.9763, 3205.3443, 1710.5643, 2793.4118, 1585.1018, 1608.9325, 1585.6800, 1615.8599
368.3300, 1749.0848, 2899.7417, 1652.3984, 3202.5290, 1709.5000, 2787.2298, 1584.5693, 1608.4416, 1586.5761, 1615.2036
369.3300, 1749.6226, 2901.0444, 1653.5488, 3199.6728, 1710.6268, 2783.3217, 1584.7813, 1607.9639, 1585.7787, 1615.9312
370.3300, 1748.4541, 2898.9062, 1652.9077, 3199.3179, 1710.0506, 2797.6921, 1584.4584, 1608.7705, 1585.2155, 1615.4468
371.3300, 1749.2422, 2898.3713, 1653.4485, 3202.6201, 1710.8024, 2802.3336, 1585.6922, 1607.6133, 1585.9331, 1615.2962
372.3300, 1750.7286, 2902.7962, 1652.3628, 3202.7876, 1709.1783, 2810.0634, 1584.4747, 1608.6880, 1585.6701, 1615.6248
373.3300, 1750.6216, 2900.3835, 1652.3879, 3196.6636, 1709.5018, 2805.7270, 1584.2795, 1607.7247, 1585.9713, 1615.5250
374.3300, 1748.6942, 2900.7841, 1651.2876, 3195.5396, 1709.5827, 2797.5432, 1584.3139, 1608.5398, 1586.2680, 1616.3194
375.3300, 1749.6216, 2900.1130, 1651.2916, 3198.4314, 1709.2555, 2782.4403, 1584.7584, 1607.5434, 1585.7626, 1615.2531
376.3300, 1749.8850, 2900.3986, 1652.7982, 3194.8034, 1709.1664, 2787.3401, 1585.3837, 1607.9380, 1586.5996, 1615.6156
377.3300, 1750.0000, 2903.2553, 1651.3140, 3192.4393, 1709.7482, 2794.6866, 1584.5747, 1607.7422, 1586.3089, 1616.2282
378.3300, 1747.6155, 2900.2603, 1653.0092, 3193.0343, 1709.8888, 2790.1452, 1584.6801, 1608.3578, 1585.9121, 1616.1514
379.3300, 1750.4874, 2901.4450, 1652.6148, 3193.7559, 1710.2233, 2788.8392, 1583.7813, 1608.1578, 1585.8610, 1615.0467
380.3300, 1749.2361, 2902.6276, 1650.4670, 3194.4815, 1709.8621, 2795.4210, 1584.6705, 1607.9084, 1585.6212, 1615.6148
381.3300, 1748.7568, 2901.4753, 1651.8681, 3186.6570, 1709.4449, 2797.9210, 1584.7108, 1608.3711, 1585.4791, 1615.2984
382.3300, 1746.8628, 2903.0071, 1651.6187, 3190.2942, 1708.6176, 2789.2096, 1584.1127, 1609.0584, 1585.8088, 1615.1824
383.3300, 1750.9818, 2905.8355, 1653.2058, 3187.3905, 1709.6351, 2789.2785, 1585.3934, 1608.7741, 1585.2644, 1615.6333
384.3300, 1747.9011, 2903.5802, 1652.2084, 3186.3892, 1708.7463, 2792.1232, 1585.2361, 1609.1000, 1585.9981, 1614.8151
385.3300, 1749.0747, 2901.2664, 1652.5858, 3190.2797, 1711.2022, 2797.0221, 1584.1307, 1607.5524, 1586.2208, 1616.6900
386.3300, 1748.9263, 2903.9606, 1652.5026, 3187.7322, 1711.0855, 2799.4651, 1584.3994, 1609.1988, 1586.4418, 1615.2180
387.3300, 1750.7820, 2901.9717, 1652.7955, 3190.0937, 1709.4844, 2795.4449, 1583.5898, 1607.9807, 1586.1680, 1615.5023
388.3300, 1749.5489, 2901.4601, 1652.1069, 3186.6108, 1709.7381, 2790.9081, 1584.5681, 1608.0151, 1586.1376, 1616.1210
389.3300, 1749.8426, 2901.0414, 1652.9974, 3183.4050, 1708.3603, 2787.0662, 1585.1627, 1608.8741, 1586.1089, 1616.2603
390.3300, 1749.6670, 2902.7417, 1652.5026, 3189.0040, 1710.6333, 2785.3640, 1585.8898, 1608.9639, 1585.9096, 1616.0906
391.3300, 1747.2170, 2900.6993, 1651.8839, 3186.6227, 1708.8631, 2794.6149, 1585.2127, 1608.0994, 1586.0334, 1616.7676
392.3300, 1750.5479, 2900.1382, 1653.5633, 3184.5989, 1708.5735, 2794.7279, 1585.3530, 1608.5657, 1586.3603, 1616.1890
393.3300, 1749.5590, 2900.3946, 1652.8971, 3185.4644, 1709.6121, 2781.0735, 1584.8307, 1608.2380, 1586.4172, 1617.0196
394.3300, 1748.1049, 2900.1302, 1651.2665, 3183.1728, 1709.4072, 2790.1333, 1586.2843, 1608.4199, 1586.3017, 1616.3404
395.3300, 1748.6599, 2900.2210, 1653.4367, 3191.6702, 1708.8952, 2787.3107, 1585.4373, 1606.8313, 1586.1127, 1615.7345
396.3300, 1749.6741, 2900.4369, 1651.9921, 3191.0356, 1709.4283, 2797.8392, 1586.2500, 1607.4976, 1587.0365, 1615.8917
397.3300, 1748.2947, 2897.8900, 1652.6108, 3187.9815, 1708.2096, 2803.1167, 1583.8373, 1608.0464, 1586.5363, 1615.4822
398.3300, 1749.6831, 2898.7255, 1653.5264, 3187.4987, 1709.0478, 2809.8686, 1585.3494, 1608.2759, 1586.3117, 1615.6949
399.3300, 1748.9818, 2895.6085, 1650.8562, 3183.6003, 1707.6250, 2809.4219, 1585.5072, 1608.2530, 1586.2296, 1615.7834
400.3300, 1748.8809, 2898.4904, 1653.1847, 3187.6412, 1709.6599, 2808.4825, 1585.3446, 1608.6855, 1586.1931, 1615.9177
401.3300, 1749.4571, 2899.1312, 1651.1755, 3192.4208, 1707.3382, 2799.1673, 1584.6301, 1607.6398, 1586.6209, 1615.3462
402.3300, 1748.6276, 2900.8002, 1650.1530, 3183.7797, 1708.2436, 2792.6268, 1585.0759, 1608.4024, 1585.6394, 1615.9494
403.3300, 1748.6418, 2903.3663, 1653.0554, 3183.8641, 1707.9485, 2800.4017, 1585.4223, 1607.8566, 1586.9119, 1615.8795
404.3300, 1749.8416, 2901.7265, 1653.2296, 3183.1069, 1707.6608, 2796.7289, 1585.1940, 1607.9705, 1586.9301, 1616.3689
405.3300, 1748.3310, 2898.7356, 1650.8483, 3178.8760, 1707.8897, 2801.5000, 1584.4578, 1609.0380, 1585.4189, 1615.6295
406.3300, 1749.2210, 2900.7053, 1651.6491, 3179.1992, 1707.0938, 2791.7390, 1584.3283, 1607.8470, 1584.9019, 1614.9232
407.3300, 1749.6014, 2903.7719, 1651.3219, 3178.2784, 1709.5836, 2802.2215, 1585.3416, 1609.6054, 1585.8909, 1615.2910
408.3300, 1749.0878, 2902.6004, 1651.9116, 3183.8127, 1707.0303, 2800.4449, 1584.1886, 1607.3066, 1585.6386, 1615.2412
409.3300, 1747.8174, 2903.7649, 1651.5963, 3180.5541, 1707.3107, 2805.7950, 1584.7392, 1608.5120, 1584.8303, 1615.5435
410.3300, 1749.3017, 2902.5933, 1652.3865, 3177.4683, 1707.0708, 2806.1949, 1584.6241, 1607.5928, 1585.9912, 1615.7745
411.3300, 1748.1130, 2903.4228, 1651.9802, 3170.0079, 1708.4329, 2816.0460, 1584.6705, 1608.2434, 1586.3866, 1615.1788
412.3300, 1749.3391, 2903.2916, 1651.2995, 3171.0897, 1707.3768, 2800.8097, 1584.2283, 1606.8578, 1585.5385, 1615.3302
413.3300, 1747.1806, 2905.7094, 1652.4208, 3173.4881, 1707.6921, 2800.3134, 1585.3169, 1608.4247, 1585.8436, 1615.2396
414.3300, 1749.1110, 2907.1160, 1652.6121, 3171.0673, 1708.1921, 2813.6985, 1584.7795, 1608.0422, 1586.1205, 1615.5073
415.3300, 1748.2351, 2905.8375, 1652.8734, 3169.9182, 1707.0129, 2818.9007, 1584.0916, 1606.9633, 1584.5267, 1614.9055
416.3300, 1747.9788, 2904.8466, 1651.8259, 3163.1939, 1707.3961, 2830.3686, 1583.4608, 1608.5861, 1584.6797, 1615.0906
417.3300, 1749.1029, 2904.6761, 1652.3879, 3162.6517, 1707.3502, 2828.6066, 1584.5030, 1608.0102, 1586.2418, 1615.9707
418.3300, 1749.4046, 2903.3724, 1650.6332, 3159.1055, 1706.5028, 2829.1057, 1584.6157, 1608.5277, 1585.9762, 1616.4733
419.3300, 1749.0394, 2902.9253, 1652.0000, 3163.8021, 1706.3796, 2833.0037, 1584.6422, 1608.8139, 1585.9395, 1616.5601
420.3300, 1748.0303, 2905.5510, 1650.6649, 3163.4314, 1707.2142, 2830.7224, 1584.9825, 1606.8711, 1586.5366, 1615.5717
421.3300, 1748.7356, 2897.6478, 1650.6768, 3139.1095, 1700.0055, 2780.3281, 1584.7536, 1609.4940, 1585.8384, 1616.7375
422.3300, 1747.8618, 2895.1473, 1649.7322, 3127.9485, 1700.5018, 2792.4972, 1584.3970, 1608.4024, 1586.0442, 1616.6891
423.3300, 1747.7175, 2897.4117, 1651.0409, 3124.3997, 1698.7004, 2797.6452, 1584.0325, 1607.6319, 1585.9837, 1615.4070
424.3300, 1748.1847, 2893.8012, 1649.8417, 3117.4472, 1697.2509, 2804.1103, 1584.8717, 1608.6048, 1586.5187, 1616.2625
425.3300, 1746.4279, 2890.4299, 1650.7770, 3106.7863, 1698.2417, 2809.2316, 1585.5307, 1609.7904, 1586.6068, 1615.8867
426.3300, 1747.2735, 2890.6498, 1650.3483, 3103.9314, 1697.0846, 2812.5028, 1584.3627, 1609.5024, 1586.2832, 1615.4603
427.3300, 1748.2815, 2886.5863, 1650.7111, 3099.0871, 1696.1186, 2818.8585, 1585.3205, 1608.6687, 1586.2865, 1616.1470
428.3300, 1747.3835, 2886.0343, 1650.5765, 3090.0237, 1696.6939, 2816.9697, 1584.8759, 1608.6765, 1586.9138, 1616.5217
429.3300, 1747.8779, 2886.4642, 1652.1332, 3087.6517, 1696.4697, 2819.8888, 1584.1398, 1609.1729, 1586.6411, 1616.7809
430.3300, 1746.4480, 2884.3713, 1650.1847, 3082.5053, 1693.7482, 2820.3061, 1585.3741, 1608.1596, 1585.9334, 1616.4731
431.3300, 1746.2069, 2879.4642, 1652.1728, 3077.8404, 1693.5441, 2818.8520, 1584.4404, 1608.6994, 1586.6737, 1616.4965
432.3300, 1745.5025, 2876.7457, 1651.5013, 3074.7810, 1694.5588, 2819.1553, 1584.4289, 1608.5578, 1585.9666, 1615.7740
433.3300, 1748.5469, 2878.4077, 1650.4129, 3076.7612, 1695.0983, 2814.9816, 1585.4536, 1608.5861, 1586.8939, 1614.9588
434.3300, 1747.1857, 2875.3966, 1650.0277, 3073.3813, 1693.3097, 2815.1406, 1585.5253, 1609.1976, 1585.7867, 1616.1492
435.3300, 1747.8799, 2877.1473, 1652.0831, 3068.3641, 1693.2895, 2814.6994, 1584.5253, 1607.4723, 1586.1666, 1615.5106
436.3300, 1746.7911, 2876.0293, 1651.8259, 3069.7111, 1693.1048, 2807.7013, 1584.9440, 1608.8620, 1586.9351, 1616.3797
437.3300, 1748.2291, 2879.1150, 1649.3522, 3068.6227, 1694.2316, 2800.8539, 1585.2729, 1607.6542, 1587.2957, 1615.3683
438.3300, 1745.6034, 2875.3027, 1651.4934, 3059.8298, 1693.3603, 2803.9476, 1585.7693, 1609.9367, 1586.2697, 1615.1702
439.3300, 1745.6357, 2873.4793, 1650.6966, 3062.3470, 1692.7849, 2805.5257, 1584.2946, 1607.8337, 1585.2495, 1615.0097
440.3300, 1746.8305, 2872.2694, 1650.3193, 3060.2216, 1692.7353, 2800.6452, 1584.6349, 1608.1807, 1586.4866, 1616.1669
441.3300, 1746.5520, 2873.1292, 1648.5488, 3052.4842, 1692.9678, 2794.0809, 1584.0566, 1607.9458, 1586.1094, 1615.8497
442.3300, 1747.2684, 2871.9808, 1650.7863, 3053.2533, 1691.0257, 2795.9678, 1584.7934, 1609.3512, 1585.7284, 1615.6955
443.3300, 1746.6307, 2868.9899, 1650.9710, 3059.1095, 1691.8024, 2794.9421, 1585.0524, 1607.4524, 1586.5891, 1615.4711
444.3300, 1745.2170, 2871.5227, 1651.4090, 3051.0383, 1690.4853, 2791.0800, 1584.9548, 1608.3030, 1586.3291, 1615.5344
445.3300, 1745.7841, 2871.0505, 1650.9393, 3051.3694, 1690.8906, 2785.0974, 1584.1518, 1609.4783, 1585.7455, 1615.9494
446.3300, 1746.5378, 2869.9485, 1649.8734, 3043.1016, 1691.2040, 2787.0616, 1584.2440, 1607.9729, 1586.4131, 1616.4498
447.3300, 1746.7326, 2870.4834, 1650.9591, 3039.6728, 1692.0634, 2783.3088, 1584.9524, 1608.3608, 1586.2528, 1616.6004
448.3300, 1746.1110, 2867.3431, 1650.1108, 3035.8034, 1690.9338, 2781.4669, 1585.5380, 1609.4060, 1586.5209, 1616.7947
449.3300, 1746.9405, 2869.6509, 1651.2718, 3039.8747, 1691.1213, 2781.1186, 1585.4940, 1608.5084, 1586.9074, 1616.6817
450.3300, 1746.9556, 2868.7841, 1652.8681, 3038.3892, 1690.8392, 2779.6636, 1586.2343, 1608.4560, 1586.5156, 1615.9865
451.3300, 1744.8597, 2864.6650, 1651.0607, 3035.6253, 1690.5818, 2777.4559, 1584.3518, 1609.7386, 1585.4208, 1616.0840
452.3300, 1745.8961, 2866.2846, 1650.8668, 3035.2322, 1691.1048, 2771.8456, 1584.5120, 1607.9771, 1585.3868, 1616.2763
453.3300, 1744.6953, 2865.2987, 1650.3140, 3030.4393, 1691.2004, 2774.4743, 1583.7789, 1607.6566, 1585.6900, 1615.1550
454.3300, 1745.4107, 2863.0192, 1649.3021, 3028.5897, 1690.4081, 2776.2886, 1584.3169, 1607.6639, 1586.4076, 1615.5314
455.3300, 1745.1877, 2864.6266, 1649.1504, 3029.0409, 1691.2886, 2770.1774, 1584.4867, 1607.2747, 1585.6317, 1615.5325
456.3300, 1746.8648, 2862.1837, 1649.9657, 3030.2375, 1689.2426, 2768.5735, 1586.6398, 1609.0277, 1586.3487, 1616.2456
457.3300, 1747.5025, 2862.5005, 1650.2216, 3033.0501, 1692.1204, 2761.5074, 1584.6145, 1607.3482, 1585.6795, 1615.0591
458.3300, 1745.6953, 2859.5721, 1650.4499, 3033.8351, 1688.9136, 2762.7105, 1584.1916, 1608.6729, 1585.5225, 1616.2849
459.3300, 1747.2402, 2862.0242, 1650.1174, 3033.4037, 1690.2463, 2763.7831, 1583.9440, 1608.1223, 1585.6281, 1616.2683
460.3300, 1746.4884, 2859.1948, 1650.6055, 3032.9340, 1689.3502, 2759.5744, 1584.6494, 1608.4590, 1586.2153, 1615.3775
461.3300, 1745.3824, 2861.0888, 1650.7823, 3028.1359, 1687.1912, 2760.6232, 1584.3873, 1608.1422, 1585.4894, 1615.7104
462.3310, 1745.8698, 2859.8315, 1651.1662, 3033.7071, 1688.7215, 2761.4779, 1584.5127, 1608.8127, 1585.8085, 1616.0600
463.3310, 1745.1816, 2858.7376, 1649.3391, 3028.8034, 1688.4237, 2761.6351, 1585.4801, 1607.7530, 1585.7403, 1615.4272
464.3310, 1742.0797, 2855.7154, 1650.1781, 3026.2414, 1687.0138, 2763.6379, 1584.9843, 1607.6313, 1585.6386, 1616.1804
465.3310, 1746.2220, 2854.3582, 1649.4697, 3030.8338, 1689.9026, 2759.7904, 1584.7651, 1607.7687, 1585.8110, 1615.6546
466.3310, 1746.8638, 2856.3350, 1649.3536, 3031.8193, 1687.9430, 2762.1801, 1584.8181, 1608.0247, 1586.1547, 1615.0544
467.3310, 1746.0303, 2857.3946, 1650.4934, 3036.3720, 1687.3796, 2755.7215, 1584.5512, 1607.9259, 1586.3830, 1615.9903
468.3310, 1745.0797, 2855.9728, 1649.4433, 3035.4881, 1687.4632, 2752.2914, 1584.7319, 1607.5181, 1586.4380, 1615.3786
469.3310, 1745.0949, 2860.1594, 1649.6557, 3034.8945, 1689.9568, 2748.8346, 1584.9169, 1608.3783, 1585.5358, 1615.5772
470.3310, 1746.1231, 2858.7679, 1648.5145, 3032.0317, 1687.3814, 2750.1149, 1584.6572, 1609.3410, 1586.4720, 1616.2437
471.3310, 1745.0989, 2860.3078, 1649.0317, 3035.8509, 1687.2362, 2746.1167, 1584.8072, 1607.9018, 1586.5687, 1616.1857
472.3310, 1745.7235, 2856.6731, 1650.9406, 3037.0567, 1688.5919, 2747.2941, 1583.3042, 1608.3982, 1586.6482, 1615.0254
473.3310, 1745.6095, 2857.8022, 1649.9828, 3033.0594, 1687.0570, 2748.6811, 1585.0693, 1607.7753, 1586.6029, 1616.0196
474.3310, 1748.0898, 2857.6216, 1651.7348, 3031.1887, 1687.3438, 2742.7730, 1583.5657, 1607.2542, 1586.0191, 1615.9345
475.3310, 1745.0494, 2855.5641, 1649.9340, 3029.1214, 1687.7638, 2742.7987, 1584.6440, 1607.6530, 1585.8508, 1615.9975
476.3310, 1746.0232, 2853.4400, 1650.7375, 3029.9129, 1687.8180, 2737.8796, 1584.5849, 1607.9934, 1586.3556, 1615.7806
477.3310, 1746.0888, 2860.4773, 1649.7599, 3029.3865, 1685.7849, 2732.2840, 1583.9861, 1607.6458, 1586.1227, 1614.5897
478.3310, 1744.9183, 2856.3683, 1648.5528, 3030.3245, 1686.8199, 2724.6507, 1584.3765, 1608.7325, 1584.9130, 1614.9837
479.3310, 1747.1524, 2855.6034, 1650.3034, 3027.9301, 1687.2619, 2721.9688, 1585.8645, 1608.3880, 1586.3799, 1616.6038
480.3310, 1746.5671, 2855.3350, 1649.2401, 3035.5053, 1688.1783, 2719.7454, 1585.0217, 1608.2506, 1586.2481, 1615.2128
481.3310, 1745.6054, 2857.8133, 1649.6412, 3048.1557, 1689.6489, 2743.2574, 1584.8693, 1608.8705, 1585.9049, 1615.3946
482.3310, 1747.0585, 2854.8769, 1650.0765, 3056.6887, 1691.3778, 2726.6204, 1584.0627, 1607.4843, 1585.8710, 1614.2476
483.3310, 1747.0454, 2858.8930, 1650.9644, 3060.6280, 1691.2767, 2723.7371, 1584.5572, 1606.4892, 1584.6831, 1614.8679
484.3310, 1746.9879, 2858.1433, 1650.3786, 3068.8734, 1692.4972, 2710.9357, 1585.6343, 1607.7108, 1585.9809, 1615.6278
485.3310, 1746.1060, 2857.2341, 1650.8100, 3073.3958, 1694.8217, 2673.0469, 1585.4512, 1608.8235, 1585.9942, 1615.3429
486.3310, 1744.3189, 2857.4440, 1651.3945, 3079.6741, 1693.3594, 2640.6949, 1584.0590, 1607.8151, 1585.6220, 1614.7516
487.3310, 1745.7084, 2860.8739, 1650.7190, 3082.1755, 1694.2914, 2632.2638, 1585.7904, 1607.4470, 1586.2647, 1615.4858
488.3310, 1748.5621, 2860.0303, 1650.5435, 3082.4393, 1692.8447, 2622.2105, 1585.1446, 1607.9753, 1586.3053, 1615.3504
489.3310, 1745.2614, 2855.3935, 1650.5726, 3087.5963, 1693.9881, 2621.9458, 1585.2253, 1606.7404, 1585.2089, 1614.4615
490.3310, 1745.9495, 2858.4975, 1650.8061, 3091.8496, 1696.0956, 2573.0487, 1583.7849, 1607.2741, 1585.7264, 1614.5427
491.3310, 1746.3895, 2859.5883, 1650.2098, 3099.4274, 1695.1765, 2579.7224, 1585.2500, 1607.6458, 1586.6806, 1614.5695
492.3310, 1746.8436, 2859.2472, 1651.1596, 3096.6715, 1695.9706, 2552.7767, 1585.3602, 1607.9596, 1585.3813, 1615.1639
493.3310, 1746.5792, 2856.1736, 1652.6201, 3094.6280, 1696.1838, 2531.5864, 1583.8958, 1606.4078, 1584.8942, 1614.6372
494.3310, 1744.9909, 2855.7205, 1650.3760, 3095.6636, 1698.3741, 2519.9256, 1584.7139, 1606.8392, 1585.8196, 1615.2935
495.3310, 1746.8930, 2857.4702, 1650.2665, 3096.5013, 1696.3934, 2513.0395, 1584.7313, 1607.1488, 1587.1500, 1615.5269
496.3310, 1747.4289, 2854.9132, 1650.4037, 3093.2058, 1697.6443, 2510.7665, 1583.7367, 1607.6440, 1585.9616, 1615.1945
497.3310, 1748.1867, 2857.9748, 1651.4551, 3096.2361, 1697.5588, 2508.2592, 1585.8765, 1606.1536, 1586.4382, 1614.6883
498.3310, 1745.9011, 2857.0858, 1650.6293, 3093.3522, 1697.8750, 2509.4752, 1585.0367, 1607.3373, 1586.2321, 1614.3324
499.3310, 1746.4692, 2853.6448, 1650.9208, 3095.4683, 1695.6324, 2511.1140, 1583.6145, 1607.8855, 1584.9417, 1614.5137
500.3310, 1746.5913, 2855.2059, 1652.0963, 3096.4776, 1697.7472, 2515.8759, 1584.9976, 1608.3554, 1585.9837, 1614.5029
501.3310, 1746.8880, 2855.9556, 1649.2216, 3097.5343, 1695.7206, 2521.5064, 1585.5006, 1606.9072, 1586.1406, 1614.6085
502.3310, 1746.1574, 2859.8416, 1650.3351, 3097.8536, 1697.0836, 2520.7279, 1584.5422, 1606.4139, 1586.6366, 1614.6590
503.3310, 1747.5974, 2857.8961, 1649.6860, 3098.2216, 1697.3456, 2525.3199, 1584.7283, 1607.3488, 1585.9378, 1614.6538
504.3310, 1746.8880, 2862.0111, 1650.3720, 3098.1491, 1695.7702, 2528.7877, 1585.2693, 1607.7120, 1586.8522, 1614.9014
505.3310, 1747.1362, 2859.0989, 1651.2520, 3092.9578, 1696.5882, 2528.2022, 1583.6319, 1607.0265, 1585.5880, 1614.6571
506.3310, 1745.9849, 2857.1393, 1650.7467, 3097.0026, 1696.0579, 2534.7031, 1584.0024, 1606.6211, 1586.7281, 1615.4062
507.3310, 1745.4662, 2856.2805, 1651.1530, 3097.5264, 1696.7574, 2535.3869, 1584.3373, 1608.8554, 1586.2885, 1615.8701
508.3310, 1746.5802, 2856.2381, 1649.9182, 3101.3668, 1697.0744, 2536.9807, 1584.3199, 1608.3548, 1584.8461, 1615.4899
509.3310, 1747.2048, 2860.0404, 1648.8047, 3101.4565, 1696.3088, 2541.2721, 1584.9759, 1608.4187, 1586.3098, 1615.0166
510.3310, 1747.9162, 2856.1584, 1650.4248, 3105.2902, 1695.5653, 2541.2215, 1585.6789, 1606.4036, 1586.5095, 1615.0412
511.3310, 1747.5106, 2855.1625, 1649.3364, 3108.6042, 1694.9715, 2542.3373, 1583.7819, 1607.8223, 1585.5452, 1614.9754
512.3310, 1746.1584, 2855.2089, 1650.5132, 3107.5937, 1696.0368, 2548.9890, 1584.1952, 1607.9602, 1585.5181, 1615.1970
513.3310, 1745.7346, 2856.7306, 1649.6781, 3106.5013, 1696.1471, 2553.5506, 1584.8024, 1607.4446, 1586.0456, 1614.6004
514.3310, 1745.9485, 2858.7538, 1650.8628, 3110.7045, 1695.4779, 2557.2013, 1585.6663, 1608.1940, 1586.8024, 1615.2396
515.3310, 1748.2694, 2855.3007, 1651.6478, 3107.7348, 1695.8824, 2559.0119, 1584.5675, 1607.6548, 1585.3827, 1614.8162
516.3310, 1745.1342, 2856.5641, 1649.7084, 3113.9472, 1696.1949, 2558.2528, 1584.2072, 1608.0367, 1586.2407, 1614.9483
