"File: DDELog(Excel:M7_DRG	1	1)::C:\Users\user\Desktop\clemens\19_07_22_ DRG_AOP\M7_DRG_19_7\M7.LOG"
"Date: Tue Jul 19 2022 14:45:8.837"
122.5140, "Wavelength Names:	340	385	GFP	Wavelength 4	555"
0.0000, "Clock reset to 0.0"
"Region 1: [Location: (30, 126), Size: (37, 38), Area: 1078]"
"Region 2: [Location: (227, 242), Size: (30, 33), Area: 770]"
"Region 3: [Location: (102, 306), Size: (21, 21), Area: 305]"
"Region 4: [Location: (0, 374), Size: (30, 28), Area: 656]"
"Region 5: [Location: (272, 398), Size: (27, 25), Area: 519]"
"Region 6: [Location: (274, 418), Size: (21, 21), Area: 305]"
"Region 7: [Location: (290, 422), Size: (29, 30), Area: 678]"
"Region 8: [Location: (142, 66), Size: (45, 47), Area: 1637]"
"Region 9: [Location: (163, 179), Size: (42, 48), Area: 1540]"
"Time (sec)", "R1 W1 Avg", "R1 W2 Avg", "R2 W1 Avg", "R2 W2 Avg", "R3 W1 Avg", "R3 W2 Avg", "R4 W1 Avg", "R4 W2 Avg", "R5 W1 Avg", "R5 W2 Avg", "R6 W1 Avg", "R6 W2 Avg", "R7 W1 Avg", "R7 W2 Avg", "R8 W1 Avg", "R8 W2 Avg", "R9 W1 Avg", "R9 W2 Avg"
180.3200, 1740.6419, 3943.1763, 1678.6675, 3405.1740, 1633.3672, 2340.9639, 1724.1677, 4554.8567, 1740.5164, 5123.6243, 1727.2131, 4466.7475, 1687.8555, 3356.1917, 1609.5791, 1629.6714, 1609.9377, 1638.0071
181.3200, 1739.8210, 3969.7801, 1680.7623, 3404.4753, 1633.6098, 2343.0230, 1722.6814, 4554.2470, 1738.2505, 5120.8593, 1726.8459, 4470.1279, 1687.5265, 3371.6490, 1608.0812, 1629.9401, 1609.5058, 1638.3201
182.3200, 1739.7597, 4002.2551, 1681.7610, 3404.9390, 1631.6164, 2343.4098, 1723.9970, 4545.7591, 1740.5665, 5118.4470, 1728.1639, 4446.5049, 1688.3938, 3332.2271, 1609.5467, 1629.7502, 1610.9331, 1638.0201
183.3200, 1735.3905, 3889.7737, 1679.8429, 3370.5195, 1630.8328, 2336.7148, 1716.7210, 4382.3750, 1736.6647, 5046.1869, 1725.5279, 4423.8295, 1685.3555, 3263.9971, 1609.2792, 1632.3378, 1610.4799, 1639.9994
184.3200, 1739.2254, 3688.6391, 1679.6584, 3358.5727, 1631.6590, 2331.3902, 1717.6875, 4341.8613, 1737.0906, 5023.6069, 1727.5246, 4405.4852, 1686.1991, 3274.7861, 1610.9188, 1632.2731, 1610.5727, 1639.9435
185.3200, 1741.5213, 3553.6095, 1679.5727, 3347.1571, 1631.2033, 2330.8393, 1718.1082, 4318.1966, 1737.4489, 5005.6358, 1725.8328, 4377.8131, 1684.9351, 3214.8923, 1608.5626, 1631.0269, 1609.5974, 1638.1630
186.3200, 1741.5788, 3486.2829, 1680.0013, 3335.6740, 1629.1869, 2327.2656, 1716.0396, 4287.4466, 1735.2312, 4989.1329, 1724.0328, 4381.0230, 1686.3717, 3237.2301, 1610.6689, 1630.9695, 1609.2344, 1639.1779
187.3200, 1740.7319, 3420.6763, 1680.5636, 3327.8351, 1630.1410, 2326.5738, 1715.6250, 4281.2881, 1733.3083, 4985.4663, 1724.1934, 4375.2066, 1685.5605, 3254.4661, 1610.0202, 1631.3763, 1611.0805, 1638.9188
188.3200, 1744.0677, 3403.9647, 1678.6779, 3320.2169, 1631.0164, 2324.1836, 1717.5107, 4263.0534, 1734.2717, 4979.0944, 1725.8787, 4382.6623, 1682.9543, 3263.6327, 1610.1698, 1629.2358, 1609.5818, 1638.6643
189.3200, 1743.3915, 3362.6512, 1678.3597, 3317.6961, 1629.8885, 2322.2525, 1715.0701, 4257.6966, 1734.0790, 4967.3854, 1725.7443, 4383.7869, 1685.0855, 3279.8437, 1610.6995, 1630.7550, 1610.7162, 1639.3130
190.3200, 1742.8404, 3378.1484, 1678.8286, 3309.7247, 1630.0885, 2321.2426, 1717.4649, 4238.7973, 1734.5125, 4961.8574, 1727.8164, 4376.7869, 1682.9631, 3281.1121, 1610.3696, 1632.0812, 1609.4195, 1639.4065
191.3200, 1740.4954, 3430.1846, 1677.5169, 3308.0143, 1631.1049, 2325.1934, 1713.9848, 4225.4512, 1732.5202, 4957.5414, 1721.7541, 4374.9869, 1682.6268, 3286.2183, 1610.4075, 1631.6549, 1610.8396, 1638.8623
192.3200, 1743.1976, 3422.2069, 1677.2896, 3298.8857, 1629.5311, 2319.1967, 1716.3963, 4217.4482, 1733.8247, 4944.5395, 1726.9279, 4347.6656, 1683.7006, 3218.4218, 1610.8717, 1631.2364, 1611.1195, 1639.2532
193.3200, 1740.9119, 3416.7208, 1677.8506, 3299.4766, 1629.6689, 2320.9016, 1715.5381, 4204.0198, 1733.5010, 4941.0482, 1722.1869, 4363.2623, 1683.7316, 3230.9218, 1609.5272, 1631.3482, 1609.9844, 1639.1175
194.3200, 1741.1902, 3414.0742, 1677.2818, 3297.0416, 1630.3770, 2316.9443, 1715.0655, 4196.1845, 1732.8459, 4930.4277, 1723.6820, 4365.4164, 1681.7596, 3243.5428, 1610.2767, 1631.8717, 1610.1545, 1638.5942
195.3200, 1741.6531, 3371.3506, 1679.1818, 3292.6052, 1630.6885, 2316.5443, 1713.5899, 4187.0381, 1733.3025, 4930.1156, 1724.6098, 4354.0885, 1682.5015, 3257.5870, 1610.8784, 1630.9982, 1609.2208, 1639.2961
196.3200, 1741.8646, 3372.2078, 1677.5130, 3294.6364, 1631.6852, 2314.8492, 1713.9116, 4177.3750, 1733.6628, 4924.2505, 1724.6623, 4356.7934, 1681.6785, 3269.5944, 1609.5889, 1631.9096, 1611.5097, 1639.2195
197.3200, 1743.1095, 3338.0139, 1676.9948, 3284.4870, 1629.7180, 2316.0066, 1713.4527, 4168.0960, 1735.1946, 4923.5915, 1724.7967, 4356.9049, 1683.6549, 3267.9071, 1610.0079, 1631.7838, 1610.4123, 1639.5760
198.3200, 1742.0640, 3298.2672, 1678.0857, 3286.5896, 1629.9934, 2312.2164, 1712.4482, 4158.3552, 1731.5453, 4919.3102, 1723.0984, 4358.0918, 1681.4602, 3271.6519, 1611.1387, 1631.2651, 1610.0890, 1639.5442
199.3200, 1741.5863, 3300.6651, 1675.8065, 3281.3481, 1629.4557, 2315.5803, 1712.3841, 4151.1402, 1733.2987, 4909.1811, 1724.9672, 4350.6590, 1680.8805, 3268.7109, 1609.9407, 1630.8363, 1610.9942, 1638.5481
200.3200, 1740.9879, 3298.4156, 1677.4688, 3291.0130, 1631.9475, 2309.4852, 1711.3003, 4144.3659, 1731.6570, 4911.7996, 1724.3738, 4356.5934, 1680.9690, 3276.1224, 1610.0049, 1632.0116, 1611.1429, 1637.8974
201.3200, 1743.7987, 3270.2115, 1678.4273, 3281.5377, 1629.6000, 2311.2230, 1714.3216, 4135.0854, 1733.2929, 4908.4008, 1723.2262, 4357.4492, 1680.6608, 3275.7965, 1610.2395, 1632.3378, 1610.4929, 1639.3766
202.3200, 1740.5724, 3307.2310, 1677.2429, 3271.4130, 1631.1213, 2310.9016, 1714.7988, 4132.0030, 1733.3102, 4900.8073, 1724.0098, 4314.5770, 1680.7861, 3204.3215, 1610.4203, 1631.0525, 1610.7104, 1639.0247
203.3200, 1741.9341, 3266.8479, 1677.4571, 3245.5273, 1628.4361, 2309.1770, 1711.7912, 4124.2546, 1731.8709, 4903.2042, 1724.3213, 4333.0984, 1680.0619, 3211.7065, 1609.0556, 1630.7764, 1610.2805, 1638.9526
204.3200, 1741.8905, 3282.1846, 1676.8792, 3232.6532, 1631.5115, 2304.9672, 1712.8674, 4124.3628, 1734.8073, 4902.6609, 1724.2852, 4343.2885, 1682.0826, 3226.0959, 1610.3561, 1630.8131, 1611.0662, 1639.3162
205.3200, 1742.9787, 3275.2866, 1676.6026, 3221.3844, 1629.4000, 2308.9016, 1713.3095, 4124.5396, 1730.6956, 4888.8690, 1721.2689, 4342.9574, 1679.5575, 3230.9322, 1609.9811, 1630.9041, 1609.8506, 1638.8857
206.3200, 1740.4768, 3316.5288, 1678.2065, 3218.1831, 1629.0656, 2309.2066, 1714.5213, 4118.7393, 1730.9518, 4894.4605, 1724.0754, 4345.1607, 1680.7802, 3242.8864, 1609.0641, 1631.6830, 1610.3981, 1638.3253
207.3200, 1739.3590, 3311.2217, 1678.4805, 3217.1883, 1629.6328, 2304.1541, 1713.2622, 4108.9695, 1732.0385, 4891.2062, 1721.9279, 4342.2525, 1677.4690, 3250.7699, 1610.2639, 1630.6365, 1611.3591, 1639.5760
208.3200, 1738.2941, 3353.5232, 1677.3455, 3216.5701, 1631.6328, 2306.6689, 1712.7180, 4100.0884, 1729.8805, 4892.3738, 1719.9475, 4346.2131, 1678.4263, 3253.8068, 1610.5919, 1630.9218, 1610.2669, 1638.1208
209.3200, 1738.2904, 3375.5473, 1678.4792, 3219.1065, 1630.2361, 2309.0623, 1714.6128, 4088.7119, 1730.5857, 4881.1098, 1723.2000, 4343.6590, 1680.3156, 3255.8628, 1610.0837, 1632.3097, 1611.7935, 1639.0292
210.3200, 1739.0000, 3415.6939, 1677.7195, 3227.4468, 1630.0164, 2303.2230, 1713.8095, 4099.1479, 1732.3179, 4813.7418, 1724.3574, 4254.8525, 1682.1755, 3181.9041, 1610.9261, 1631.9200, 1610.2422, 1637.6383
211.3200, 1737.5473, 3407.8933, 1678.5688, 3226.6831, 1628.9148, 2305.0885, 1712.8018, 4086.2607, 1734.5087, 4809.7457, 1727.6951, 4281.6951, 1682.8363, 3199.5457, 1610.4093, 1630.8852, 1611.3409, 1638.5929
212.3200, 1738.2968, 3389.5232, 1676.1286, 3220.5675, 1631.2459, 2305.2295, 1712.0716, 4087.2119, 1733.4778, 4739.9672, 1726.3443, 4233.0525, 1680.6313, 3211.6770, 1610.7361, 1629.9536, 1611.8247, 1639.7052
213.3200, 1740.4601, 3333.9017, 1677.1468, 3228.6390, 1632.8623, 2304.4525, 1712.0503, 4089.0366, 1736.3487, 4747.7129, 1724.5246, 4243.4623, 1680.4897, 3224.3451, 1610.8381, 1630.9823, 1610.3591, 1638.6766
214.3200, 1738.4230, 3374.0761, 1678.2286, 3228.3740, 1631.0557, 2303.0852, 1712.8216, 4079.5396, 1734.2543, 4760.0983, 1723.9508, 4256.6820, 1681.0487, 3231.8864, 1610.3476, 1630.6219, 1610.1675, 1638.5240
215.3200, 1739.3590, 3411.1642, 1676.7740, 3228.1558, 1631.3213, 2303.7836, 1713.0701, 4079.8171, 1735.0906, 4769.9152, 1725.7967, 4269.4164, 1680.8127, 3240.4351, 1610.1680, 1632.2834, 1610.5344, 1640.1110
216.3200, 1737.0900, 3435.4898, 1679.5571, 3227.6442, 1630.6066, 2300.1180, 1710.1631, 4072.2942, 1734.1484, 4775.9904, 1725.9279, 4277.9311, 1681.1032, 3249.7596, 1610.4808, 1631.8051, 1610.6916, 1639.7357
217.3200, 1736.4629, 3444.0807, 1676.6519, 3227.7208, 1629.4590, 2305.8984, 1713.3704, 4072.9924, 1733.9461, 4795.5780, 1726.6033, 4284.8590, 1681.2139, 3251.5251, 1610.6506, 1631.3879, 1610.9935, 1638.1630
218.3200, 1737.5918, 3407.5705, 1677.2987, 3226.0662, 1630.6590, 2299.8656, 1712.0305, 4063.1006, 1732.6031, 4803.9750, 1724.0656, 4290.4066, 1679.9971, 3255.1032, 1609.7819, 1632.1393, 1610.9922, 1639.8234
219.3200, 1736.9128, 3333.4731, 1679.0156, 3224.7610, 1630.1377, 2299.2557, 1712.6784, 4060.0473, 1732.0790, 4806.1734, 1720.8393, 4305.3180, 1678.8201, 3258.2699, 1609.5015, 1631.3378, 1611.6805, 1639.0149
220.3200, 1739.1067, 3271.5417, 1678.7623, 3228.3156, 1631.8787, 2301.1869, 1713.3857, 4057.8918, 1733.4836, 4805.6686, 1723.0459, 4303.0000, 1680.9322, 3263.3348, 1609.8949, 1632.0110, 1611.2195, 1639.4487
221.3200, 1739.2375, 3231.9712, 1677.2299, 3226.0623, 1632.2459, 2296.4590, 1714.9680, 4048.6311, 1735.5279, 4810.7572, 1724.3607, 4301.8098, 1680.3673, 3265.4853, 1610.6274, 1630.4484, 1610.2747, 1640.2097
222.3200, 1741.1679, 3190.0037, 1675.7039, 3224.8143, 1630.5115, 2296.8492, 1710.9238, 4041.9497, 1733.4971, 4820.1060, 1721.8328, 4310.9475, 1679.0501, 3265.2625, 1609.8125, 1631.7868, 1609.6662, 1639.5883
223.3200, 1740.1744, 3229.5547, 1677.2857, 3218.4312, 1631.4754, 2300.8295, 1708.8628, 4050.5412, 1732.0058, 4818.4566, 1721.5672, 4301.8393, 1678.5383, 3264.5516, 1609.7172, 1631.0287, 1612.1305, 1639.5175
224.3200, 1740.8868, 3232.5278, 1678.0208, 3220.2818, 1630.4525, 2302.0656, 1711.0137, 4044.4360, 1734.9461, 4822.9268, 1723.1049, 4307.7967, 1677.4587, 3274.0708, 1609.0415, 1631.8735, 1610.6370, 1639.0552
225.3200, 1739.9369, 3218.4638, 1676.4325, 3218.8143, 1628.5279, 2295.9344, 1712.2835, 4037.3811, 1733.4605, 4829.1349, 1725.1475, 4315.0590, 1681.0103, 3273.9395, 1610.6964, 1631.6860, 1610.4390, 1639.9844
226.3200, 1740.8868, 3175.8098, 1676.1169, 3218.3481, 1632.4262, 2294.4098, 1711.8079, 4039.9421, 1735.2486, 4817.9557, 1721.4852, 4308.9508, 1678.5634, 3270.8186, 1609.8595, 1631.4514, 1609.9753, 1640.0227
227.3200, 1739.1744, 3181.1568, 1677.9312, 3213.0130, 1631.7410, 2292.6230, 1712.1372, 4035.9954, 1732.9114, 4836.2389, 1724.3016, 4326.7672, 1679.5575, 3276.5147, 1610.3690, 1631.7520, 1610.5656, 1638.9370
228.3200, 1737.9647, 3211.7570, 1675.5364, 3209.6597, 1631.1869, 2291.9803, 1711.1540, 4032.2805, 1733.0482, 4827.3526, 1723.2033, 4324.4918, 1681.2065, 3273.0383, 1609.6646, 1630.2737, 1610.4617, 1638.3299
229.3200, 1742.1178, 3166.0983, 1676.8429, 3210.6545, 1632.7311, 2292.1311, 1710.4436, 4023.0412, 1729.9769, 4829.1445, 1720.9803, 4326.3475, 1676.8702, 3272.5649, 1610.5199, 1631.9927, 1611.2104, 1640.0416
230.3200, 1738.9777, 3213.6447, 1676.6558, 3208.5026, 1632.7082, 2296.3180, 1711.2348, 4025.5488, 1731.3719, 4845.5934, 1724.1475, 4325.4852, 1679.5900, 3274.0295, 1608.7343, 1631.5809, 1610.9162, 1640.7636
231.3200, 1739.2124, 3212.2644, 1677.4610, 3200.8649, 1631.6984, 2293.0393, 1712.1067, 4024.3232, 1729.1773, 4845.6821, 1719.1246, 4328.3213, 1679.5885, 3273.5221, 1608.7428, 1630.8076, 1610.9708, 1639.1617
232.3200, 1740.3182, 3207.0353, 1675.9325, 3205.0831, 1631.2393, 2289.0951, 1712.2241, 4012.6799, 1732.6339, 4846.8382, 1721.7180, 4327.8459, 1678.6386, 3271.4572, 1609.5944, 1631.3048, 1610.9143, 1638.5649
233.3200, 1739.2263, 3251.4369, 1677.9221, 3201.8299, 1631.1180, 2288.8918, 1711.5030, 4005.5274, 1730.5645, 4845.6204, 1721.5082, 4327.7377, 1680.3451, 3273.4086, 1610.3977, 1631.9505, 1610.6130, 1639.1688
234.3200, 1737.2560, 3295.3321, 1675.8883, 3201.8338, 1633.6754, 2286.8098, 1711.5518, 4003.4710, 1730.9884, 4847.7938, 1719.6984, 4327.9148, 1678.5015, 3264.4705, 1610.1515, 1631.8314, 1611.1727, 1639.5929
235.3200, 1738.7709, 3278.4703, 1676.7221, 3198.9325, 1632.1574, 2287.2098, 1710.4771, 3991.0991, 1732.5125, 4853.6012, 1722.2525, 4329.9541, 1678.0973, 3269.2035, 1610.1454, 1632.0067, 1609.1760, 1639.5494
236.3200, 1736.9722, 3318.7801, 1677.2182, 3190.9338, 1632.5016, 2282.9213, 1710.9009, 3988.3201, 1732.4759, 4849.5992, 1719.2623, 4329.2656, 1679.3894, 3266.2316, 1609.9200, 1632.2590, 1610.9747, 1640.4701
237.3200, 1737.9323, 3347.8154, 1677.4662, 3189.6403, 1631.9902, 2282.6721, 1710.6463, 3987.8552, 1732.8304, 4853.7457, 1719.7574, 4316.1770, 1677.9720, 3264.9941, 1609.7123, 1631.8491, 1610.3318, 1640.0656
238.3200, 1736.6902, 3362.5594, 1677.0351, 3187.9468, 1630.5377, 2280.4852, 1707.5351, 3973.5351, 1731.1156, 4852.7495, 1722.1869, 4319.8918, 1678.5000, 3269.7080, 1609.4875, 1631.9365, 1610.7000, 1639.5299
239.3200, 1734.8358, 3335.3896, 1676.9117, 3183.9299, 1632.9049, 2284.4000, 1708.3659, 3973.1326, 1729.6513, 4859.0829, 1720.8721, 4334.5279, 1676.5354, 3267.6873, 1610.6084, 1631.3696, 1610.2377, 1639.4377
240.3200, 1735.0074, 3351.1503, 1676.5429, 3183.9701, 1634.4951, 2279.9705, 1709.5229, 3966.2149, 1729.1291, 4851.6069, 1725.5869, 4306.7344, 1679.8673, 3191.7832, 1610.6982, 1631.3555, 1611.1805, 1639.3695
241.3200, 1735.9035, 3327.8794, 1676.0312, 3182.3922, 1633.1967, 2279.3443, 1709.9390, 3965.3887, 1730.2486, 4858.0135, 1721.6590, 4311.0557, 1680.7920, 3207.6888, 1611.0684, 1631.6298, 1611.1961, 1640.2299
242.3200, 1735.0853, 3308.6494, 1676.5364, 3173.6247, 1631.4066, 2281.1607, 1707.7332, 3970.1631, 1730.7707, 4868.6609, 1724.6656, 4339.5344, 1678.7670, 3222.2979, 1609.7856, 1631.6011, 1610.7545, 1639.1526
243.3200, 1738.4128, 3334.5751, 1677.2987, 3200.1857, 1632.5311, 2281.4262, 1711.9405, 4031.5137, 1732.1079, 4911.7958, 1723.1869, 4334.9148, 1682.6504, 3180.2316, 1610.7703, 1630.3372, 1610.3578, 1639.1247
244.3200, 1739.5417, 3388.3738, 1677.2325, 3211.9455, 1633.3672, 2278.6066, 1712.8034, 4051.3460, 1733.6012, 4924.0482, 1723.7869, 4365.8787, 1682.5826, 3209.8009, 1610.9304, 1631.2327, 1611.7026, 1639.0896
245.3200, 1738.7245, 3435.8302, 1677.5519, 3225.8545, 1635.0721, 2277.0525, 1710.6509, 4065.2820, 1732.2620, 4949.0154, 1725.5148, 4386.7082, 1679.8230, 3229.3864, 1608.9896, 1631.2547, 1611.3494, 1637.7331
246.3200, 1738.3757, 3485.7774, 1678.8519, 3229.6519, 1631.3869, 2280.9082, 1711.9939, 4084.0335, 1731.2158, 4957.8401, 1723.6459, 4390.2426, 1680.8835, 3246.8038, 1610.8705, 1629.8760, 1611.0617, 1639.0948
247.3200, 1737.0028, 3525.9017, 1677.0338, 3231.3104, 1630.4066, 2280.6689, 1711.3430, 4090.1052, 1733.8112, 4971.1753, 1723.3541, 4406.3738, 1681.6504, 3264.2714, 1611.1387, 1630.4911, 1611.0494, 1639.0604
248.3200, 1737.2607, 3568.2124, 1679.0312, 3235.4156, 1633.0426, 2284.2000, 1713.6875, 4105.6692, 1733.4200, 4981.6956, 1723.5607, 4418.6328, 1680.6136, 3273.4454, 1609.8296, 1629.4624, 1610.1494, 1638.1416
249.3200, 1734.6215, 3597.9926, 1678.3662, 3250.0052, 1631.9311, 2281.0656, 1712.7210, 4110.3811, 1733.5761, 4988.0597, 1726.5836, 4434.3180, 1681.2065, 3281.9528, 1610.0819, 1630.9597, 1610.9773, 1638.4474
250.3200, 1735.2171, 3621.1902, 1677.5455, 3252.8662, 1633.9803, 2278.7377, 1712.8902, 4124.9817, 1734.6609, 5001.1175, 1723.9180, 4440.9049, 1679.8068, 3289.9971, 1608.7385, 1629.9884, 1610.8435, 1637.6935
251.3200, 1735.2885, 3639.4416, 1678.0091, 3257.7831, 1632.6459, 2277.8557, 1711.2744, 4137.8552, 1732.7418, 5004.1040, 1725.0295, 4423.4033, 1682.0649, 3248.1150, 1609.3842, 1630.2926, 1611.4175, 1637.1273
252.3200, 1735.8618, 3655.3738, 1676.5922, 3263.2857, 1633.6393, 2276.8689, 1710.6814, 4142.7317, 1734.0559, 5010.1869, 1726.2459, 4418.8721, 1684.1254, 3218.4440, 1610.0751, 1630.5339, 1610.0078, 1637.9221
253.3200, 1734.4462, 3671.0677, 1677.9662, 3254.1390, 1634.3180, 2278.5508, 1714.7500, 4145.7104, 1735.3044, 5008.4297, 1725.6721, 4421.6230, 1683.0074, 3238.3717, 1608.8516, 1630.5015, 1610.8617, 1638.5701
254.3200, 1734.8080, 3686.7254, 1677.2922, 3257.0442, 1632.1410, 2278.9279, 1710.8262, 4154.5168, 1733.4200, 5012.6744, 1723.1443, 4428.7705, 1681.5472, 3246.8127, 1610.4093, 1629.7367, 1610.2838, 1637.1474
255.3200, 1734.3247, 3700.8442, 1679.3000, 3260.5727, 1631.6590, 2279.6262, 1714.6143, 4160.6677, 1734.4143, 5026.1156, 1727.0656, 4447.3377, 1681.2375, 3264.1593, 1609.2932, 1630.6011, 1608.8370, 1637.8247
256.3200, 1735.5019, 3715.8275, 1677.5623, 3263.1091, 1632.2689, 2282.4787, 1713.1997, 4168.5366, 1732.8015, 5033.4644, 1725.9934, 4448.0295, 1682.8746, 3272.4985, 1609.6659, 1630.7605, 1611.5506, 1639.5669
257.3200, 1735.6809, 3734.0306, 1678.6260, 3254.6961, 1633.1213, 2280.5377, 1713.3720, 4174.5640, 1734.1580, 5035.2023, 1727.2525, 4461.9803, 1681.9366, 3285.0841, 1611.7294, 1630.7483, 1610.2981, 1638.9513
258.3200, 1735.1586, 3754.7931, 1680.0195, 3257.2948, 1634.3738, 2283.9344, 1713.5061, 4175.3430, 1734.4528, 5040.4432, 1723.7770, 4465.7541, 1681.0914, 3294.5605, 1609.9939, 1631.6188, 1610.7825, 1639.0994
259.3200, 1735.0575, 3764.3256, 1678.3623, 3251.5805, 1632.4721, 2284.1967, 1712.7180, 4180.5503, 1732.7803, 5034.8324, 1724.3180, 4446.6590, 1681.8363, 3253.7655, 1611.6585, 1630.6964, 1612.5506, 1638.3032
260.3200, 1734.9685, 3787.1382, 1679.6701, 3259.4325, 1634.0328, 2282.7377, 1711.2088, 4172.7043, 1732.9904, 5034.7996, 1725.2656, 4432.0852, 1682.5708, 3219.6637, 1610.9371, 1631.2334, 1609.8357, 1639.1175
261.3200, 1733.1614, 3804.5788, 1680.3065, 3261.2169, 1633.9672, 2279.7607, 1713.9741, 4175.8598, 1731.3680, 5045.5607, 1724.3049, 4451.2525, 1683.2139, 3236.5369, 1609.5101, 1628.8216, 1610.6831, 1637.8357
262.3200, 1732.8831, 3817.1280, 1677.7662, 3261.6649, 1631.0787, 2280.0951, 1713.0290, 4183.4924, 1731.3256, 5051.8805, 1727.1738, 4457.0754, 1680.4041, 3254.6327, 1610.5791, 1630.2089, 1611.0344, 1637.7325
263.3200, 1733.0000, 3825.0083, 1677.7156, 3262.4714, 1630.7705, 2280.6689, 1713.8293, 4187.0274, 1732.6840, 5047.9326, 1724.7082, 4450.8098, 1683.5088, 3225.3053, 1609.6359, 1631.5535, 1610.7799, 1637.4968
264.3200, 1733.3599, 3835.8506, 1677.6584, 3264.2260, 1631.7475, 2276.7311, 1712.3171, 4190.3293, 1734.6474, 5054.2794, 1723.3049, 4462.0197, 1681.1519, 3239.9041, 1610.7080, 1630.9878, 1611.2727, 1639.9149
265.3200, 1732.2226, 3838.5501, 1677.8052, 3266.9857, 1633.9639, 2279.4295, 1711.4680, 4186.8933, 1734.3237, 5055.5607, 1723.7869, 4459.7705, 1683.0383, 3250.1018, 1609.6457, 1630.8754, 1611.5773, 1638.9955
266.3200, 1734.1141, 3843.7904, 1677.6104, 3264.7143, 1632.9770, 2279.9738, 1712.1235, 4187.8994, 1732.8709, 5056.0424, 1722.6066, 4476.2557, 1681.9100, 3267.8879, 1610.1240, 1632.0367, 1610.3097, 1638.3084
267.3200, 1734.9981, 3847.7041, 1678.6558, 3271.7065, 1633.7377, 2280.0295, 1713.3674, 4190.4451, 1731.4489, 5053.8516, 1726.4951, 4471.2131, 1680.9617, 3273.9661, 1609.5443, 1632.0354, 1610.6435, 1638.7331
268.3200, 1733.4712, 3847.8033, 1679.4078, 3269.4013, 1632.2754, 2279.4033, 1711.5015, 4189.4710, 1733.3141, 5062.1522, 1726.0754, 4481.4754, 1682.4204, 3277.6785, 1610.5736, 1631.1936, 1610.5968, 1638.5773
269.3200, 1731.4332, 3855.7737, 1677.5740, 3270.8818, 1632.4852, 2276.2656, 1712.5335, 4206.3567, 1731.7900, 5058.1676, 1724.5279, 4467.9049, 1682.9410, 3245.9912, 1609.5412, 1630.7178, 1610.1500, 1638.3747
270.3200, 1732.3924, 3856.4462, 1678.3779, 3268.7312, 1629.7344, 2275.9180, 1713.3521, 4196.3826, 1732.7225, 5068.7572, 1722.9967, 4449.6820, 1682.8687, 3215.2640, 1609.2926, 1631.3928, 1610.6214, 1640.1584
271.3200, 1732.3729, 3863.7801, 1679.0377, 3266.0494, 1631.0754, 2277.0689, 1712.5046, 4197.3384, 1734.0270, 5060.9017, 1723.5770, 4450.1410, 1682.7345, 3196.4248, 1609.4630, 1630.2999, 1610.8409, 1638.5240
272.3200, 1733.1475, 3858.5204, 1679.4805, 3262.0857, 1630.6393, 2277.2852, 1714.1921, 4192.8811, 1730.8073, 5067.4162, 1724.3508, 4466.1770, 1682.9248, 3212.6195, 1609.8479, 1630.8186, 1612.7188, 1639.1344
273.3200, 1734.2616, 3862.8683, 1676.9727, 3265.4104, 1633.4525, 2273.6066, 1713.5732, 4205.5915, 1730.7572, 5063.3121, 1722.1344, 4471.3967, 1682.5723, 3233.2979, 1610.1784, 1632.1741, 1610.5584, 1639.5591
274.3200, 1732.0436, 3865.3887, 1678.5091, 3267.0870, 1632.4393, 2280.3639, 1713.6829, 4202.7744, 1734.0270, 5067.6224, 1725.1770, 4478.3410, 1683.1357, 3252.8732, 1611.8644, 1629.9578, 1612.1695, 1637.9890
275.3200, 1732.2143, 3870.6902, 1678.8948, 3264.7714, 1630.6197, 2280.2820, 1711.4909, 4199.9893, 1733.3276, 5074.0385, 1724.3246, 4478.7344, 1681.5015, 3265.0280, 1610.4117, 1630.4337, 1610.8221, 1638.4169
276.3200, 1733.7514, 3878.2171, 1678.6545, 3261.7312, 1633.6262, 2275.6328, 1712.9055, 4196.2241, 1735.5684, 5064.0501, 1723.2984, 4463.8131, 1682.2227, 3231.3245, 1609.8790, 1630.4948, 1610.2396, 1639.1305
277.3200, 1731.2996, 3880.8098, 1678.4636, 3263.0662, 1633.4426, 2278.1967, 1714.2088, 4195.9771, 1731.8054, 5067.1561, 1723.7344, 4467.3541, 1683.0457, 3241.7566, 1609.9896, 1629.7459, 1611.4721, 1637.4558
278.3200, 1733.2607, 3894.2579, 1677.1455, 3261.1948, 1631.8230, 2275.6787, 1712.2271, 4198.1006, 1734.7303, 5061.6917, 1725.7508, 4450.1508, 1682.1903, 3207.3496, 1610.6549, 1630.5852, 1610.6312, 1637.5825
279.3200, 1733.2022, 3900.0547, 1676.7909, 3259.1065, 1632.0918, 2277.4721, 1714.1966, 4203.3140, 1733.1676, 5060.4759, 1725.8951, 4467.6066, 1682.9027, 3234.5236, 1610.1741, 1630.6933, 1610.7870, 1639.1623
280.3200, 1732.3154, 3901.7486, 1677.7896, 3252.3636, 1634.5738, 2279.6000, 1714.8643, 4200.2195, 1733.3988, 5069.2929, 1725.3672, 4467.2492, 1684.2198, 3248.1785, 1610.4032, 1630.8699, 1610.9058, 1638.2474
