"File: DDELog(Excel:M13	1	1)::C:\Users\user\Desktop\clemens\20_07_22_DRG_AOP\M13_DRG_20_7\M13.LOG"
"Date: Wed Jul 20 2022 11:3:11.233"
0.0000, "Wavelength Names:	340	385	GFP	Wavelength 4	555"
"Time (sec)"
54.8040
114.1950
157.8030
0.0000, "Clock reset to 0.0"
"Region 1: [Location: (104, 68), Size: (74, 57), Area: 3256]"
"Region 2: [Location: (314, 125), Size: (33, 34), Area: 858]"
"Region 3: [Location: (252, 174), Size: (29, 33), Area: 737]"
"Region 4: [Location: (283, 230), Size: (42, 36), Area: 1164]"
"Region 5: [Location: (60, 156), Size: (30, 25), Area: 582]"
"Region 6: [Location: (38, 375), Size: (39, 41), Area: 1239]"
"Time (sec)", "R1 W1 Avg", "R1 W2 Avg", "R2 W1 Avg", "R2 W2 Avg", "R3 W1 Avg", "R3 W2 Avg", "R4 W1 Avg", "R4 W2 Avg", "R5 W1 Avg", "R5 W2 Avg", "R6 W1 Avg", "R6 W2 Avg"
293.8620, 1697.2862, 4807.8424, 1650.8706, 3274.7552, 1647.9539, 2891.7720, 1642.0043, 2727.5043, 1584.7835, 1616.4605, 1585.9443, 1613.5819
294.8620, 1698.1529, 4806.8437, 1650.9709, 3278.0851, 1648.8033, 2889.7503, 1640.8162, 2727.7062, 1586.1959, 1616.3780, 1585.0379, 1611.7732
295.8620, 1698.1812, 4806.9300, 1652.9569, 3276.7727, 1648.0421, 2889.3908, 1642.9184, 2732.8033, 1584.6649, 1617.9931, 1585.3180, 1612.7417
296.8620, 1698.9936, 4807.7104, 1652.0897, 3274.1958, 1651.0543, 2894.1696, 1641.3625, 2731.1735, 1587.0326, 1618.3729, 1585.7078, 1611.8297
297.8620, 1697.9269, 4804.5003, 1650.7960, 3278.1469, 1649.3365, 2894.4871, 1640.5885, 2730.1701, 1585.0962, 1615.9158, 1585.1542, 1613.1356
298.8620, 1696.9380, 4805.2746, 1653.7949, 3280.7552, 1647.5441, 2896.0271, 1641.8729, 2730.3127, 1586.4278, 1617.7852, 1585.6037, 1613.8741
299.8620, 1698.7460, 4803.5716, 1653.4744, 3273.8100, 1648.8060, 2898.8372, 1642.0223, 2729.0198, 1587.3540, 1616.6460, 1585.5755, 1612.4294
300.8620, 1698.0756, 4803.0534, 1652.8648, 3268.6096, 1647.7802, 2891.3704, 1642.8617, 2727.4502, 1585.3574, 1615.0962, 1585.3632, 1612.8281
301.8620, 1698.3756, 4803.2316, 1652.0443, 3269.4242, 1648.3569, 2894.2795, 1640.3591, 2729.6770, 1586.1323, 1615.4519, 1586.0888, 1613.4262
302.8620, 1698.2779, 4801.3756, 1651.2389, 3270.3951, 1648.4383, 2897.7001, 1640.2010, 2727.7027, 1586.1684, 1618.3969, 1584.2357, 1612.0113
303.8620, 1699.1594, 4803.2325, 1653.0023, 3269.0839, 1646.4640, 2897.7056, 1641.3110, 2728.2758, 1584.9794, 1617.4794, 1586.0589, 1613.7385
304.8620, 1697.8584, 4798.9837, 1651.8869, 3269.7727, 1648.3202, 2898.0651, 1641.3488, 2728.5387, 1586.4914, 1618.1564, 1585.6667, 1614.0718
305.8620, 1697.1959, 4801.6582, 1652.1702, 3272.4033, 1646.1275, 2896.2931, 1641.1040, 2728.7345, 1585.8247, 1617.2079, 1585.1977, 1613.4810
306.8620, 1698.2408, 4801.6468, 1651.3147, 3270.6702, 1648.5197, 2898.1004, 1641.8909, 2726.8497, 1586.7818, 1618.4450, 1585.3559, 1613.4948
307.8620, 1697.9395, 4801.6803, 1653.2529, 3273.7622, 1649.4233, 2900.6282, 1642.7973, 2728.5326, 1585.4897, 1617.6924, 1584.3592, 1612.5440
308.8620, 1698.9287, 4799.9143, 1652.8147, 3271.2727, 1648.7938, 2905.3324, 1641.8316, 2725.4648, 1587.4124, 1617.5601, 1586.0073, 1614.2728
309.8620, 1696.7184, 4797.4223, 1653.2238, 3272.1923, 1646.8073, 2902.1574, 1640.9338, 2731.1744, 1584.7491, 1617.0189, 1585.1186, 1613.8055
310.8620, 1697.9413, 4794.3993, 1652.2238, 3270.1072, 1649.0706, 2899.1221, 1642.7311, 2726.9983, 1586.6512, 1617.2938, 1584.4867, 1613.7603
311.8620, 1698.6293, 4796.2700, 1652.9744, 3268.8450, 1647.9932, 2901.5495, 1641.5326, 2726.9381, 1584.9003, 1617.4485, 1584.7926, 1613.8313
312.8620, 1697.7217, 4796.0246, 1650.4522, 3265.7110, 1649.2619, 2900.8955, 1641.4983, 2726.0232, 1585.9141, 1616.9880, 1585.3043, 1613.6199
313.8620, 1699.1748, 4798.2245, 1651.7401, 3268.0198, 1646.6879, 2902.8969, 1641.0378, 2731.2715, 1584.7595, 1617.2698, 1585.7288, 1612.5036
314.8620, 1698.8182, 4796.3891, 1652.9592, 3269.7016, 1648.2442, 2902.1832, 1641.5842, 2728.9072, 1585.7182, 1618.0808, 1585.2050, 1613.1114
315.8620, 1697.5513, 4791.0246, 1652.1061, 3262.5979, 1647.7137, 2906.0516, 1640.3497, 2725.9596, 1584.2096, 1618.2646, 1584.4294, 1613.6231
316.8620, 1697.2082, 4796.8302, 1651.4825, 3267.3881, 1647.8033, 2903.3758, 1641.3084, 2728.8041, 1584.6907, 1616.7595, 1584.8273, 1613.9935
317.8620, 1697.7672, 4794.3532, 1651.5606, 3264.0909, 1647.1872, 2904.4627, 1642.3686, 2725.5962, 1585.8832, 1616.1512, 1585.4068, 1612.2389
318.8620, 1698.2687, 4798.1035, 1651.0991, 3277.4417, 1646.3582, 2903.4912, 1641.3273, 2729.8866, 1585.5997, 1618.2646, 1585.4294, 1613.3987
319.8620, 1697.7795, 4795.2451, 1651.7972, 3263.3438, 1647.5604, 2908.7015, 1641.7723, 2728.9046, 1585.7990, 1615.8316, 1584.7942, 1613.8830
320.8620, 1698.1837, 4794.3299, 1652.2739, 3260.0280, 1648.3419, 2907.0109, 1640.5430, 2728.9622, 1585.5962, 1616.3574, 1585.5359, 1614.0872
321.8620, 1698.1787, 4792.8867, 1653.0513, 3262.2214, 1646.1235, 2904.8290, 1640.1323, 2726.2113, 1585.1735, 1615.3436, 1585.0630, 1612.8305
322.8620, 1697.5568, 4794.0498, 1652.7937, 3264.5653, 1647.1384, 2907.9688, 1639.7577, 2722.4253, 1585.6289, 1616.8625, 1584.7958, 1613.0073
323.8620, 1697.1720, 4791.4186, 1651.4650, 3260.3811, 1648.6513, 2904.9267, 1641.0653, 2722.4132, 1585.2852, 1615.7955, 1584.0613, 1610.8910
324.8620, 1698.5820, 4791.0491, 1651.7786, 3259.6620, 1648.8345, 2895.2659, 1641.8883, 2723.7809, 1585.8179, 1617.7629, 1584.3414, 1613.1558
325.8620, 1697.5961, 4789.2217, 1651.4988, 3260.4639, 1648.2429, 2899.6974, 1640.9648, 2719.0515, 1584.8625, 1616.7045, 1585.0783, 1611.8717
326.8620, 1697.2294, 4791.2485, 1651.5688, 3258.3928, 1646.9986, 2890.5210, 1642.6821, 2718.8978, 1585.1838, 1615.4777, 1584.6013, 1612.9540
327.8620, 1697.8397, 4786.3713, 1652.4487, 3256.7436, 1646.6038, 2885.5332, 1641.2405, 2717.7792, 1585.4038, 1616.9948, 1584.2534, 1613.0404
328.8620, 1697.2672, 4785.2859, 1652.6445, 3258.6270, 1646.5984, 2879.4328, 1640.0000, 2717.5223, 1584.4605, 1617.7371, 1586.1308, 1613.5981
329.8620, 1697.0479, 4782.9079, 1650.5839, 3258.3788, 1647.9362, 2887.8005, 1641.0558, 2719.6392, 1584.5120, 1616.1942, 1585.4213, 1612.5472
330.8620, 1698.5584, 4786.6468, 1650.4499, 3252.9825, 1647.5658, 2892.4261, 1641.2225, 2716.0971, 1586.9880, 1616.6409, 1585.2470, 1613.9217
331.8620, 1697.6987, 4785.7494, 1651.3357, 3255.3671, 1647.3256, 2896.9362, 1642.1924, 2717.0266, 1585.1254, 1616.3711, 1585.2308, 1612.4826
332.8620, 1697.4426, 4785.4582, 1651.7273, 3251.8881, 1648.3216, 2895.2361, 1640.4588, 2719.4321, 1583.6065, 1615.5808, 1584.8830, 1612.6917
333.8620, 1697.2500, 4785.3234, 1652.2692, 3254.9056, 1648.6716, 2895.9688, 1641.3067, 2719.3909, 1585.6838, 1617.7560, 1585.7345, 1614.9306
334.8620, 1698.0863, 4781.4392, 1650.4977, 3259.2284, 1647.8779, 2896.6038, 1641.3290, 2721.3041, 1586.2388, 1616.0739, 1584.2785, 1613.4262
335.8620, 1698.0986, 4786.9702, 1651.1410, 3252.1550, 1647.7449, 2896.6988, 1641.4820, 2720.6151, 1585.9038, 1616.6924, 1586.6602, 1615.0880
336.8620, 1697.7101, 4785.0633, 1650.8252, 3251.1072, 1647.6418, 2896.4396, 1641.9270, 2718.8960, 1587.1306, 1615.9124, 1584.9540, 1612.5577
337.8620, 1698.3670, 4782.7463, 1653.7762, 3251.7249, 1648.4518, 2898.1289, 1641.5979, 2718.6512, 1586.0034, 1616.9192, 1585.8951, 1613.5133
338.8620, 1697.2801, 4780.1222, 1650.8869, 3255.8904, 1649.9430, 2895.5536, 1641.2045, 2715.4562, 1586.4674, 1616.0567, 1585.1792, 1614.1041
339.8620, 1697.8133, 4782.6038, 1652.7552, 3253.4476, 1648.5739, 2895.9647, 1641.0945, 2714.5730, 1585.0120, 1616.4416, 1586.0565, 1612.6755
340.8620, 1697.0442, 4782.3280, 1651.6212, 3251.9382, 1648.1072, 2896.9552, 1641.0507, 2715.2835, 1586.2148, 1616.2646, 1585.0363, 1612.7667
341.8620, 1697.9893, 4778.5384, 1651.6189, 3249.1970, 1646.7476, 2898.5495, 1642.0369, 2709.5627, 1584.7629, 1615.7749, 1585.2252, 1613.2841
342.8620, 1698.6468, 4780.5476, 1652.5734, 3251.9149, 1647.9688, 2897.7490, 1641.5146, 2711.0060, 1586.7199, 1617.1667, 1585.7328, 1613.2599
343.8620, 1698.9681, 4782.3480, 1650.7378, 3249.4697, 1647.3650, 2897.8589, 1641.4716, 2710.1667, 1585.8299, 1617.9759, 1585.0969, 1611.4931
344.8620, 1697.8928, 4780.1057, 1651.7133, 3251.0688, 1647.4735, 2896.7707, 1642.0378, 2711.5498, 1586.5584, 1616.8797, 1585.0928, 1614.1453
345.8620, 1698.7442, 4784.4241, 1651.7051, 3251.8124, 1648.4233, 2898.7151, 1642.5567, 2709.2706, 1586.2852, 1617.3007, 1585.0734, 1613.2970
346.8620, 1697.7678, 4782.0513, 1650.8718, 3248.7343, 1648.4057, 2892.4505, 1642.3110, 2705.4244, 1585.9141, 1618.0550, 1585.1937, 1615.1937
347.8620, 1696.9241, 4779.7703, 1649.2552, 3248.4580, 1647.1777, 2891.9525, 1639.8265, 2706.9132, 1584.5911, 1616.0859, 1585.2994, 1613.2914
348.8620, 1696.7067, 4778.4017, 1652.0536, 3245.8998, 1647.7151, 2896.8792, 1641.4837, 2656.6400, 1586.9364, 1616.8643, 1584.0525, 1613.7377
349.8620, 1697.5808, 4782.1121, 1649.1923, 3251.4860, 1649.5007, 2896.7951, 1644.6950, 2556.4390, 1584.5704, 1616.0722, 1585.6586, 1615.2187
350.8620, 1696.9659, 4780.4929, 1650.7832, 3249.4942, 1648.6364, 2894.5332, 1644.9665, 2496.3643, 1585.6976, 1618.2010, 1585.5319, 1613.2292
351.8620, 1697.5998, 4779.5150, 1650.9289, 3244.8648, 1648.8100, 2888.5360, 1645.8591, 2462.8591, 1586.3385, 1618.6993, 1584.2195, 1613.6360
352.8620, 1696.8357, 4781.1173, 1649.1550, 3239.2587, 1648.9525, 2795.6404, 1643.7844, 2434.6813, 1585.0533, 1618.0533, 1585.7522, 1612.7111
353.8620, 1696.8593, 4783.0141, 1651.0804, 3242.3124, 1649.5767, 2799.3677, 1644.9141, 2432.0662, 1584.3230, 1614.5584, 1585.2139, 1613.4972
354.8620, 1697.0891, 4776.9908, 1649.7995, 3237.7389, 1648.1194, 2810.0204, 1645.2818, 2459.5876, 1585.5258, 1616.2869, 1584.5763, 1612.9290
355.8620, 1698.2887, 4779.8990, 1651.6970, 3238.1865, 1647.9756, 2827.4708, 1645.6770, 2445.2955, 1584.8591, 1619.3591, 1585.8668, 1613.2260
356.8620, 1699.0132, 4775.9346, 1652.6224, 3238.6550, 1648.6092, 2835.8874, 1644.2010, 2460.8290, 1586.5945, 1617.6409, 1585.7441, 1613.1824
357.8620, 1698.3799, 4776.0623, 1652.5862, 3238.4406, 1648.9430, 2845.3066, 1644.0129, 2488.9502, 1586.2062, 1616.1082, 1584.9451, 1612.9839
358.8620, 1697.3679, 4778.7976, 1652.6690, 3240.0769, 1649.2022, 2854.8331, 1643.2019, 2507.1057, 1586.0206, 1616.7354, 1585.4915, 1613.9927
359.8620, 1697.9929, 4777.0768, 1652.7960, 3240.3869, 1648.0896, 2861.5658, 1645.4450, 2482.2156, 1586.1993, 1617.2182, 1584.6336, 1613.3890
360.8620, 1697.7174, 4776.1585, 1650.9942, 3241.6538, 1648.8996, 2863.7028, 1644.4021, 2463.0206, 1584.6031, 1615.6186, 1585.1001, 1614.3834
361.8620, 1698.5408, 4778.2211, 1652.0664, 3230.6620, 1647.7422, 2866.1113, 1645.7560, 2373.4064, 1585.9467, 1616.1890, 1585.1308, 1610.8846
362.8620, 1697.1612, 4773.0270, 1649.5186, 3218.9382, 1648.9362, 2871.2578, 1645.4940, 2400.3093, 1586.1478, 1618.6100, 1584.4229, 1613.3309
363.8620, 1696.9312, 4771.3123, 1649.5513, 3217.2611, 1647.5902, 2873.7463, 1643.5576, 2474.2500, 1585.2491, 1616.3368, 1584.3947, 1612.3462
364.8620, 1699.2042, 4767.4155, 1649.0664, 3212.3368, 1648.3718, 2874.6716, 1644.2560, 2530.6014, 1586.1271, 1618.0979, 1584.1994, 1612.5650
365.8620, 1697.7264, 4771.7693, 1647.6026, 3210.0583, 1647.7341, 2879.2917, 1643.8531, 2572.2947, 1586.9708, 1616.9656, 1585.3914, 1612.2518
366.8620, 1697.6959, 4768.2783, 1646.2774, 3209.4219, 1648.3066, 2882.5807, 1641.9467, 2604.0258, 1587.2491, 1616.0034, 1585.3551, 1613.4705
367.8620, 1698.4426, 4769.0347, 1646.4685, 3206.8776, 1646.5685, 2882.3935, 1643.3308, 2627.8333, 1585.0326, 1617.4330, 1584.2760, 1611.8337
368.8620, 1698.1849, 4771.4954, 1646.4988, 3207.6515, 1648.4749, 2883.3446, 1642.4141, 2642.5077, 1586.2921, 1616.4296, 1585.1501, 1612.9395
369.8620, 1697.6517, 4770.5550, 1646.2238, 3203.3683, 1648.2754, 2880.3107, 1642.7405, 2653.9536, 1586.5979, 1617.1495, 1585.6885, 1612.9952
370.8620, 1697.9969, 4766.9143, 1644.5420, 3204.1434, 1648.5753, 2886.2727, 1641.5146, 2669.5567, 1584.7285, 1613.7766, 1585.4915, 1613.4665
371.8620, 1697.9754, 4766.7374, 1645.4336, 3198.8858, 1647.0923, 2885.8670, 1642.4038, 2672.4270, 1587.3265, 1617.0928, 1585.3035, 1612.3454
372.8620, 1697.8292, 4766.7657, 1645.6900, 3203.3042, 1648.9132, 2884.7476, 1641.5318, 2677.4416, 1585.4725, 1617.1409, 1584.9435, 1612.8967
373.8620, 1697.1517, 4766.7988, 1643.0921, 3198.5221, 1649.3664, 2889.4342, 1641.1959, 2680.7122, 1585.6237, 1616.9021, 1583.9435, 1611.8628
374.8620, 1695.6594, 4768.2586, 1645.1329, 3196.6270, 1647.0556, 2886.0027, 1640.8076, 2685.7079, 1584.6924, 1617.2801, 1585.0048, 1614.0605
375.8620, 1696.4638, 4766.3808, 1642.5058, 3195.6200, 1648.5142, 2884.0882, 1640.3883, 2687.3454, 1586.3213, 1618.2285, 1585.0936, 1612.4633
376.8620, 1697.2466, 4765.7368, 1643.4907, 3197.2436, 1648.3514, 2878.9593, 1642.3677, 2690.5421, 1585.8093, 1616.0619, 1585.3761, 1613.3099
377.8620, 1697.4186, 4766.5046, 1645.0781, 3195.0956, 1647.0828, 2886.6309, 1640.1194, 2687.9897, 1586.0206, 1617.9811, 1583.8249, 1613.1049
378.8620, 1697.2018, 4767.4656, 1642.8590, 3190.6364, 1646.7164, 2886.0665, 1640.2139, 2688.5043, 1586.5722, 1616.4828, 1585.2179, 1612.6618
379.8620, 1696.8240, 4762.5596, 1643.0548, 3185.2331, 1648.5332, 2879.2252, 1640.7199, 2688.8222, 1586.0206, 1615.8969, 1584.5230, 1613.0896
380.8620, 1697.2525, 4762.7095, 1642.9138, 3179.3193, 1647.8494, 2883.0638, 1641.6916, 2688.2388, 1585.1770, 1617.3608, 1585.6618, 1614.2042
381.8620, 1697.5172, 4762.5544, 1641.7075, 3177.8403, 1646.0896, 2882.4247, 1642.2010, 2689.1057, 1584.0223, 1615.0997, 1585.7345, 1614.1848
382.8620, 1696.3655, 4764.6379, 1643.2459, 3182.1538, 1648.9919, 2882.4735, 1642.7586, 2690.4562, 1585.4313, 1616.7852, 1584.5585, 1614.4746
383.8620, 1698.1250, 4763.6711, 1642.7821, 3179.2366, 1647.3989, 2882.3487, 1640.9107, 2689.8213, 1586.8746, 1617.4467, 1585.5755, 1612.4068
384.8620, 1697.3329, 4763.2270, 1642.9021, 3177.1154, 1647.3419, 2886.0570, 1641.3024, 2692.0490, 1586.1804, 1614.6048, 1585.5270, 1612.9040
385.8620, 1698.2107, 4759.2755, 1642.0676, 3175.0793, 1647.4640, 2887.8250, 1640.6134, 2696.9716, 1585.7595, 1616.9261, 1585.1283, 1612.5593
386.8620, 1697.4410, 4761.3185, 1641.6072, 3171.1480, 1646.7354, 2889.0923, 1642.0189, 2694.9407, 1584.4072, 1615.7045, 1585.4116, 1612.9863
387.8620, 1695.8194, 4759.3861, 1642.8578, 3176.8485, 1647.6635, 2889.9878, 1641.9424, 2693.2887, 1584.5928, 1617.6976, 1585.4326, 1613.2833
388.8620, 1697.8725, 4760.4152, 1642.8613, 3175.0140, 1647.6187, 2887.1805, 1642.0782, 2694.0653, 1586.6753, 1614.7784, 1585.1138, 1612.8200
389.8620, 1696.7902, 4757.1508, 1642.9452, 3173.3054, 1647.1832, 2892.3704, 1640.9957, 2689.1607, 1584.1701, 1615.5670, 1584.5408, 1612.6328
390.8620, 1697.2998, 4761.2503, 1641.8042, 3170.9755, 1647.4193, 2887.4640, 1640.2784, 2694.5146, 1584.7440, 1619.4519, 1585.2712, 1612.5214
391.8620, 1697.0359, 4758.9810, 1641.7005, 3167.1096, 1647.0556, 2891.9891, 1641.3196, 2694.4734, 1584.8093, 1615.7423, 1585.3898, 1613.6449
392.8620, 1697.0399, 4760.2887, 1641.6329, 3167.7762, 1647.8385, 2890.8996, 1640.8436, 2694.3479, 1585.1478, 1617.4450, 1587.1566, 1613.2437
393.8620, 1695.9109, 4759.2147, 1642.2331, 3167.8578, 1646.2985, 2891.4084, 1639.9433, 2695.0524, 1585.2113, 1617.1375, 1585.3947, 1613.0476
394.8620, 1698.1130, 4758.1139, 1642.9172, 3169.7821, 1648.5088, 2885.5658, 1640.8789, 2692.8325, 1585.5361, 1615.7337, 1586.0928, 1614.9144
395.8620, 1696.3547, 4758.7294, 1641.7774, 3165.9079, 1647.9430, 2890.1900, 1640.4184, 2696.6014, 1586.2560, 1615.4124, 1585.5133, 1613.6602
396.8620, 1697.2343, 4760.4659, 1641.8834, 3162.1772, 1646.7829, 2887.3636, 1641.4742, 2691.8771, 1587.3265, 1616.7131, 1586.7643, 1612.6029
397.8620, 1698.3170, 4760.0915, 1641.8159, 3160.1783, 1647.2320, 2889.7734, 1641.9038, 2695.0997, 1585.8729, 1615.8368, 1584.5948, 1613.4584
398.8620, 1697.2703, 4759.7233, 1642.9732, 3158.2226, 1648.0393, 2892.4383, 1642.2088, 2693.8565, 1586.3007, 1616.2732, 1585.4487, 1613.1517
399.8620, 1697.4432, 4758.7466, 1641.9907, 3159.2354, 1647.0543, 2892.0475, 1640.3918, 2692.5567, 1585.0223, 1616.4931, 1585.8805, 1612.6110
400.8620, 1697.3090, 4756.6517, 1640.0664, 3156.9219, 1647.1588, 2890.2374, 1640.8600, 2694.1400, 1586.2663, 1616.7904, 1584.2930, 1613.3890
401.8620, 1697.2245, 4757.0451, 1643.7587, 3153.9079, 1647.8887, 2893.5427, 1640.6924, 2692.6460, 1586.2234, 1617.2268, 1585.2591, 1611.6868
402.8620, 1697.6920, 4755.1827, 1641.2506, 3153.4779, 1647.0244, 2895.3148, 1640.7955, 2691.3935, 1585.0928, 1616.4536, 1585.3293, 1612.9314
403.8620, 1697.4324, 4754.8603, 1642.2483, 3150.7692, 1648.1818, 2890.8250, 1641.0069, 2692.0971, 1586.4914, 1616.6375, 1584.7094, 1613.7062
404.8620, 1698.2743, 4754.9994, 1642.6970, 3148.3275, 1649.0054, 2894.9267, 1640.9940, 2689.3969, 1585.0567, 1616.9622, 1585.7708, 1613.1283
405.8620, 1697.2055, 4752.0396, 1641.3054, 3149.0431, 1647.6974, 2897.0231, 1641.4227, 2692.1735, 1585.6890, 1616.9433, 1585.4181, 1612.7514
406.8620, 1697.4475, 4751.6926, 1641.7133, 3151.0058, 1647.1642, 2897.2659, 1640.9141, 2692.2509, 1586.0464, 1615.4381, 1585.6336, 1614.3834
407.8620, 1697.5602, 4750.1096, 1639.7704, 3148.8007, 1646.9674, 2896.7422, 1641.6100, 2689.2680, 1585.6667, 1617.3368, 1585.1872, 1611.9153
408.8620, 1697.6038, 4748.6935, 1643.4732, 3146.3566, 1647.0692, 2895.9824, 1640.5627, 2690.8187, 1584.7990, 1616.6409, 1585.5827, 1612.3462
409.8620, 1696.4186, 4753.0832, 1640.3531, 3148.4895, 1646.4681, 2895.4450, 1641.0447, 2691.8969, 1585.3849, 1614.5911, 1586.1800, 1613.5674
410.8620, 1697.6192, 4746.1858, 1640.8007, 3146.8124, 1649.3202, 2894.0027, 1641.4948, 2691.3471, 1586.0601, 1616.4107, 1585.3293, 1614.1388
411.8620, 1697.1293, 4748.4438, 1641.3660, 3142.8928, 1646.8535, 2894.1085, 1640.2680, 2691.3067, 1585.4691, 1616.7715, 1584.5650, 1612.4084
412.8620, 1697.0175, 4747.9840, 1641.1807, 3144.2890, 1647.6160, 2895.6431, 1641.0962, 2689.8582, 1586.5601, 1617.3677, 1585.2575, 1612.4665
413.8620, 1696.9487, 4748.1695, 1641.0420, 3141.4674, 1647.7802, 2896.9837, 1639.7191, 2687.9897, 1586.2955, 1615.3832, 1586.1001, 1613.9661
414.8620, 1696.9091, 4750.7147, 1641.2471, 3140.5268, 1648.2646, 2898.4342, 1639.9777, 2690.7680, 1586.7216, 1614.6649, 1584.1864, 1612.3923
415.8620, 1696.4119, 4750.3274, 1641.7832, 3136.6235, 1647.6866, 2902.5957, 1640.4665, 2692.0430, 1585.5069, 1617.0979, 1584.8176, 1612.6199
416.8620, 1696.4168, 4747.8495, 1640.4429, 3129.8135, 1647.8480, 2898.8928, 1640.5318, 2686.2758, 1586.7801, 1617.2079, 1585.7207, 1613.7474
417.8620, 1697.6726, 4746.6459, 1642.9429, 3130.2762, 1647.6011, 2897.8412, 1639.2698, 2686.5180, 1586.5395, 1615.0155, 1585.2776, 1613.1558
418.8620, 1697.6993, 4745.7872, 1641.9009, 3130.1620, 1645.8575, 2902.5156, 1639.7526, 2687.8058, 1586.6770, 1616.2285, 1584.7006, 1613.2526
419.8620, 1697.6674, 4742.9850, 1641.6865, 3124.5583, 1646.8168, 2902.5550, 1640.2397, 2685.5902, 1586.1392, 1616.0670, 1585.1195, 1613.1977
420.8620, 1696.7506, 4744.4241, 1640.7704, 3126.8473, 1645.0149, 2895.6988, 1641.4012, 2687.5292, 1585.0326, 1615.0344, 1585.1848, 1614.1630
421.8620, 1696.2905, 4742.7270, 1640.2681, 3127.7622, 1646.4681, 2899.9810, 1640.5584, 2682.7775, 1586.2973, 1616.3677, 1585.0226, 1612.6618
422.8620, 1697.7810, 4744.0332, 1641.0804, 3130.6480, 1647.1696, 2896.1588, 1639.7706, 2686.6400, 1584.7474, 1615.5258, 1584.5133, 1611.9435
423.8620, 1695.2810, 4742.4917, 1640.7902, 3122.4604, 1645.5577, 2897.9227, 1640.8892, 2687.3247, 1585.7904, 1615.6529, 1584.5916, 1614.3180
424.8620, 1696.1751, 4741.1560, 1640.6748, 3126.3601, 1646.2117, 2897.2483, 1640.9115, 2685.5490, 1586.2887, 1613.8832, 1584.2349, 1613.5190
425.8620, 1696.8274, 4741.3993, 1642.8205, 3123.2552, 1645.5047, 2896.8738, 1642.1108, 2684.2998, 1584.9553, 1617.5155, 1584.0928, 1613.7054
426.8620, 1697.3237, 4743.2420, 1641.4627, 3125.9569, 1646.6526, 2902.1777, 1639.5498, 2683.2216, 1585.5567, 1616.1478, 1584.3688, 1613.4278
427.8620, 1696.9991, 4740.5344, 1642.6760, 3125.3054, 1645.0719, 2901.5170, 1640.9742, 2687.0662, 1586.0550, 1616.2784, 1586.7183, 1612.3551
428.8620, 1697.1723, 4745.0015, 1641.0221, 3126.1573, 1647.6092, 2898.8453, 1640.9485, 2687.3393, 1585.3196, 1615.2543, 1584.8475, 1613.1743
429.8620, 1696.7171, 4742.5402, 1641.1830, 3121.0012, 1643.6716, 2900.3446, 1639.8153, 2687.8050, 1586.0464, 1613.4244, 1585.9322, 1612.5327
430.8620, 1696.0786, 4743.3710, 1641.1655, 3123.7716, 1646.6581, 2899.0231, 1642.0412, 2686.0541, 1584.8385, 1616.7027, 1585.8184, 1613.5020
431.8620, 1695.8799, 4742.5166, 1641.6911, 3117.3368, 1646.6811, 2901.1045, 1639.9510, 2685.9390, 1585.4244, 1615.6873, 1585.0533, 1614.2324
432.8620, 1695.7528, 4740.3529, 1641.4685, 3120.0175, 1645.7829, 2899.4084, 1639.9553, 2684.1486, 1584.6031, 1618.2629, 1584.7708, 1613.1049
433.8620, 1696.4991, 4741.6244, 1643.3147, 3120.9895, 1645.4152, 2897.4071, 1640.5868, 2687.6323, 1584.6289, 1615.4158, 1585.7651, 1614.2163
434.8620, 1696.6797, 4743.2528, 1641.4219, 3119.7156, 1647.2537, 2898.5672, 1640.7328, 2684.4596, 1585.3952, 1617.5962, 1585.7522, 1612.8725
435.8620, 1696.6861, 4741.6164, 1640.2273, 3115.8951, 1647.5970, 2893.3501, 1641.0790, 2681.9149, 1585.0739, 1615.4725, 1585.3987, 1613.2082
436.8620, 1697.3510, 4741.7561, 1639.6282, 3112.3333, 1647.8019, 2894.2700, 1640.1229, 2685.0223, 1586.1701, 1614.1959, 1585.5214, 1614.4124
437.8620, 1697.8707, 4739.1603, 1641.8893, 3112.3322, 1647.1872, 2898.4369, 1641.2818, 2686.2990, 1586.0241, 1616.3213, 1584.9185, 1612.8232
438.8620, 1695.7503, 4740.5842, 1639.4429, 3113.1946, 1646.1493, 2891.6554, 1639.7998, 2683.0979, 1586.4038, 1616.5722, 1584.7207, 1613.2776
439.8620, 1696.9555, 4736.4902, 1638.3834, 3050.0501, 1646.1303, 2888.2293, 1642.7577, 2547.7612, 1586.2869, 1617.5275, 1585.2889, 1612.1905
440.8620, 1696.7466, 4724.3581, 1638.9988, 3024.4417, 1646.7069, 2879.6581, 1646.5455, 2351.8909, 1586.4227, 1616.7595, 1585.2954, 1612.9540
441.8620, 1696.3216, 4711.8698, 1639.1562, 3005.0012, 1647.8019, 2871.5699, 1646.1229, 2302.2878, 1586.2749, 1616.7646, 1584.9742, 1612.7813
442.8620, 1696.9807, 4710.8237, 1637.8124, 2996.9545, 1647.7517, 2868.2578, 1647.2354, 2287.7534, 1585.8402, 1615.7663, 1584.1203, 1613.6215
443.8620, 1697.4287, 4701.5273, 1637.7622, 2987.0361, 1646.7300, 2861.7164, 1647.0232, 2313.1684, 1585.6426, 1616.1048, 1584.0920, 1611.7740
